# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
  63     1500  6.00  -23.488  -14.512   -9.354   -6.355   -4.139
  64     1600  3.50  -20.702  -12.588   -7.862   -5.116   -2.947
  65     1600  4.00  -20.483  -12.553   -7.881   -5.151   -3.038
  66     1600  4.50  -20.577  -12.608   -7.931   -5.218   -3.161
  67     1600  5.00  -20.679  -12.690   -8.002   -5.289   -3.265
  68     1600  5.50  -20.855  -12.772   -8.056   -5.336   -3.323
  69     1600  6.00  -21.006  -12.830   -8.098   -5.373   -3.359
  70     1700  3.50  -18.968  -11.019   -6.816   -4.212   -2.014
  71     1700  4.00  -18.593  -10.641   -6.446   -3.948   -1.872
  72     1700  4.50  -17.404   -9.707   -5.812   -3.415   -1.417
  73     1700  5.00  -18.457  -10.810   -6.543   -4.026   -2.012
  74     1700  5.50  -18.710  -11.201   -6.844   -4.322   -2.355
  75     1700  6.00  -18.890  -11.363   -6.994   -4.499   -2.599
  76     1800  3.50  -17.527   -9.963   -6.251   -3.690   -1.498
  77     1800  4.00  -17.185   -9.761   -6.039   -3.567   -1.459
  78     1800  4.50  -16.210   -9.064   -5.490   -3.169   -1.187
  79     1800  5.00  -16.087   -9.043   -5.457   -3.134   -1.188
  80     1800  5.50  -16.877   -9.702   -5.825   -3.481   -1.549
  81     1800  6.00  -16.975   -9.805   -5.858   -3.525   -1.603
  82     1900  3.50  -14.996   -8.766   -5.716   -3.156   -0.988
  83     1900  4.00  -16.116   -9.002   -5.726   -3.214   -1.101
  84     1900  4.50  -17.063   -9.589   -5.980   -3.476   -1.406
  85     1900  5.00  -16.059   -8.959   -5.497   -3.129   -1.163
  86     1900  5.50  -16.039   -9.193   -5.593   -3.294   -1.357
  87     1900  6.00  -15.982   -9.228   -5.553   -3.348   -1.455
  88     2000  3.50  -13.075   -8.029   -5.522   -2.869   -0.721
  89     2000  4.00  -14.452   -8.149   -5.382   -2.820   -0.748
  90     2000  4.50  -15.259   -8.234   -5.279   -2.785   -0.777
  91     2000  5.00  -15.694   -8.457   -5.306   -2.865   -0.903
  92     2000  5.50  -15.647   -8.874   -5.474   -3.131   -1.197
  93     2000  6.00  -15.163   -8.696   -5.270   -3.110   -1.236
  94     2100  4.00  -12.780   -7.449   -5.123   -2.524   -0.511
  95     2100  5.00  -14.558   -7.568   -4.868   -2.391   -0.507
  96     2100  5.50  -15.276   -8.144   -5.126   -2.697   -0.801
  97     2100  6.00  -15.070   -8.455   -5.206   -2.957   -1.049
  98     2200  3.50  -10.055   -6.616   -4.893   -2.265   -0.298
  99     2200  4.00  -11.206   -6.771   -4.809   -2.228   -0.310
 100     2200  4.50  -12.532   -6.942   -4.776   -2.191   -0.310
 101     2200  5.00  -13.703   -7.082   -4.689   -2.145   -0.328
 102     2200  5.50  -14.523   -7.397   -4.760   -2.266   -0.464
 103     2200  6.00  -14.607   -7.527   -4.723   -2.386   -0.551
 104     2300  3.50   -9.020   -6.025   -4.487   -1.962   -0.144
 105     2300  4.00  -10.014   -6.177   -4.436   -1.931   -0.151
 106     2300  4.50  -11.285   -6.396   -4.476   -1.922   -0.157
 107     2300  5.00  -12.681   -6.607   -4.457   -1.900   -0.182
 108     2300  5.50  -13.717   -6.809   -4.473   -1.937   -0.240
 109     2300  6.00  -13.977   -6.904   -4.397   -1.986   -0.280
 110     2400  3.50   -8.222   -5.499   -4.033   -1.665   -0.016
 111     2400  4.00   -9.039   -5.633   -4.014   -1.641   -0.020
 112     2400  4.50  -10.140   -5.851   -4.104   -1.648   -0.021
 113     2400  5.50  -12.632   -6.256   -4.159   -1.627   -0.054
 114     2400  6.00  -13.403   -6.453   -4.160   -1.704   -0.122
 115     2500  3.50   -7.683   -5.068   -3.591   -1.402    0.075
 116     2500  4.00   -8.307   -5.157   -3.577   -1.372    0.082
 117     2500  4.50   -9.237   -5.369   -3.713   -1.396    0.084
 118     2500  5.00  -10.386   -5.565   -3.763   -1.371    0.089
 119     2500  5.50  -11.665   -5.796   -3.839   -1.374    0.064
 120     2500  6.00  -12.595   -5.991   -3.875   -1.421    0.020
 121     2600  3.50   -7.258   -4.696   -3.199   -1.180    0.144
 122     2600  4.00   -7.747   -4.747   -3.174   -1.143    0.157
 123     2600  4.50   -8.517   -4.935   -3.322   -1.167    0.167
 124     2600  5.00   -9.444   -5.096   -3.366   -1.142    0.179
 125     2600  5.50  -10.636   -5.322   -3.463   -1.140    0.168
 126     2600  6.00  -11.692   -5.560   -3.560   -1.179    0.125
 127     2700  3.50   -6.917   -4.388   -2.886   -1.011    0.190
 128     2700  4.00   -7.279   -4.386   -2.821   -0.954    0.215
 129     2700  4.50   -7.903   -4.537   -2.953   -0.968    0.234
 130     2700  5.00   -8.668   -4.672   -2.985   -0.945    0.246
 131     2700  5.50   -9.699   -4.877   -3.080   -0.938    0.245
 132     2700  6.00  -10.776   -5.117   -3.201   -0.959    0.217
 133     2800  5.00  -10.704   -4.186   -2.066   -0.318    0.434
 134     2800  5.50  -11.624   -4.315   -2.086   -0.231    0.509
 135     2900  5.00   -9.800   -3.846   -1.788   -0.267    0.417
 136     2900  5.50  -10.661   -3.974   -1.836   -0.190    0.483
 137     3000  5.00   -8.979   -3.536   -1.540   -0.218    0.403
 138     3000  5.50   -9.775   -3.663   -1.602   -0.153    0.460
 139     3100  5.00   -8.231   -3.257   -1.323   -0.173    0.392
 140     3100  5.50   -8.936   -3.379   -1.387   -0.119    0.439
 141     3200  5.00   -7.578   -3.009   -1.139   -0.133    0.385
 142     3200  5.50   -8.176   -3.119   -1.194   -0.088    0.423
 143     3300  5.00   -7.009   -2.782   -0.980   -0.092    0.382
 144     3300  5.50   -7.478   -2.878   -1.023   -0.058    0.412
 145     3400  5.00   -6.516   -2.577   -0.843   -0.053    0.382
 146     3400  5.50   -6.844   -2.657   -0.875   -0.028    0.404
 147     3500  5.00   -6.089   -2.388   -0.727   -0.016    0.382
 148     3500  5.50   -6.274   -2.453   -0.748    0.001    0.399
 149     3600  5.00   -5.696   -2.216   -0.629    0.015    0.381
 150     3600  5.50   -5.787   -2.268   -0.642    0.028    0.394
 151     3700  5.00   -5.330   -2.054   -0.549    0.043    0.380
 152     3700  5.50   -5.399   -2.106   -0.559    0.051    0.388
 153     3800  5.00   -5.002   -1.901   -0.482    0.066    0.379
 154     3800  5.50   -5.084   -1.943   -0.477    0.081    0.393
 155     3500  0.00   -6.972   -3.068   -1.104   -0.297    0.189
 156     3500  0.50   -6.421   -2.752   -0.952   -0.221    0.231
 157     3500  1.00   -5.869   -2.480   -0.823   -0.150    0.277
 158     3500  1.50   -5.373   -2.268   -0.719   -0.085    0.323
 159     3500  2.00   -5.020   -2.153   -0.655   -0.033    0.363
 160     3500  2.50   -4.818   -2.104   -0.617    0.004    0.393
 161     3500  3.00   -4.717   -2.081   -0.593    0.025    0.409
 162     3500  3.50   -4.711   -2.088   -0.579    0.038    0.419
 163     3500  4.00   -4.791   -2.126   -0.571    0.048    0.426
 164     3500  4.50   -4.945   -2.182   -0.564    0.062    0.437
 165     3500  5.00   -5.178   -2.242   -0.555    0.087    0.458
 166     3750  0.00   -6.240   -2.587   -0.855   -0.162    0.244
 167     3750  0.50   -5.811   -2.365   -0.775   -0.144    0.237
 168     3750  1.00   -5.360   -2.174   -0.704   -0.120    0.244
 169     3750  1.50   -4.929   -2.013   -0.636   -0.085    0.264
 170     3750  2.00   -4.575   -1.889   -0.574   -0.044    0.294
 171     3750  2.50   -4.356   -1.824   -0.529    0.000    0.334
 172     3750  3.00   -4.221   -1.791   -0.495    0.039    0.370
 173     3750  3.50   -4.165   -1.782   -0.475    0.061    0.389
 174     3750  4.00   -4.170   -1.786   -0.458    0.079    0.404
 175     3750  4.50   -4.244   -1.814   -0.444    0.094    0.416
 176     3750  5.00   -4.382   -1.857   -0.430    0.112    0.430
 177     4000  0.00   -5.373   -2.088   -0.585    0.002    0.334
 178     4000  0.50   -4.978   -1.903   -0.535   -0.001    0.311
 179     4000  1.00   -4.591   -1.759   -0.504   -0.007    0.293
 180     4000  1.50   -4.257   -1.656   -0.482   -0.011    0.281
 181     4000  2.00   -4.002   -1.587   -0.463   -0.009    0.278
 182     4000  2.50   -3.835   -1.542   -0.437    0.008    0.290
 183     4000  3.00   -3.751   -1.521   -0.408    0.042    0.321
 184     4000  3.50   -3.699   -1.506   -0.377    0.080    0.357
 185     4000  4.00   -3.672   -1.499   -0.353    0.108    0.383
 186     4000  4.50   -3.693   -1.507   -0.338    0.126    0.399
 187     4000  5.00   -3.766   -1.531   -0.324    0.142    0.412
 188     4250  0.00   -4.499   -1.662   -0.374    0.118    0.388
 189     4250  0.50   -4.167   -1.522   -0.343    0.108    0.363
 190     4250  1.00   -3.846   -1.410   -0.325    0.095    0.340
 191     4250  1.50   -3.573   -1.328   -0.316    0.083    0.322
 192     4250  2.00   -3.368   -1.273   -0.310    0.075    0.310
 193     4250  2.50   -3.236   -1.240   -0.304    0.073    0.306
 194     4250  3.00   -3.170   -1.225   -0.293    0.081    0.311
 195     4250  3.50   -3.165   -1.227   -0.277    0.103    0.333
 196     4250  4.00   -3.185   -1.233   -0.259    0.129    0.358
 197     4250  4.50   -3.210   -1.240   -0.244    0.150    0.378
 198     4250  5.00   -3.249   -1.251   -0.231    0.167    0.393
 199     4500  0.00   -3.673   -1.286   -0.213    0.189    0.402
 200     4500  0.50   -3.423   -1.199   -0.202    0.175    0.379
 201     4500  1.00   -3.189   -1.127   -0.196    0.159    0.358
 202     4500  1.50   -2.990   -1.072   -0.193    0.146    0.340
 203     4500  2.00   -2.840   -1.034   -0.193    0.136    0.327
 204     4500  2.50   -2.745   -1.011   -0.191    0.131    0.320
 205     4500  3.00   -2.699   -0.999   -0.187    0.132    0.319
 206     4500  3.50   -2.692   -0.996   -0.179    0.141    0.326
 207     4500  4.00   -2.715   -1.002   -0.167    0.157    0.342
 208     4500  4.50   -2.755   -1.010   -0.155    0.176    0.361
 209     4500  5.00   -2.802   -1.019   -0.143    0.193    0.377
 210     4750  0.00   -3.000   -0.968   -0.100    0.221    0.385
 211     4750  0.50   -2.797   -0.920   -0.103    0.204    0.364
 212     4750  1.00   -2.618   -0.884   -0.108    0.187    0.344
 213     4750  1.50   -2.470   -0.857   -0.113    0.173    0.328
 214     4750  2.00   -2.362   -0.839   -0.117    0.163    0.316
 215     4750  2.50   -2.297   -0.827   -0.118    0.157    0.309
 216     4750  3.00   -2.271   -0.821   -0.115    0.157    0.308
 217     4750  3.50   -2.274   -0.820   -0.109    0.163    0.312
 218     4750  4.00   -2.296   -0.822   -0.101    0.174    0.322
 219     4750  4.50   -2.333   -0.828   -0.091    0.188    0.335
 220     4750  5.00   -2.379   -0.835   -0.081    0.203    0.350
 221     5000  0.00   -2.517   -0.721   -0.026    0.227    0.352
 222     5000  0.50   -2.349   -0.698   -0.037    0.208    0.331
 223     5000  1.00   -2.199   -0.683   -0.048    0.191    0.313
 224     5000  1.50   -2.075   -0.676   -0.059    0.177    0.297
 225     5000  2.00   -1.982   -0.674   -0.068    0.165    0.286
 226     5000  2.50   -1.923   -0.674   -0.073    0.159    0.279
 227     5000  3.00   -1.899   -0.676   -0.073    0.158    0.277
 228     5000  3.50   -1.905   -0.678   -0.067    0.163    0.281
 229     5000  4.00   -1.929   -0.681   -0.059    0.173    0.290
 230     5000  4.50   -1.963   -0.686   -0.050    0.186    0.302
 231     5000  5.00   -2.001   -0.690   -0.040    0.199    0.315
 232     5250  0.00   -2.173   -0.529    0.022    0.216    0.312
 233     5250  0.50   -2.039   -0.525    0.006    0.199    0.291
 234     5250  1.00   -1.917   -0.526   -0.009    0.182    0.273
 235     5250  1.50   -1.812   -0.532   -0.024    0.167    0.258
 236     5250  2.00   -1.727   -0.541   -0.037    0.154    0.245
 237     5250  2.50   -1.665   -0.551   -0.047    0.145    0.237
 238     5250  3.00   -1.628   -0.560   -0.051    0.141    0.233
 239     5250  3.50   -1.620   -0.567   -0.049    0.144    0.235
 240     5250  4.00   -1.634   -0.572   -0.042    0.153    0.243
 241     5250  4.50   -1.662   -0.577   -0.032    0.166    0.255
 242     5250  5.00   -1.695   -0.580   -0.021    0.180    0.268
 243     5500  0.00   -1.925   -0.376    0.051    0.194    0.267
 244     5500  0.50   -1.822   -0.386    0.035    0.179    0.247
 245     5500  1.00   -1.723   -0.398    0.018    0.165    0.230
 246     5500  1.50   -1.635   -0.414    0.001    0.151    0.215
 247     5500  2.00   -1.559   -0.432   -0.015    0.137    0.202
 248     5500  2.50   -1.498   -0.451   -0.029    0.126    0.191
 249     5500  3.00   -1.451   -0.467   -0.040    0.118    0.184
 250     5500  3.50   -1.423   -0.480   -0.043    0.116    0.183
 251     5500  4.00   -1.417   -0.487   -0.040    0.122    0.188
 252     5500  4.50   -1.430   -0.492   -0.031    0.133    0.198
 253     5500  5.00   -1.453   -0.496   -0.019    0.147    0.211
 254     5750  0.00   -1.740   -0.250    0.068    0.162    0.219
 255     5750  0.50   -1.666   -0.269    0.052    0.152    0.202
 256     5750  1.00   -1.589   -0.290    0.035    0.141    0.186
 257     5750  1.50   -1.515   -0.313    0.018    0.129    0.171
 258     5750  2.00   -1.447   -0.339    0.000    0.116    0.157
 259     5750  2.50   -1.388   -0.365   -0.017    0.103    0.145
 260     5750  3.00   -1.338   -0.389   -0.031    0.093    0.135
 261     5750  3.50   -1.298   -0.408   -0.041    0.087    0.130
 262     5750  4.00   -1.273   -0.421   -0.044    0.087    0.130
 263     5750  4.50   -1.266   -0.428   -0.038    0.094    0.138
 264     5750  5.00   -1.274   -0.432   -0.028    0.107    0.150
 265     6000  0.00   -1.597   -0.143    0.073    0.122    0.170
 266     6000  0.50   -1.551   -0.168    0.061    0.119    0.155
 267     6000  1.00   -1.494   -0.195    0.046    0.112    0.140
 268     6000  1.50   -1.433   -0.225    0.030    0.103    0.126
 269     6000  2.00   -1.374   -0.256    0.012    0.092    0.112
 270     6000  2.50   -1.318   -0.288   -0.007    0.079    0.099
 271     6000  3.00   -1.266   -0.319   -0.025    0.067    0.087
 272     6000  3.50   -1.220   -0.345   -0.040    0.058    0.079
 273     6000  4.00   -1.182   -0.365   -0.049    0.053    0.075
 274     6000  4.50   -1.157   -0.378   -0.049    0.055    0.078
 275     6000  5.00   -1.148   -0.384   -0.043    0.064    0.087
 276     6250  0.50   -1.459   -0.080    0.062    0.078    0.107
 277     6250  1.00   -1.422   -0.111    0.051    0.077    0.094
 278     6250  1.50   -1.376   -0.145    0.037    0.072    0.080
 279     6250  2.00   -1.325   -0.180    0.019    0.064    0.066
 280     6250  2.50   -1.273   -0.218   -0.000    0.053    0.053
 281     6250  3.00   -1.222   -0.254   -0.020    0.041    0.040
 282     6250  3.50   -1.173   -0.288   -0.039    0.029    0.029
 283     6250  4.00   -1.127   -0.315   -0.053    0.021    0.022
 284     6250  4.50   -1.089   -0.335   -0.060    0.017    0.020
 285     6250  5.00   -1.063   -0.346   -0.060    0.021    0.024
 286     6500  0.50   -1.375   -0.001    0.052    0.029    0.054
 287     6500  1.00   -1.363   -0.036    0.049    0.036    0.045
 288     6500  1.50   -1.332   -0.073    0.038    0.037    0.033
 289     6500  2.00   -1.292   -0.112    0.022    0.032    0.020
 290     6500  2.50   -1.245   -0.152    0.003    0.024    0.006
 291     6500  3.00   -1.196   -0.194   -0.018    0.012   -0.007
 292     6500  3.50   -1.146   -0.233   -0.039    0.000   -0.020
 293     6500  4.00   -1.096   -0.268   -0.057   -0.011   -0.030
 294     6500  4.50   -1.049   -0.295   -0.070   -0.018   -0.035
 295     6500  5.00   -1.010   -0.313   -0.076   -0.019   -0.035
 296     6750  0.50   -1.299    0.061    0.040   -0.020    0.002
 297     6750  1.00   -1.306    0.031    0.036   -0.012   -0.007
 298     6750  1.50   -1.294   -0.008    0.033   -0.004   -0.015
 299     6750  2.00   -1.265   -0.049    0.021   -0.004   -0.027
 300     6750  2.50   -1.228   -0.092    0.004   -0.009   -0.041
 301     6750  3.00   -1.183   -0.137   -0.017   -0.018   -0.055
 302     6750  3.50   -1.133   -0.182   -0.039   -0.030   -0.068
 303     6750  4.00   -1.081   -0.223   -0.061   -0.042   -0.080
 304     6750  4.50   -1.029   -0.257   -0.079   -0.052   -0.088
 305     6750  5.00   -0.981   -0.283   -0.090   -0.058   -0.092
 306     7000  0.50   -1.229    0.104    0.027   -0.067   -0.048
 307     7000  1.00   -1.249    0.083    0.022   -0.061   -0.059
 308     7000  1.50   -1.254    0.051    0.018   -0.052   -0.068
 309     7000  2.00   -1.242    0.008    0.014   -0.045   -0.077
 310     7000  2.50   -1.214   -0.038    0.000   -0.045   -0.089
 311     7000  3.00   -1.175   -0.085   -0.019   -0.051   -0.103
 312     7000  3.50   -1.129   -0.133   -0.042   -0.061   -0.117
 313     7000  4.00   -1.078   -0.179   -0.065   -0.073   -0.130
 314     7000  4.50   -1.022   -0.220   -0.086   -0.085   -0.140
 315     7000  5.00   -0.968   -0.254   -0.103   -0.094   -0.147
 316     7250  0.50   -1.163    0.127    0.013   -0.111   -0.098
 317     7250  1.00   -1.193    0.118    0.006   -0.108   -0.109
 318     7250  1.50   -1.213    0.094    0.001   -0.101   -0.121
 319     7250  2.00   -1.217    0.058   -0.003   -0.092   -0.131
 320     7250  2.50   -1.201    0.011   -0.009   -0.086   -0.140
 321     7250  3.00   -1.171   -0.037   -0.025   -0.088   -0.153
 322     7250  3.50   -1.130   -0.087   -0.046   -0.095   -0.166
 323     7250  4.00   -1.081   -0.137   -0.070   -0.106   -0.180
 324     7250  4.50   -1.025   -0.184   -0.094   -0.118   -0.191
 325     7250  5.00   -0.968   -0.225   -0.115   -0.130   -0.200
 326     7500  0.50   -1.105    0.118   -0.001   -0.147   -0.147
 327     7500  1.00   -1.138    0.134   -0.015   -0.155   -0.162
 328     7500  1.50   -1.169    0.119   -0.018   -0.149   -0.173
 329     7500  2.00   -1.186    0.092   -0.023   -0.142   -0.185
 330     7500  2.50   -1.185    0.053   -0.028   -0.134   -0.195
 331     7500  3.00   -1.166    0.005   -0.036   -0.129   -0.204
 332     7500  3.50   -1.132   -0.047   -0.054   -0.131   -0.217
 333     7500  4.00   -1.088   -0.099   -0.077   -0.140   -0.230
 334     7500  4.50   -1.034   -0.150   -0.102   -0.151   -0.242
 335     7500  5.00   -0.976   -0.196   -0.126   -0.164   -0.252
 336     7750  1.00   -1.084    0.129   -0.040   -0.200   -0.215
 337     7750  1.50   -1.123    0.128   -0.044   -0.198   -0.227
 338     7750  2.00   -1.153    0.109   -0.047   -0.191   -0.239
 339     7750  2.50   -1.166    0.079   -0.052   -0.184   -0.251
 340     7750  3.00   -1.159    0.038   -0.058   -0.177   -0.260
 341     7750  3.50   -1.134   -0.012   -0.067   -0.173   -0.269
 342     7750  4.00   -1.095   -0.064   -0.087   -0.177   -0.281
 343     7750  4.50   -1.046   -0.118   -0.111   -0.186   -0.293
 344     7750  5.00   -0.989   -0.169   -0.137   -0.198   -0.304
 345     8000  1.00   -1.035    0.097   -0.071   -0.242   -0.272
 346     8000  1.50   -1.079    0.119   -0.076   -0.247   -0.284
 347     8000  2.00   -1.118    0.110   -0.077   -0.242   -0.296
 348     8000  2.50   -1.142    0.088   -0.080   -0.235   -0.308
 349     8000  3.00   -1.149    0.056   -0.086   -0.229   -0.319
 350     8000  3.50   -1.135    0.014   -0.091   -0.221   -0.327
 351     8000  4.00   -1.102   -0.036   -0.102   -0.218   -0.335
 352     8000  4.50   -1.058   -0.090   -0.123   -0.223   -0.345
 353     8000  5.00   -1.004   -0.144   -0.149   -0.234   -0.356
 354     8250  1.00   -0.988    0.034   -0.113   -0.284   -0.337
 355     8250  1.50   -1.035    0.093   -0.113   -0.297   -0.343
 356     8250  2.00   -1.081    0.097   -0.114   -0.295   -0.355
 357     8250  2.50   -1.116    0.082   -0.115   -0.288   -0.367
 358     8250  3.00   -1.135    0.057   -0.118   -0.281   -0.378
 359     8250  3.50   -1.134    0.024   -0.124   -0.275   -0.388
 360     8250  4.00   -1.110   -0.018   -0.128   -0.267   -0.394
 361     8250  4.50   -1.070   -0.068   -0.141   -0.265   -0.400
 362     8250  5.00   -1.020   -0.122   -0.164   -0.271   -0.409
 363     8500  1.50   -0.998    0.051   -0.156   -0.348   -0.406
 364     8500  2.00   -1.046    0.070   -0.155   -0.348   -0.416
 365     8500  2.50   -1.090    0.064   -0.155   -0.343   -0.428
 366     8500  3.00   -1.118    0.046   -0.156   -0.336   -0.440
 367     8500  3.50   -1.128    0.019   -0.160   -0.330   -0.450
 368     8500  4.00   -1.117   -0.015   -0.165   -0.323   -0.457
 369     8500  4.50   -1.082   -0.056   -0.168   -0.313   -0.460
 370     8500  5.00   -1.036   -0.106   -0.183   -0.313   -0.465
 371     8750  1.50   -0.965   -0.002   -0.207   -0.401   -0.473
 372     8750  2.00   -1.014    0.032   -0.202   -0.404   -0.479
 373     8750  2.50   -1.062    0.035   -0.200   -0.400   -0.490
 374     8750  3.00   -1.099    0.024   -0.200   -0.393   -0.502
 375     8750  3.50   -1.119    0.004   -0.201   -0.387   -0.513
 376     8750  4.00   -1.120   -0.025   -0.204   -0.380   -0.522
 377     8750  4.50   -1.097   -0.060   -0.207   -0.371   -0.525
 378     8750  5.00   -1.053   -0.099   -0.210   -0.361   -0.524
 379     9000  1.50   -0.943   -0.059   -0.262   -0.458   -0.545
 380     9000  2.00   -0.992   -0.014   -0.253   -0.460   -0.545
 381     9000  2.50   -1.039   -0.002   -0.250   -0.458   -0.555
 382     9000  3.00   -1.081   -0.007   -0.248   -0.452   -0.567
 383     9000  3.50   -1.110   -0.022   -0.247   -0.445   -0.578
 384     9000  4.00   -1.121   -0.044   -0.248   -0.438   -0.587
 385     9000  4.50   -1.109   -0.074   -0.251   -0.430   -0.592
 386     9000  5.00   -1.071   -0.107   -0.250   -0.418   -0.590
 387     9250  2.00   -0.977   -0.064   -0.307   -0.518   -0.613
 388     9250  2.50   -1.024   -0.046   -0.302   -0.517   -0.621
 389     9250  3.00   -1.067   -0.046   -0.299   -0.512   -0.632
 390     9250  3.50   -1.101   -0.055   -0.297   -0.505   -0.643
 391     9250  4.00   -1.119   -0.072   -0.296   -0.497   -0.652
 392     9250  4.50   -1.116   -0.096   -0.297   -0.489   -0.658
 393     9250  5.00   -1.092   -0.127   -0.298   -0.480   -0.659
 394     9500  2.00   -0.968   -0.115   -0.362   -0.577   -0.682
 395     9500  2.50   -1.014   -0.094   -0.357   -0.577   -0.688
 396     9500  3.00   -1.058   -0.089   -0.353   -0.573   -0.698
 397     9500  3.50   -1.093   -0.094   -0.350   -0.566   -0.708
 398     9500  4.00   -1.116   -0.106   -0.347   -0.558   -0.717
 399     9500  4.50   -1.122   -0.126   -0.346   -0.549   -0.724
 400     9500  5.00   -1.108   -0.152   -0.346   -0.540   -0.726
 401     9750  2.00   -0.963   -0.167   -0.417   -0.635   -0.750
 402     9750  2.50   -1.010   -0.143   -0.412   -0.636   -0.755
 403     9750  3.00   -1.053   -0.136   -0.408   -0.634   -0.765
 404     9750  3.50   -1.090   -0.138   -0.404   -0.628   -0.775
 405     9750  4.00   -1.117   -0.146   -0.401   -0.620   -0.784
 406     9750  4.50   -1.128   -0.161   -0.397   -0.610   -0.790
 407     9750  5.00   -1.121   -0.183   -0.396   -0.601   -0.793
 408    10000  2.00   -0.962   -0.218   -0.472   -0.693   -0.818
