# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
 177      4000  0.00 10.0  3.1    15.280   11.344    8.533    6.650    4.776 
 178      4000  0.50  1.0  3.1     1.543    1.168    0.864    0.678    0.488 
 178      4000  0.50  2.0  3.1     3.082    2.328    1.726    1.352    0.974 
 178      4000  0.50  3.0  3.1     4.617    3.480    2.585    2.024    1.457 
 178      4000  0.50  4.0  3.1     6.149    4.625    3.442    2.694    1.938 
 178      4000  0.50  5.0  3.1     7.677    5.763    4.297    3.360    2.417 
 178      4000  0.50  6.0  3.1     9.203    6.895    5.149    4.023    2.894 
 178      4000  0.50  7.0  3.1    10.725    8.021    5.998    4.684    3.368 
 178      4000  0.50  8.0  3.1    12.245    9.141    6.845    5.342    3.841 
 178      4000  0.50  9.0  3.1    13.762   10.256    7.691    5.997    4.310 
 178      4000  0.50 10.0  3.1    15.276   11.366    8.534    6.649    4.778 
 179      4000  1.00  1.0  3.1     1.543    1.171    0.864    0.678    0.488 
 179      4000  1.00  2.0  3.1     3.082    2.334    1.726    1.353    0.974 
 179      4000  1.00  3.0  3.1     4.617    3.489    2.586    2.025    1.458 
 179      4000  1.00  4.0  3.1     6.148    4.636    3.443    2.694    1.939 
 179      4000  1.00  5.0  3.1     7.677    5.777    4.297    3.360    2.418 
 179      4000  1.00  6.0  3.1     9.202    6.910    5.149    4.023    2.895 
 179      4000  1.00  7.0  3.1    10.724    8.038    5.999    4.683    3.369 
 179      4000  1.00  8.0  3.1    12.243    9.159    6.846    5.341    3.841 
 179      4000  1.00  9.0  3.1    13.760   10.275    7.691    5.996    4.311 
 179      4000  1.00 10.0  3.1    15.274   11.386    8.534    6.648    4.779 
 180      4000  1.50  1.0  3.1     1.542    1.175    0.865    0.678    0.488 
 180      4000  1.50  2.0  3.1     3.081    2.340    1.727    1.352    0.974 
 180      4000  1.50  3.0  3.1     4.616    3.498    2.587    2.024    1.458 
 180      4000  1.50  4.0  3.1     6.147    4.647    3.443    2.693    1.939 
 180      4000  1.50  5.0  3.1     7.676    5.790    4.298    3.359    2.418 
 180      4000  1.50  6.0  3.1     9.201    6.925    5.150    4.022    2.895 
 180      4000  1.50  7.0  3.1    10.723    8.054    6.000    4.682    3.369 
 180      4000  1.50  8.0  3.1    12.242    9.177    6.847    5.339    3.842 
 180      4000  1.50  9.0  3.1    13.758   10.294    7.692    5.994    4.311 
 180      4000  1.50 10.0  3.1    15.272   11.406    8.535    6.645    4.779 
 181      4000  2.00  1.0  3.1     1.543    1.177    0.864    0.677    0.488 
 181      4000  2.00  2.0  3.1     3.082    2.346    1.727    1.352    0.974 
 181      4000  2.00  3.0  3.1     4.617    3.506    2.586    2.023    1.458 
 181      4000  2.00  4.0  3.1     6.149    4.658    3.443    2.692    1.939 
 181      4000  2.00  5.0  3.1     7.677    5.802    4.297    3.357    2.419 
 181      4000  2.00  6.0  3.1     9.202    6.940    5.150    4.020    2.895 
 181      4000  2.00  7.0  3.1    10.725    8.070    5.999    4.680    3.370 
 181      4000  2.00  8.0  3.1    12.244    9.194    6.847    5.337    3.842 
 181      4000  2.00  9.0  3.1    13.760   10.312    7.692    5.991    4.312 
 181      4000  2.00 10.0  3.1    15.274   11.425    8.535    6.643    4.780 
 182      4000  2.50  1.0  3.1     1.544    1.180    0.865    0.677    0.488 
 182      4000  2.50  2.0  3.1     3.084    2.352    1.727    1.351    0.974 
 182      4000  2.50  3.0  3.1     4.619    3.514    2.586    2.022    1.458 
 182      4000  2.50  4.0  3.1     6.152    4.669    3.443    2.690    1.939 
 182      4000  2.50  5.0  3.1     7.680    5.815    4.298    3.355    2.419 
 182      4000  2.50  6.0  3.1     9.206    6.954    5.150    4.018    2.895 
 182      4000  2.50  7.0  3.1    10.728    8.086    6.000    4.677    3.370 
 182      4000  2.50  8.0  3.1    12.248    9.211    6.847    5.334    3.842 
 182      4000  2.50  9.0  3.1    13.765   10.330    7.693    5.988    4.312 
 182      4000  2.50 10.0  3.1    15.279   11.443    8.536    6.639    4.780 
 183      4000  3.00  1.0  3.1     1.545    1.184    0.864    0.677    0.488 
 183      4000  3.00  2.0  3.1     3.085    2.358    1.727    1.350    0.974 
 183      4000  3.00  3.0  3.1     4.622    3.523    2.586    2.021    1.458 
 183      4000  3.00  4.0  3.1     6.154    4.679    3.443    2.689    1.939 
 183      4000  3.00  5.0  3.1     7.684    5.827    4.298    3.354    2.418 
 183      4000  3.00  6.0  3.1     9.210    6.968    5.150    4.016    2.895 
 183      4000  3.00  7.0  3.1    10.732    8.101    6.000    4.675    3.370 
 183      4000  3.00  8.0  3.1    12.252    9.227    6.847    5.331    3.842 
 183      4000  3.00  9.0  3.1    13.769   10.347    7.693    5.985    4.312 
 183      4000  3.00 10.0  3.1    15.284   11.461    8.536    6.636    4.780 
 184      4000  3.50  1.0  3.1     1.546    1.186    0.865    0.676    0.488 
 184      4000  3.50  2.0  3.1     3.087    2.362    1.727    1.349    0.974 
 184      4000  3.50  3.0  3.1     4.624    3.529    2.587    2.019    1.458 
 184      4000  3.50  4.0  3.1     6.157    4.687    3.444    2.687    1.939 
 184      4000  3.50  5.0  3.1     7.687    5.837    4.299    3.351    2.418 
 184      4000  3.50  6.0  3.1     9.214    6.979    5.151    4.013    2.895 
 184      4000  3.50  7.0  3.1    10.737    8.113    6.001    4.672    3.370 
 184      4000  3.50  8.0  3.1    12.257    9.240    6.848    5.328    3.842 
 184      4000  3.50  9.0  3.1    13.775   10.361    7.694    5.981    4.312 
 184      4000  3.50 10.0  3.1    15.290   11.475    8.537    6.631    4.779 
 185      4000  4.00  1.0  3.1     1.546    1.188    0.865    0.676    0.488 
 185      4000  4.00  2.0  3.1     3.088    2.366    1.727    1.349    0.974 
 185      4000  4.00  3.0  3.1     4.625    3.535    2.587    2.019    1.458 
 185      4000  4.00  4.0  3.1     6.159    4.694    3.444    2.686    1.939 
 185      4000  4.00  5.0  3.1     7.690    5.845    4.299    3.350    2.418 
 185      4000  4.00  6.0  3.1     9.217    6.988    5.151    4.011    2.895 
 185      4000  4.00  7.0  3.1    10.740    8.123    6.001    4.669    3.370 
 185      4000  4.00  8.0  3.1    12.261    9.250    6.848    5.325    3.842 
 185      4000  4.00  9.0  3.1    13.779   10.371    7.694    5.978    4.312 
 185      4000  4.00 10.0  3.1    15.294   11.486    8.537    6.628    4.779 
 186      4000  4.50  1.0  3.1     1.547    1.188    0.864    0.676    0.488 
 186      4000  4.50  2.0  3.1     3.089    2.367    1.726    1.348    0.974 
 186      4000  4.50  3.0  3.1     4.628    3.536    2.585    2.018    1.458 
 186      4000  4.50  4.0  3.1     6.163    4.696    3.442    2.685    1.939 
 186      4000  4.50  5.0  3.1     7.694    5.847    4.296    3.349    2.418 
 186      4000  4.50  6.0  3.1     9.221    6.989    5.148    4.010    2.895 
 186      4000  4.50  7.0  3.1    10.745    8.124    5.998    4.669    3.370 
 186      4000  4.50  8.0  3.1    12.266    9.252    6.845    5.324    3.842 
 186      4000  4.50  9.0  3.1    13.784   10.373    7.691    5.977    4.312 
 186      4000  4.50 10.0  3.1    15.299   11.488    8.534    6.627    4.780 
 187      4000  5.00  1.0  3.1     1.549    1.189    0.864    0.676    0.488 
 187      4000  5.00  2.0  3.1     3.093    2.367    1.726    1.349    0.974 
 187      4000  5.00  3.0  3.1     4.633    3.536    2.585    2.019    1.458 
 187      4000  5.00  4.0  3.1     6.168    4.696    3.441    2.686    1.940 
 187      4000  5.00  5.0  3.1     7.700    5.847    4.295    3.350    2.419 
 187      4000  5.00  6.0  3.1     9.229    6.990    5.147    4.012    2.896 
 187      4000  5.00  7.0  3.1    10.753    8.125    5.996    4.670    3.371 
 187      4000  5.00  8.0  3.1    12.275    9.253    6.843    5.326    3.843 
 187      4000  5.00  9.0  3.1    13.794   10.373    7.688    5.979    4.314 
 187      4000  5.00 10.0  3.1    15.309   11.488    8.531    6.629    4.782 
 188      4250  0.00  1.0  3.1     1.552    1.169    0.866    0.679    0.488 
 188      4250  0.00  2.0  3.1     3.099    2.329    1.729    1.355    0.974 
 188      4250  0.00  3.0  3.1     4.642    3.482    2.590    2.029    1.459 
 188      4250  0.00  4.0  3.1     6.182    4.628    3.448    2.700    1.940 
 188      4250  0.00  5.0  3.1     7.718    5.766    4.303    3.367    2.420 
 188      4250  0.00  6.0  3.1     9.250    6.899    5.156    4.032    2.897 
 188      4250  0.00  7.0  3.1    10.779    8.025    6.007    4.694    3.372 
 188      4250  0.00  8.0  3.1    12.305    9.146    6.855    5.353    3.845 
 188      4250  0.00  9.0  3.1    13.828   10.262    7.701    6.010    4.316 
 188      4250  0.00 10.0  3.1    15.348   11.373    8.545    6.664    4.784 
 189      4250  0.50  1.0  3.1     1.552    1.171    0.866    0.680    0.489 
 189      4250  0.50  2.0  3.1     3.100    2.334    1.730    1.356    0.975 
 189      4250  0.50  3.0  3.1     4.644    3.489    2.590    2.030    1.459 
 189      4250  0.50  4.0  3.1     6.183    4.637    3.448    2.700    1.941 
 189      4250  0.50  5.0  3.1     7.719    5.777    4.304    3.368    2.421 
 189      4250  0.50  6.0  3.1     9.251    6.912    5.157    4.033    2.899 
 189      4250  0.50  7.0  3.1    10.780    8.040    6.008    4.695    3.374 
 189      4250  0.50  8.0  3.1    12.305    9.162    6.856    5.354    3.847 
 189      4250  0.50  9.0  3.1    13.828   10.279    7.702    6.010    4.317 
 189      4250  0.50 10.0  3.1    15.348   11.391    8.546    6.664    4.786 
 190      4250  1.00  1.0  3.1     1.552    1.174    0.866    0.679    0.489 
 190      4250  1.00  2.0  3.1     3.100    2.339    1.730    1.355    0.976 
 190      4250  1.00  3.0  3.1     4.644    3.497    2.590    2.029    1.460 
 190      4250  1.00  4.0  3.1     6.183    4.647    3.449    2.700    1.942 
 190      4250  1.00  5.0  3.1     7.719    5.789    4.304    3.367    2.422 
 190      4250  1.00  6.0  3.1     9.251    6.925    5.157    4.032    2.900 
 190      4250  1.00  7.0  3.1    10.779    8.054    6.008    4.694    3.375 
 190      4250  1.00  8.0  3.1    12.305    9.178    6.857    5.353    3.848 
 190      4250  1.00  9.0  3.1    13.827   10.296    7.703    6.009    4.319 
 190      4250  1.00 10.0  3.1    15.347   11.409    8.547    6.663    4.787 
 191      4250  1.50  1.0  3.1     1.553    1.176    0.866    0.679    0.489 
 191      4250  1.50  2.0  3.1     3.101    2.344    1.729    1.356    0.975 
 191      4250  1.50  3.0  3.1     4.645    3.504    2.590    2.029    1.460 
 191      4250  1.50  4.0  3.1     6.184    4.656    3.448    2.700    1.942 
 191      4250  1.50  5.0  3.1     7.720    5.800    4.304    3.367    2.422 
 191      4250  1.50  6.0  3.1     9.252    6.938    5.157    4.032    2.900 
 191      4250  1.50  7.0  3.1    10.781    8.068    6.007    4.694    3.375 
 191      4250  1.50  8.0  3.1    12.306    9.193    6.856    5.353    3.848 
 191      4250  1.50  9.0  3.1    13.828   10.312    7.702    6.009    4.319 
 191      4250  1.50 10.0  3.1    15.348   11.426    8.546    6.663    4.787 
 192      4250  2.00  1.0  3.1     1.553    1.179    0.866    0.679    0.489 
 192      4250  2.00  2.0  3.1     3.102    2.350    1.730    1.355    0.976 
 192      4250  2.00  3.0  3.1     4.646    3.512    2.590    2.029    1.461 
 192      4250  2.00  4.0  3.1     6.186    4.666    3.448    2.699    1.943 
 192      4250  2.00  5.0  3.1     7.722    5.812    4.304    3.367    2.423 
 192      4250  2.00  6.0  3.1     9.254    6.951    5.157    4.031    2.901 
 192      4250  2.00  7.0  3.1    10.783    8.084    6.008    4.693    3.376 
 192      4250  2.00  8.0  3.1    12.308    9.210    6.856    5.352    3.849 
 192      4250  2.00  9.0  3.1    13.830   10.330    7.703    6.008    4.320 
 192      4250  2.00 10.0  3.1    15.350   11.445    8.547    6.661    4.789 
 193      4250  2.50  1.0  3.1     1.553    1.182    0.866    0.679    0.489 
 193      4250  2.50  2.0  3.1     3.102    2.355    1.729    1.355    0.976 
 193      4250  2.50  3.0  3.1     4.647    3.519    2.590    2.028    1.461 
 193      4250  2.50  4.0  3.1     6.187    4.675    3.448    2.699    1.943 
 193      4250  2.50  5.0  3.1     7.723    5.823    4.303    3.366    2.423 
 193      4250  2.50  6.0  3.1     9.256    6.964    5.157    4.031    2.901 
 193      4250  2.50  7.0  3.1    10.785    8.098    6.007    4.692    3.376 
 193      4250  2.50  8.0  3.1    12.310    9.225    6.856    5.351    3.849 
 193      4250  2.50  9.0  3.1    13.832   10.347    7.702    6.007    4.320 
 193      4250  2.50 10.0  3.1    15.352   11.462    8.546    6.660    4.789 
 194      4250  3.00  1.0  3.1     1.554    1.185    0.866    0.679    0.489 
 194      4250  3.00  2.0  3.1     3.103    2.360    1.729    1.355    0.976 
 194      4250  3.00  3.0  3.1     4.648    3.526    2.590    2.028    1.461 
 194      4250  3.00  4.0  3.1     6.188    4.684    3.448    2.699    1.943 
 194      4250  3.00  5.0  3.1     7.725    5.834    4.304    3.366    2.423 
 194      4250  3.00  6.0  3.1     9.257    6.977    5.157    4.030    2.901 
 194      4250  3.00  7.0  3.1    10.786    8.112    6.008    4.692    3.376 
 194      4250  3.00  8.0  3.1    12.312    9.240    6.856    5.350    3.850 
 194      4250  3.00  9.0  3.1    13.834   10.362    7.703    6.006    4.320 
 194      4250  3.00 10.0  3.1    15.353   11.479    8.547    6.659    4.789 
 195      4250  3.50  1.0  3.1     1.554    1.187    0.866    0.679    0.489 
 195      4250  3.50  2.0  3.1     3.103    2.364    1.729    1.355    0.976 
 195      4250  3.50  3.0  3.1     4.648    3.533    2.590    2.028    1.460 
 195      4250  3.50  4.0  3.1     6.188    4.692    3.448    2.698    1.943 
 195      4250  3.50  5.0  3.1     7.724    5.844    4.304    3.365    2.423 
 195      4250  3.50  6.0  3.1     9.257    6.987    5.157    4.029    2.900 
 195      4250  3.50  7.0  3.1    10.786    8.124    6.008    4.690    3.376 
 195      4250  3.50  8.0  3.1    12.311    9.253    6.856    5.349    3.849 
 195      4250  3.50  9.0  3.1    13.833   10.376    7.702    6.005    4.320 
 195      4250  3.50 10.0  3.1    15.353   11.493    8.546    6.657    4.788 
 196      4250  4.00  1.0  3.1     1.554    1.189    0.866    0.678    0.489 
 196      4250  4.00  2.0  3.1     3.102    2.368    1.729    1.354    0.976 
 196      4250  4.00  3.0  3.1     4.647    3.538    2.590    2.027    1.460 
 196      4250  4.00  4.0  3.1     6.187    4.699    3.448    2.697    1.943 
 196      4250  4.00  5.0  3.1     7.723    5.851    4.303    3.364    2.423 
 196      4250  4.00  6.0  3.1     9.255    6.996    5.157    4.028    2.900 
 196      4250  4.00  7.0  3.1    10.783    8.133    6.007    4.689    3.376 
 196      4250  4.00  8.0  3.1    12.308    9.263    6.856    5.347    3.849 
 196      4250  4.00  9.0  3.1    13.830   10.387    7.702    6.003    4.320 
 196      4250  4.00 10.0  3.1    15.349   11.504    8.546    6.655    4.788 
 197      4250  4.50  1.0  3.1     1.553    1.189    0.866    0.679    0.489 
 197      4250  4.50  2.0  3.1     3.102    2.370    1.729    1.354    0.976 
 197      4250  4.50  3.0  3.1     4.646    3.541    2.589    2.027    1.460 
 197      4250  4.50  4.0  3.1     6.185    4.702    3.447    2.697    1.943 
 197      4250  4.50  5.0  3.1     7.721    5.856    4.303    3.363    2.423 
 197      4250  4.50  6.0  3.1     9.253    7.001    5.156    4.027    2.900 
 197      4250  4.50  7.0  3.1    10.781    8.139    6.006    4.688    3.376 
 197      4250  4.50  8.0  3.1    12.306    9.269    6.855    5.346    3.849 
 197      4250  4.50  9.0  3.1    13.827   10.393    7.701    6.002    4.320 
 197      4250  4.50 10.0  3.1    15.346   11.510    8.545    6.654    4.788 
 198      4250  5.00  1.0  3.1     1.553    1.190    0.865    0.678    0.489 
 198      4250  5.00  2.0  3.1     3.101    2.371    1.728    1.353    0.976 
 198      4250  5.00  3.0  3.1     4.645    3.542    2.588    2.026    1.461 
 198      4250  5.00  4.0  3.1     6.184    4.704    3.446    2.696    1.943 
 198      4250  5.00  5.0  3.1     7.719    5.857    4.301    3.362    2.423 
 198      4250  5.00  6.0  3.1     9.251    7.002    5.154    4.026    2.901 
 198      4250  5.00  7.0  3.1    10.778    8.139    6.004    4.687    3.376 
 198      4250  5.00  8.0  3.1    12.303    9.269    6.852    5.345    3.849 
 198      4250  5.00  9.0  3.1    13.824   10.393    7.698    6.000    4.320 
 198      4250  5.00 10.0  3.1    15.342   11.510    8.541    6.653    4.789 
 199      4500  0.00  1.0  3.1     1.555    1.173    0.867    0.680    0.489 
 199      4500  0.00  2.0  3.1     3.106    2.338    1.731    1.357    0.976 
 199      4500  0.00  3.0  3.1     4.652    3.494    2.592    2.032    1.461 
 199      4500  0.00  4.0  3.1     6.193    4.644    3.451    2.703    1.944 
 199      4500  0.00  5.0  3.1     7.732    5.786    4.307    3.372    2.424 
 199      4500  0.00  6.0  3.1     9.266    6.921    5.161    4.038    2.902 
 199      4500  0.00  7.0  3.1    10.797    8.051    6.013    4.701    3.377 
 199      4500  0.00  8.0  3.1    12.325    9.174    6.862    5.361    3.851 
 199      4500  0.00  9.0  3.1    13.849   10.292    7.709    6.018    4.322 
