# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 411    10000  3.50   -0.951   -0.069   -0.359   -0.604   -0.770
 412    10000  4.00   -0.982   -0.080   -0.358   -0.599   -0.781
 413    10000  4.50   -0.998   -0.094   -0.355   -0.591   -0.787
 414    10000  5.00   -0.999   -0.112   -0.351   -0.579   -0.789
 415    10250  2.00   -0.774   -0.136   -0.401   -0.637   -0.793
 416    10250  2.50   -0.840   -0.111   -0.401   -0.648   -0.802
 417    10250  3.00   -0.896   -0.106   -0.406   -0.657   -0.817
 418    10250  3.50   -0.944   -0.111   -0.410   -0.660   -0.832
 419    10250  4.00   -0.980   -0.122   -0.412   -0.659   -0.845
 420    10250  4.50   -1.002   -0.136   -0.411   -0.653   -0.853
 421    10250  5.00   -1.008   -0.152   -0.407   -0.643   -0.857
 422    10500  2.00   -0.763   -0.182   -0.451   -0.690   -0.855
 423    10500  2.50   -0.829   -0.155   -0.450   -0.700   -0.863
 424    10500  3.00   -0.888   -0.149   -0.455   -0.709   -0.877
 425    10500  3.50   -0.938   -0.154   -0.461   -0.716   -0.893
 426    10500  4.00   -0.978   -0.164   -0.465   -0.717   -0.907
 427    10500  4.50   -1.005   -0.178   -0.465   -0.714   -0.918
 428    10500  5.00   -1.017   -0.194   -0.463   -0.705   -0.923
 429    10750  2.00   -0.757   -0.228   -0.502   -0.742   -0.916
 430    10750  2.50   -0.822   -0.200   -0.499   -0.751   -0.922
 431    10750  3.00   -0.881   -0.193   -0.504   -0.761   -0.937
 432    10750  3.50   -0.933   -0.197   -0.511   -0.769   -0.953
 433    10750  4.00   -0.977   -0.207   -0.516   -0.773   -0.968
 434    10750  4.50   -1.009   -0.221   -0.519   -0.772   -0.980
 435    10750  5.00   -1.026   -0.237   -0.518   -0.767   -0.987
 436    11000  2.00   -0.755   -0.274   -0.553   -0.795   -0.976
 437    11000  2.50   -0.818   -0.244   -0.548   -0.803   -0.981
 438    11000  3.00   -0.877   -0.237   -0.553   -0.813   -0.995
 439    11000  3.50   -0.930   -0.241   -0.560   -0.822   -1.012
 440    11000  4.00   -0.976   -0.250   -0.567   -0.828   -1.028
 441    11000  4.50   -1.012   -0.264   -0.571   -0.829   -1.041
 442    11000  5.00   -1.034   -0.280   -0.572   -0.826   -1.050
 443    11250  2.00   -0.758   -0.321   -0.604   -0.849   -1.036
 444    11250  2.50   -0.818   -0.289   -0.598   -0.854   -1.040
 445    11250  3.00   -0.876   -0.281   -0.602   -0.864   -1.053
 446    11250  3.50   -0.929   -0.284   -0.609   -0.874   -1.070
 447    11250  4.00   -0.977   -0.294   -0.616   -0.881   -1.086
 448    11250  4.50   -1.015   -0.307   -0.622   -0.885   -1.100
 449    11250  5.00   -1.041   -0.323   -0.625   -0.884   -1.110
 450    11500  2.00   -0.765   -0.367   -0.654   -0.902   -1.096
 451    11500  2.50   -0.822   -0.334   -0.647   -0.906   -1.098
 452    11500  3.00   -0.877   -0.325   -0.651   -0.915   -1.111
 453    11500  3.50   -0.930   -0.328   -0.658   -0.925   -1.127
 454    11500  4.00   -0.978   -0.337   -0.666   -0.933   -1.143
 455    11500  4.50   -1.019   -0.350   -0.672   -0.939   -1.158
 456    11500  5.00   -1.048   -0.366   -0.677   -0.940   -1.169
 457    11750  2.00   -0.774   -0.413   -0.705   -0.955   -1.155
 458    11750  2.50   -0.828   -0.379   -0.697   -0.958   -1.156
 459    11750  3.00   -0.882   -0.369   -0.699   -0.967   -1.168
 460    11750  3.50   -0.933   -0.371   -0.706   -0.976   -1.183
 461    11750  4.00   -0.982   -0.380   -0.714   -0.985   -1.200
 462    11750  4.50   -1.023   -0.393   -0.722   -0.991   -1.215
 463    11750  5.00   -1.055   -0.409   -0.727   -0.994   -1.227
 464    12000  2.50   -0.838   -0.424   -0.746   -1.010   -1.213
 465    12000  3.00   -0.889   -0.413   -0.748   -1.017   -1.224
 466    12000  3.50   -0.939   -0.415   -0.754   -1.027   -1.239
 467    12000  4.00   -0.986   -0.424   -0.762   -1.035   -1.255
 468    12000  4.50   -1.029   -0.436   -0.770   -1.043   -1.271
 469    12000  5.00   -1.063   -0.452   -0.777   -1.047   -1.284
 470    12250  2.50   -0.849   -0.468   -0.795   -1.061   -1.270
 471    12250  3.00   -0.898   -0.457   -0.796   -1.068   -1.280
 472    12250  3.50   -0.946   -0.458   -0.802   -1.077   -1.294
 473    12250  4.00   -0.993   -0.466   -0.810   -1.086   -1.310
 474    12250  4.50   -1.035   -0.479   -0.818   -1.094   -1.326
 475    12250  5.00   -1.071   -0.495   -0.826   -1.099   -1.339
 476    12500  2.50   -0.862   -0.512   -0.844   -1.112   -1.326
 477    12500  3.00   -0.910   -0.501   -0.845   -1.119   -1.335
 478    12500  3.50   -0.956   -0.502   -0.850   -1.127   -1.349
 479    12500  4.00   -1.000   -0.509   -0.857   -1.135   -1.364
 480    12500  4.50   -1.043   -0.522   -0.865   -1.143   -1.379
 481    12500  5.00   -1.079   -0.538   -0.874   -1.150   -1.393
 482    12750  2.50   -0.877   -0.556   -0.892   -1.163   -1.381
 483    12750  3.00   -0.923   -0.544   -0.892   -1.169   -1.390
 484    12750  3.50   -0.967   -0.545   -0.897   -1.177   -1.403
 485    12750  4.00   -1.010   -0.551   -0.904   -1.184   -1.417
 486    12750  4.50   -1.051   -0.564   -0.912   -1.193   -1.433
 487    12750  5.00   -1.088   -0.580   -0.921   -1.200   -1.447
 488    13000  2.50   -0.892   -0.599   -0.939   -1.213   -1.435
 489    13000  3.00   -0.938   -0.587   -0.940   -1.219   -1.444
 490    13000  3.50   -0.981   -0.587   -0.944   -1.226   -1.456
 491    13000  4.00   -1.022   -0.594   -0.951   -1.233   -1.470
 492    13000  4.50   -1.061   -0.605   -0.959   -1.241   -1.485
 493    13000  5.00   -1.098   -0.621   -0.967   -1.249   -1.499
 494    14000  2.00   -0.901   -0.808   -1.131   -1.401   -1.642
 495    14000  2.50   -0.961   -0.767   -1.122   -1.405   -1.643
 496    14000  3.00   -1.007   -0.755   -1.124   -1.412   -1.652
 497    14000  3.50   -1.045   -0.754   -1.128   -1.419   -1.663
 498    14000  4.00   -1.081   -0.759   -1.133   -1.425   -1.676
 499    14000  4.50   -1.114   -0.769   -1.140   -1.431   -1.688
 500    14000  5.00   -1.148   -0.785   -1.148   -1.438   -1.702
 501    15000  2.50   -1.034   -0.926   -1.294   -1.586   -1.837
 502    15000  3.00   -1.083   -0.915   -1.298   -1.595   -1.848
 503    15000  3.50   -1.121   -0.913   -1.303   -1.602   -1.859
 504    15000  4.00   -1.153   -0.916   -1.307   -1.608   -1.871
 505    15000  4.50   -1.183   -0.926   -1.313   -1.613   -1.882
 506    15000  5.00   -1.212   -0.941   -1.321   -1.620   -1.894
 507    16000  2.50   -1.106   -1.074   -1.454   -1.754   -2.017
 508    16000  3.00   -1.163   -1.066   -1.462   -1.768   -2.032
 509    16000  3.50   -1.202   -1.065   -1.468   -1.776   -2.044
 510    16000  4.00   -1.232   -1.067   -1.473   -1.782   -2.055
 511    16000  4.50   -1.259   -1.075   -1.478   -1.787   -2.065
 512    16000  5.00   -1.286   -1.090   -1.486   -1.793   -2.076
 513    17000  2.50   -1.173   -1.212   -1.601   -1.908   -2.182
 514    17000  3.00   -1.241   -1.208   -1.616   -1.929   -2.203
 515    17000  3.50   -1.282   -1.208   -1.624   -1.939   -2.217
 516    17000  4.00   -1.311   -1.210   -1.628   -1.945   -2.228
 517    17000  4.50   -1.335   -1.215   -1.632   -1.950   -2.237
 518    17000  5.00   -1.362   -1.231   -1.641   -1.956   -2.248
 519    18000  2.50   -1.234   -1.342   -1.736   -2.048   -2.332
 520    18000  3.00   -1.316   -1.342   -1.759   -2.080   -2.363
 521    18000  3.50   -1.361   -1.345   -1.771   -2.093   -2.380
 522    18000  4.00   -1.390   -1.346   -1.775   -2.100   -2.390
 523    18000  4.50   -1.411   -1.350   -1.778   -2.103   -2.399
 524    18000  5.00   -1.436   -1.363   -1.786   -2.110   -2.409
 525    19000  2.50   -1.291   -1.466   -1.861   -2.175   -2.467
 526    19000  3.00   -1.385   -1.466   -1.891   -2.218   -2.510
 527    19000  3.50   -1.439   -1.474   -1.909   -2.238   -2.532
 528    19000  4.00   -1.468   -1.477   -1.915   -2.245   -2.544
 529    19000  4.50   -1.486   -1.479   -1.917   -2.248   -2.551
 530    19000  5.00   -1.508   -1.490   -1.923   -2.253   -2.560
 531    20000  3.00   -1.449   -1.582   -2.013   -2.344   -2.644
 532    20000  3.50   -1.513   -1.596   -2.038   -2.373   -2.674
 533    20000  4.00   -1.544   -1.601   -2.047   -2.383   -2.688
 534    20000  4.50   -1.561   -1.603   -2.049   -2.385   -2.695
 535    20000  5.00   -1.579   -1.611   -2.053   -2.389   -2.702
 536    21000  3.00   -1.510   -1.692   -2.128   -2.462   -2.768
 537    21000  3.50   -1.583   -1.711   -2.159   -2.499   -2.807
 538    21000  4.00   -1.621   -1.721   -2.173   -2.514   -2.825
 539    21000  4.50   -1.638   -1.724   -2.175   -2.517   -2.832
 540    21000  5.00   -1.650   -1.730   -2.178   -2.518   -2.837
 541    22000  3.00   -1.573   -1.798   -2.238   -2.575   -2.886
 542    22000  3.50   -1.650   -1.820   -2.273   -2.617   -2.930
 543    22000  4.00   -1.695   -1.835   -2.292   -2.637   -2.954
 544    22000  4.50   -1.715   -1.840   -2.298   -2.643   -2.962
 545    22000  5.00   -1.726   -1.845   -2.299   -2.644   -2.966
 546    23000  3.00   -1.639   -1.899   -2.345   -2.685   -3.002
 547    23000  3.50   -1.716   -1.922   -2.381   -2.728   -3.046
 548    23000  4.00   -1.767   -1.942   -2.406   -2.754   -3.076
 549    23000  4.50   -1.792   -1.952   -2.415   -2.764   -3.088
 550    23000  5.00   -1.804   -1.958   -2.418   -2.766   -3.092
 551    24000  3.00   -1.702   -1.994   -2.446   -2.790   -3.112
 552    24000  3.50   -1.782   -2.021   -2.485   -2.835   -3.158
 553    24000  4.00   -1.837   -2.045   -2.513   -2.865   -3.191
 554    24000  4.50   -1.868   -2.059   -2.527   -2.880   -3.208
 555    24000  5.00   -1.883   -2.067   -2.533   -2.884   -3.214
 556    25000  3.00   -1.762   -2.084   -2.539   -2.886   -3.212
 557    25000  3.50   -1.847   -2.113   -2.585   -2.939   -3.267
 558    25000  4.00   -1.905   -2.142   -2.616   -2.972   -3.301
 559    25000  4.50   -1.941   -2.160   -2.634   -2.990   -3.322
 560    25000  5.00   -1.960   -2.171   -2.642   -2.997   -3.331
 561    26000  3.00   -1.824   -2.174   -2.629   -2.974   -3.304
 562    26000  3.50   -1.908   -2.199   -2.678   -3.037   -3.369
 563    26000  4.00   -1.971   -2.233   -2.714   -3.073   -3.407
 564    26000  4.50   -2.011   -2.255   -2.736   -3.095   -3.430
 565    26000  5.00   -2.034   -2.270   -2.747   -3.105   -3.443
 566    27000  3.50   -1.963   -2.278   -2.764   -3.126   -3.463
 567    27000  4.00   -2.033   -2.317   -2.806   -3.170   -3.507
 568    27000  4.50   -2.078   -2.345   -2.832   -3.194   -3.533
 569    27000  5.00   -2.104   -2.363   -2.846   -3.208   -3.549
 570    28000  3.50   -2.015   -2.353   -2.844   -3.209   -3.550
 571    28000  4.00   -2.090   -2.395   -2.892   -3.259   -3.601
 572    28000  4.50   -2.139   -2.428   -2.922   -3.288   -3.631
 573    28000  5.00   -2.170   -2.450   -2.940   -3.305   -3.649
 574    29000  3.50   -2.071   -2.429   -2.923   -3.287   -3.632
 575    29000  4.00   -2.142   -2.468   -2.971   -3.342   -3.688
 576    29000  4.50   -2.196   -2.505   -3.006   -3.376   -3.723
 577    29000  5.00   -2.231   -2.531   -3.027   -3.397   -3.744
 578    30000  3.50   -2.133   -2.508   -3.003   -3.367   -3.714
 579    30000  4.00   -2.193   -2.538   -3.047   -3.420   -3.770
 580    30000  4.50   -2.249   -2.576   -3.084   -3.458   -3.808
 581    30000  5.00   -2.287   -2.605   -3.109   -3.482   -3.832
 582    31000  3.50   -2.203   -2.593   -3.089   -3.449   -3.799
 583    31000  4.00   -2.246   -2.608   -3.121   -3.495   -3.848
 584    31000  4.50   -2.299   -2.645   -3.158   -3.535   -3.888
 585    31000  5.00   -2.340   -2.676   -3.185   -3.562   -3.915
 586    32000  4.00   -2.304   -2.681   -3.197   -3.570   -3.926
 587    32000  4.50   -2.350   -2.712   -3.230   -3.609   -3.965
 588    32000  5.00   -2.390   -2.743   -3.258   -3.637   -3.994
 589    33000  4.00   -2.367   -2.756   -3.275   -3.647   -4.005
 590    33000  4.50   -2.404   -2.780   -3.303   -3.681   -4.041
 591    33000  5.00   -2.441   -2.808   -3.329   -3.710   -4.069
 592    34000  4.00   -2.436   -2.834   -3.356   -3.725   -4.086
 593    34000  4.50   -2.463   -2.850   -3.377   -3.755   -4.117
 594    34000  5.00   -2.495   -2.875   -3.401   -3.781   -4.143
 595    35000  4.00   -2.508   -2.914   -3.439   -3.806   -4.169
 596    35000  4.50   -2.526   -2.922   -3.453   -3.829   -4.194
 597    35000  5.00   -2.552   -2.943   -3.473   -3.853   -4.217
 598    36000  4.00   -2.583   -2.996   -3.523   -3.890   -4.253
 599    36000  4.50   -2.593   -2.997   -3.531   -3.905   -4.272
 600    36000  5.00   -2.612   -3.012   -3.546   -3.925   -4.292
 601    37000  4.00   -2.659   -3.077   -3.607   -3.973   -4.338
 602    37000  4.50   -2.662   -3.073   -3.610   -3.983   -4.351
 603    37000  5.00   -2.676   -3.083   -3.621   -3.998   -4.367
 604    38000  4.00   -2.735   -3.158   -3.690   -4.056   -4.423
 605    38000  4.50   -2.734   -3.150   -3.691   -4.062   -4.433
 606    38000  5.00   -2.743   -3.156   -3.698   -4.073   -4.444
 607    39000  4.00   -2.810   -3.237   -3.772   -4.138   -4.506
 608    39000  4.50   -2.806   -3.227   -3.771   -4.142   -4.514
 609    39000  5.00   -2.812   -3.231   -3.775   -4.149   -4.523
 610    40000  4.50   -2.878   -3.303   -3.851   -4.221   -4.595
 611    40000  5.00   -2.882   -3.305   -3.853   -4.226   -4.601
 612    41000  4.50   -2.949   -3.378   -3.928   -4.298   -4.674
 613    41000  5.00   -2.952   -3.379   -3.931   -4.303   -4.680
 614    42000  4.50   -3.018   -3.451   -4.004   -4.374   -4.752
 615    42000  5.00   -3.022   -3.452   -4.007   -4.379   -4.758
 616    43000  4.50   -3.086   -3.523   -4.078   -4.449   -4.827
 617    43000  5.00   -3.090   -3.524   -4.082   -4.454   -4.834
 618    44000  4.50   -3.152   -3.593   -4.149   -4.521   -4.900
 619    44000  5.00   -3.157   -3.595   -4.155   -4.527   -4.909
 620    45000  4.50   -3.217   -3.661   -4.219   -4.592   -4.971
 621    45000  5.00   -3.222   -3.663   -4.226   -4.598   -4.981
 622    46000  4.50   -3.281   -3.729   -4.288   -4.661   -5.041
 623    46000  5.00   -3.286   -3.730   -4.295   -4.667   -5.052
 624    47000  4.50   -3.343   -3.795   -4.355   -4.729   -5.109
 625    47000  5.00   -3.349   -3.796   -4.362   -4.736   -5.120
 626    48000  4.50   -3.405   -3.860   -4.420   -4.795   -5.176
 627    48000  5.00   -3.410   -3.861   -4.428   -4.802   -5.188
 628    49000  4.50   -3.465   -3.923   -4.485   -4.861   -5.241
 629    49000  5.00   -3.471   -3.925   -4.493   -4.868   -5.254
 630    50000  5.00   -3.530   -3.987   -4.557   -4.932   -5.318
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
