# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Thu Jul 29 12:32:27 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: DCMC
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00700		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    I       J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.4426	3.5436	5.1772	10.877	10.291	9.141	8.557	8.338	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.1610	3.5664	5.1115	10.173	9.541	8.477	7.896	7.706	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-1.9715	3.5782	5.0660	9.699	9.047	8.026	7.441	7.270	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.8208	3.5875	5.0321	9.322	8.663	7.677	7.080	6.922	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.6949	3.5953	5.0044	9.007	8.341	7.385	6.777	6.632	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.5493	3.6020	4.9434	8.643	7.977	7.042	6.417	6.282	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.4309	3.6105	4.9102	8.347	7.686	6.772	6.131	6.005	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3002	3.6208	4.8665	8.021	7.366	6.477	5.817	5.702	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.1612	3.6329	4.8170	7.673	7.021	6.163	5.500	5.397	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.0273	3.6450	4.7695	7.338	6.685	5.861	5.205	5.115	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.7432	3.6791	4.6888	6.628	5.959	5.249	4.678	4.611	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.60	0.8192645311	0.8193	-0.4208	3.7289	4.6337	5.822	5.164	4.623	4.196	4.152	0.4787	0.0000	0.0	1	-11.542	3.0800137520
	6.60	0.9385290146	0.9385	-0.1394	3.7679	4.5677	5.119	4.520	4.093	3.756	3.729	0.4787	0.0000	0.0	1	-12.129	3.1228189468
	6.60	1.0385290384	1.0385	0.0696	3.7932	4.5038	4.596	4.055	3.693	3.409	3.390	0.4787	0.0000	0.0	1	-13.243	3.1509447098
	6.60	1.1385290623	1.1385	0.2727	3.8192	4.4445	4.088	3.615	3.317	3.085	3.072	0.4787	0.0000	0.0	1	-13.964	3.1738255024
	6.60	1.2385290861	1.2385	0.4479	3.8431	4.4012	3.650	3.244	3.003	2.819	2.810	0.4787	0.0000	0.0	1	-14.313	3.1927428246
	6.60	1.3385289907	1.3385	0.6054	3.8675	4.3751	3.257	2.926	2.741	2.605	2.597	0.4787	0.0000	0.0	1	-14.485	3.2085847855
	6.60	1.4385290146	1.4385	0.7452	3.8961	4.3811	2.907	2.675	2.552	2.468	2.462	0.4787	0.0000	0.0	1	-14.589	3.2219533920
	6.60	1.7807354927	1.7807	1.1381	3.9815	4.4224	1.925	2.107	2.122	2.127	2.130	0.4787	0.0000	0.0	1	-14.804	3.2549672127
	6.60	1.8807355165	1.8807	1.2361	4.0018	4.4294	1.680	1.978	2.018	2.032	2.039	0.4787	0.0000	0.0	1	-14.854	3.2619864941
	6.60	1.9807355404	1.9807	1.3235	4.0185	4.4315	1.461	1.858	1.917	1.937	1.948	0.4787	0.0000	0.0	1	-14.903	3.2681703568
	6.60	2.2000000477	2.2000	1.4970	4.0518	4.4367	1.028	1.621	1.716	1.746	1.766	0.4787	0.0000	0.0	1	-15.001	3.2793695927
	6.60	2.5000000000	2.5000	1.7041	4.0901	4.4381	0.510	1.334	1.466	1.505	1.534	0.4787	0.0000	0.0	1	-15.120	3.2908382416
	6.60	2.9096903801	2.9097	1.9445	4.1318	4.4307	-0.091	0.992	1.160	1.208	1.245	0.4787	0.0000	0.0	1	-13.529	3.3018145561
	6.60	3.0000000000	3.0000	1.9929	4.1402	4.4291	-0.212	0.923	1.099	1.149	1.187	0.4787	0.0000	0.1	1	-13.516	3.3037204742
	6.60	3.5000000000	3.5000	2.2291	4.1800	4.4192	-0.803	0.587	0.793	0.852	0.897	0.4787	0.0000	0.1	1	-13.449	3.3120026588
	6.60	4.0000000000	4.0000	2.4295	4.2132	4.4094	-1.304	0.302	0.532	0.597	0.647	0.4787	0.0000	0.1	1	-13.391	3.3176128864
	6.60	4.5000000000	4.5000	2.6026	4.2414	4.4001	-1.736	0.053	0.302	0.372	0.427	0.4787	0.0000	0.1	1	-13.339	3.3215744495
	6.60	5.0000000000	5.0000	2.7564	4.2666	4.3929	-2.121	-0.168	0.099	0.174	0.233	0.4787	0.0000	0.1	1	-13.294	3.3244650364
	6.60	6.0000000000	6.0000	3.0245	4.3077	4.3683	-2.791	-0.573	-0.281	-0.198	-0.132	0.4787	0.0000	0.1	1	-13.215	3.3282895088
	6.60	7.0000000000	7.0000	3.2509	4.3423	4.3473	-3.357	-0.922	-0.608	-0.517	-0.446	0.4787	0.0000	0.1	1	-13.148	3.3306136131
	6.60	9.0000000000	9.0000	3.6183	4.3932	4.2928	-4.276	-1.532	-1.186	-1.084	-1.003	0.4787	0.0000	0.1	1	-13.038	3.3331298828
	6.60	10.1388607025	10.1389	3.7889	4.4166	4.2677	-4.702	-1.822	-1.462	-1.356	-1.270	0.4787	0.0000	0.1	1	-12.987	3.3339262009
	6.60	12.0000000000	12.0000	4.0362	4.4508	4.2300	-5.321	-2.247	-1.867	-1.753	-1.661	0.4787	0.0000	0.1	1	-12.913	3.3347461224
	6.60	15.0000000000	14.9679	4.3543	4.4918	4.1720	-6.116	-2.834	-2.432	-2.311	-2.212	0.4787	0.0000	0.1	1	-12.818	3.3354415894
	6.60	17.8538837433	17.7975	4.5902	4.5193	4.1212	-6.705	-3.289	-2.876	-2.753	-2.651	0.4787	0.0000	0.1	1	-12.742	3.3357775211
	6.60	20.0000000000	19.9185	4.7498	4.5351	4.0740	-7.104	-3.603	-3.189	-3.065	-2.962	0.4787	0.0000	0.1	1	-12.693	3.3359301090
	6.60	24.4867382050	24.2477	4.9974	4.5554	3.9927	-7.724	-4.104	-3.690	-3.567	-3.463	0.4787	0.0000	0.2	1	-12.608	3.3361132145
	6.60	30.0000000000	29.3954	5.2513	4.5645	3.8591	-8.358	-4.677	-4.263	-4.140	-4.037	0.4787	0.0000	0.2	1	-12.524	3.3362209797
	6.60	36.5028839111	34.9939	5.4622	4.5511	3.6700	-8.886	-5.295	-4.880	-4.757	-4.654	0.4787	0.0000	0.3	1	-12.449	3.3362812996
	6.60	40.0000000000	37.7947	5.5614	4.5293	3.5173	-9.133	-5.672	-5.258	-5.135	-5.032	0.4787	0.0000	0.5	1	-12.415	3.3362998962
	6.60	42.0515060425	39.4491	5.6088	4.5176	3.4415	-9.252	-5.861	-5.450	-5.327	-5.226	0.4787	0.0000	0.5	1	-12.397	3.3363080025
	6.60	47.9917068481	43.6625	5.7344	4.4425	3.0596	-9.566	-6.612	-6.231	-6.119	-6.027	0.4787	0.0000	1.0	1	-12.353	3.3363249302
	6.60	50.6858520508	45.2706	5.7861	4.3867	2.8007	-9.695	-7.092	-6.741	-6.642	-6.559	0.4787	0.0000	1.6	1	-12.337	3.3363301754
	6.60	52.7136726379	42.5063	5.8106	4.2117	2.0486	-9.757	-8.204	-7.964	-7.906	-7.852	0.4787	0.0000	2.1	0	-12.364	3.3363335133
	6.60	52.7748107910	42.3773	5.8113	4.2056	2.0224	-9.758	-8.243	-8.008	-7.951	-7.898	0.4787	0.0000	2.3	0	-12.366	3.3363335133
	6.60	55.5746307373	37.5083	5.8626	4.3972	2.6842	-9.887	-7.229	-6.871	-6.770	-6.685	0.4787	0.0000	1.9	1	-12.419	3.3363373280
	6.60	56.1003952026	37.1912	5.8790	4.4231	2.7677	-9.928	-7.097	-6.726	-6.619	-6.530	0.4787	0.0000	1.7	1	-12.422	3.3363380432
	6.60	56.2731513977	37.0768	5.9027	4.4715	2.9364	-9.987	-6.885	-6.490	-6.374	-6.277	0.4787	0.0000	1.2	1	-12.424	3.3363380432
	6.60	56.2986831665	37.0375	5.9079	4.4172	2.7134	-10.000	-7.210	-6.842	-6.736	-6.648	0.4787	0.0000	1.8	1	-12.424	3.3363382816
	6.60	56.2995643616	37.0228	5.9080	4.4126	2.6950	-10.000	-7.241	-6.875	-6.770	-6.683	0.4787	0.0000	1.9	1	-12.424	3.3363382816
	6.60	56.3099136353	36.8974	5.9068	4.3687	2.5188	-9.997	-7.492	-7.152	-7.056	-6.976	0.4787	0.0000	2.5	1	-12.426	3.3363382816
