# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Thu Jul 29 12:35:19 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: DCMC
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.01800		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    I       J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.5074	3.5197	5.1462	11.039	10.529	9.209	8.652	8.425	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.2334	3.5413	5.0835	10.354	9.788	8.577	8.006	7.788	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-2.0462	3.5528	5.0392	9.886	9.294	8.135	7.555	7.344	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.8976	3.5619	5.0062	9.514	8.903	7.777	7.190	6.998	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.7693	3.5704	4.9790	9.193	8.564	7.467	6.876	6.700	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.6293	3.5782	4.9280	8.843	8.205	7.129	6.529	6.368	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.5056	3.5872	4.8915	8.534	7.893	6.853	6.227	6.083	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3862	3.5975	4.8591	8.235	7.590	6.597	5.937	5.812	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.2565	3.6088	4.8159	7.911	7.268	6.313	5.631	5.518	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.1321	3.6215	4.7802	7.600	6.959	6.044	5.348	5.245	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.8718	3.6503	4.7020	6.949	6.292	5.474	4.813	4.733	0.4787	0.0000	0.0	1	-12.279	3.0225379467
