# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Thu Jul 29 12:31:31 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: DCMC
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00500		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    I       J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.4178	3.5523	5.1870	10.814	10.210	9.107	8.520	8.308	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.1246	3.5783	5.1230	10.081	9.428	8.417	7.835	7.662	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-1.9329	3.5906	5.0773	9.602	8.939	7.973	7.377	7.221	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.7809	3.6004	5.0438	9.222	8.550	7.621	7.014	6.872	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.6552	3.6083	5.0165	8.908	8.238	7.330	6.713	6.578	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.5102	3.6142	4.9529	8.546	7.881	6.985	6.355	6.227	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.3955	3.6217	4.9195	8.259	7.598	6.721	6.077	5.957	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.2658	3.6310	4.8727	7.935	7.278	6.423	5.773	5.663	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.1254	3.6424	4.8193	7.584	6.928	6.103	5.455	5.359	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-0.9862	3.6551	4.7688	7.236	6.579	5.790	5.159	5.074	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.6942	3.6923	4.6924	6.505	5.836	5.175	4.646	4.583	0.4787	0.0000	0.0	1	-12.279	3.0225379467
