# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Thu Jul 29 12:34:59 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: DCMC
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.01600		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    I       J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.4995	3.5227	5.1502	11.019	10.496	9.200	8.639	8.414	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.2250	3.5442	5.0869	10.333	9.758	8.568	7.994	7.776	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-2.0376	3.5557	5.0425	9.864	9.265	8.123	7.540	7.335	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.8888	3.5649	5.0093	9.492	8.873	7.764	7.176	6.989	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.7608	3.5733	4.9820	9.172	8.535	7.454	6.863	6.692	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.6199	3.5809	4.9297	8.820	8.178	7.121	6.516	6.359	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.4968	3.5899	4.8937	8.512	7.867	6.846	6.216	6.075	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3757	3.6003	4.8598	8.209	7.561	6.585	5.921	5.800	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.2447	3.6117	4.8159	7.882	7.237	6.295	5.615	5.503	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.1192	3.6243	4.7787	7.568	6.926	6.023	5.328	5.226	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.8559	3.6537	4.6999	6.910	6.250	5.446	4.796	4.717	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.60	0.8801328540	0.8801	-0.3977	3.7178	4.5976	5.764	5.083	4.508	4.055	4.008	0.4787	0.0000	0.0	1	-11.614	3.1033451557
	6.60	1.1403986216	1.1404	0.1504	3.7871	4.4389	4.394	3.811	3.441	3.154	3.132	0.4787	0.0000	0.0	1	-13.973	3.1742122173
	6.60	1.3198671341	1.3199	0.4715	3.8279	4.3445	3.591	3.112	2.843	2.641	2.628	0.4787	0.0000	0.0	1	-14.460	3.2058343887
	6.60	1.4198671579	1.4199	0.6192	3.8495	4.3148	3.222	2.806	2.589	2.429	2.418	0.4787	0.0000	0.0	1	-14.572	3.2196204662
	6.60	1.6000000238	1.6000	0.8490	3.8922	4.3078	2.647	2.380	2.255	2.172	2.165	0.4787	0.0000	0.0	1	-14.703	3.2395837307
	6.60	1.7801328897	1.7801	1.0482	3.9333	4.3196	2.150	2.062	2.013	1.984	1.979	0.4787	0.0000	0.0	1	-14.804	3.2549221516
	6.60	1.9201992750	1.9202	1.1737	3.9593	4.3309	1.836	1.881	1.871	1.864	1.863	0.4787	0.0000	0.0	1	-14.874	3.2645187378
	6.60	1.9801328182	1.9801	1.2509	3.9711	4.3142	1.643	1.752	1.758	1.759	1.760	0.4787	0.0000	0.0	1	-14.902	3.2681353092
	6.60	2.2000000477	2.2000	1.4104	4.0045	4.3341	1.244	1.545	1.592	1.608	1.617	0.4787	0.0000	0.0	1	-15.001	3.2793695927
	6.60	2.5000000000	2.5000	1.6232	4.0442	4.3355	0.712	1.245	1.336	1.365	1.384	0.4787	0.0000	0.0	1	-15.120	3.2908382416
	6.60	3.0000000000	3.0000	1.9236	4.0979	4.3290	-0.039	0.810	0.955	0.998	1.029	0.4787	0.0000	0.1	1	-13.516	3.3037204742
	6.60	3.5000000000	3.5000	2.1698	4.1408	4.3213	-0.655	0.458	0.640	0.692	0.731	0.4787	0.0000	0.1	1	-13.449	3.3120026588
	6.60	4.0000000000	4.0000	2.3763	4.1763	4.3149	-1.171	0.167	0.376	0.435	0.481	0.4787	0.0000	0.1	1	-13.391	3.3176128864
	6.60	4.5000000000	4.5000	2.5563	4.2075	4.3110	-1.621	-0.081	0.151	0.216	0.267	0.4787	0.0000	0.1	1	-13.339	3.3215744495
	6.60	5.0000000000	5.0000	2.7204	4.2349	4.3022	-2.031	-0.313	-0.063	0.008	0.063	0.4787	0.0000	0.1	1	-13.294	3.3244650364
	6.60	6.0000000000	6.0000	3.0016	4.2798	4.2800	-2.734	-0.725	-0.445	-0.366	-0.303	0.4787	0.0000	0.1	1	-13.215	3.3282895088
	6.60	7.0000000000	7.0000	3.2372	4.3170	4.2601	-3.323	-1.078	-0.773	-0.686	-0.617	0.4787	0.0000	0.1	1	-13.148	3.3306136131
	6.60	8.4047956467	8.4048	3.5227	4.3583	4.2190	-4.037	-1.537	-1.207	-1.111	-1.033	0.4787	0.0000	0.1	1	-13.068	3.3325715065
	6.60	9.0000000000	9.0000	3.6318	4.3740	4.2026	-4.310	-1.716	-1.375	-1.276	-1.195	0.4787	0.0000	0.1	1	-13.038	3.3331298828
	6.60	12.5960140228	12.5906	4.1262	4.4429	4.1294	-5.545	-2.552	-2.172	-2.059	-1.966	0.4787	0.0000	0.1	1	-12.893	3.3349297047
	6.60	15.9735774994	15.9246	4.4643	4.4846	4.0602	-6.391	-3.180	-2.777	-2.656	-2.557	0.4787	0.0000	0.1	1	-12.791	3.3355796337
	6.60	15.9933567047	15.9440	4.4661	4.4848	4.0597	-6.395	-3.184	-2.781	-2.660	-2.560	0.4787	0.0000	0.1	1	-12.790	3.3355820179
	6.60	21.9867134094	21.7951	4.8868	4.5247	3.9342	-7.447	-4.030	-3.615	-3.489	-3.386	0.4787	0.0000	0.2	1	-12.654	3.3360276222
	6.60	27.5882663727	26.8029	5.1640	4.5337	3.7829	-8.140	-4.669	-4.253	-4.127	-4.024	0.4787	0.0000	0.3	1	-12.564	3.3361835480
	6.60	31.9867134094	30.3731	5.3461	4.5227	3.6111	-8.595	-5.191	-4.776	-4.650	-4.548	0.4787	0.0000	0.4	1	-12.510	3.3362443447
	6.60	32.3625831604	30.6723	5.3577	4.5215	3.5990	-8.624	-5.227	-4.812	-4.687	-4.585	0.4787	0.0000	0.4	1	-12.506	3.3362481594
	6.60	37.4950485229	34.3703	5.5054	4.4806	3.3373	-8.994	-5.862	-5.460	-5.341	-5.242	0.4787	0.0000	0.6	1	-12.456	3.3362872601
	6.60	41.9067687988	36.8827	5.6165	4.4088	2.9695	-9.271	-6.570	-6.202	-6.097	-6.009	0.4787	0.0000	1.2	1	-12.426	3.3363075256
