# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
 306     7000  0.50    0.117   -2.282   -0.235   -0.001    0.132    0.109    3.171
 307     7000  1.00    0.107   -2.226   -0.257   -0.015    0.122    0.086    3.130
 308     7000  1.50    0.097   -2.139   -0.298   -0.038    0.112    0.059    3.090
 309     7000  2.00    0.087   -2.033   -0.364   -0.072    0.103    0.030    3.057
 310     7000  2.50    0.070   -1.923   -0.426   -0.109    0.086   -0.003    3.024
 311     7000  3.00    0.048   -1.814   -0.480   -0.147    0.065   -0.037    2.990
 312     7000  3.50    0.024   -1.707   -0.532   -0.186    0.041   -0.072    2.959
 313     7000  4.00   -0.000   -1.606   -0.581   -0.223    0.016   -0.104    2.931
 314     7000  4.50   -0.023   -1.512   -0.626   -0.257   -0.006   -0.133    2.908
 315     7000  5.00   -0.041   -1.429   -0.665   -0.285   -0.024   -0.155    2.892
 316     7250  0.50    0.119   -2.201   -0.188    0.019    0.134    0.129    3.199
 317     7250  1.00    0.110   -2.180   -0.187    0.017    0.125    0.110    3.153
 318     7250  1.50    0.102   -2.113   -0.218    0.002    0.116    0.085    3.108
 319     7250  2.00    0.091   -2.024   -0.267   -0.023    0.106    0.055    3.066
 320     7250  2.50    0.079   -1.920   -0.339   -0.061    0.095    0.023    3.030
 321     7250  3.00    0.060   -1.814   -0.405   -0.101    0.076   -0.012    2.994
 322     7250  3.50    0.036   -1.708   -0.463   -0.142    0.052   -0.050    2.957
 323     7250  4.00    0.009   -1.605   -0.519   -0.183    0.026   -0.086    2.925
 324     7250  4.50   -0.016   -1.506   -0.571   -0.223    0.001   -0.120    2.897
 325     7250  5.00   -0.040   -1.415   -0.616   -0.257   -0.022   -0.149    2.876
 326     7500  0.50    0.112   -2.073   -0.205    0.003    0.128    0.125    3.215
 327     7500  1.00    0.105   -2.114   -0.145    0.031    0.119    0.122    3.173
 328     7500  1.50    0.099   -2.073   -0.163    0.024    0.113    0.101    3.124
 329     7500  2.00    0.091   -2.002   -0.202    0.006    0.105    0.073    3.076
 330     7500  2.50    0.079   -1.913   -0.257   -0.021    0.094    0.041    3.030
 331     7500  3.00    0.065   -1.814   -0.333   -0.060    0.081    0.006    2.991
 332     7500  3.50    0.043   -1.712   -0.401   -0.103    0.060   -0.032    2.952
 333     7500  4.00    0.017   -1.610   -0.463   -0.147    0.034   -0.072    2.915
 334     7500  4.50   -0.011   -1.510   -0.521   -0.190    0.006   -0.110    2.883
 335     7500  5.00   -0.038   -1.414   -0.573   -0.230   -0.020   -0.144    2.856
 336     7750  1.00    0.090   -2.026   -0.137    0.024    0.104    0.119    3.185
 337     7750  1.50    0.088   -2.019   -0.129    0.031    0.102    0.106    3.136
 338     7750  2.00    0.083   -1.968   -0.158    0.021    0.097    0.082    3.083
 339     7750  2.50    0.074   -1.896   -0.203    0.002    0.088    0.052    3.031
 340     7750  3.00    0.061   -1.810   -0.265   -0.028    0.076    0.017    2.983
 341     7750  3.50    0.045   -1.715   -0.343   -0.070    0.061   -0.020    2.943
 342     7750  4.00    0.021   -1.617   -0.413   -0.115    0.038   -0.061    2.902
 343     7750  4.50   -0.007   -1.518   -0.476   -0.160    0.010   -0.103    2.865
 344     7750  5.00   -0.036   -1.421   -0.535   -0.205   -0.019   -0.141    2.834
 345     8000  1.00    0.061   -1.913   -0.170   -0.012    0.076    0.095    3.181
 346     8000  1.50    0.066   -1.950   -0.120    0.021    0.080    0.099    3.142
 347     8000  2.00    0.065   -1.922   -0.133    0.021    0.079    0.081    3.088
 348     8000  2.50    0.060   -1.867   -0.170    0.009    0.074    0.054    3.032
 349     8000  3.00    0.050   -1.796   -0.221   -0.012    0.065    0.021    2.976
 350     8000  3.50    0.037   -1.714   -0.288   -0.044    0.053   -0.017    2.927
 351     8000  4.00    0.019   -1.622   -0.367   -0.088    0.036   -0.056    2.885
 352     8000  4.50   -0.007   -1.527   -0.437   -0.134    0.010   -0.099    2.845
 353     8000  5.00   -0.037   -1.433   -0.500   -0.181   -0.019   -0.140    2.809
 354     8250  1.00    0.011   -1.780   -0.239   -0.077    0.027    0.044    3.150
 355     8250  1.50    0.034   -1.873   -0.137   -0.007    0.048    0.077    3.137
 356     8250  2.00    0.038   -1.869   -0.129    0.005    0.051    0.068    3.087
 357     8250  2.50    0.037   -1.830   -0.154    0.002    0.051    0.046    3.029
 358     8250  3.00    0.032   -1.773   -0.197   -0.012    0.046    0.016    2.969
 359     8250  3.50    0.022   -1.704   -0.252   -0.034    0.037   -0.020    2.912
 360     8250  4.00    0.008   -1.625   -0.325   -0.069    0.024   -0.059    2.864
 361     8250  4.50   -0.012   -1.536   -0.401   -0.114    0.005   -0.099    2.822
 362     8250  5.00   -0.040   -1.444   -0.471   -0.161   -0.022   -0.143    2.782
 363     8500  1.50   -0.008   -1.794   -0.174   -0.050    0.006    0.042    3.119
 364     8500  2.00    0.001   -1.814   -0.144   -0.024    0.015    0.043    3.077
 365     8500  2.50    0.004   -1.791   -0.156   -0.020    0.018    0.027    3.020
 366     8500  3.00    0.003   -1.747   -0.190   -0.026    0.017    0.002    2.959
 367     8500  3.50   -0.003   -1.690   -0.237   -0.041    0.012   -0.031    2.898
 368     8500  4.00   -0.013   -1.622   -0.297   -0.065    0.003   -0.069    2.841
 369     8500  4.50   -0.026   -1.543   -0.372   -0.101   -0.009   -0.108    2.795
 370     8500  5.00   -0.048   -1.456   -0.446   -0.146   -0.030   -0.150    2.754
 371     8750  1.50   -0.057   -1.712   -0.223   -0.102   -0.043   -0.002    3.090
 372     8750  2.00   -0.042   -1.760   -0.173   -0.063   -0.028    0.010    3.060
 373     8750  2.50   -0.036   -1.754   -0.173   -0.052   -0.023   -0.001    3.007
 374     8750  3.00   -0.035   -1.721   -0.197   -0.053   -0.021   -0.022    2.944
 375     8750  3.50   -0.036   -1.674   -0.237   -0.061   -0.022   -0.051    2.879
 376     8750  4.00   -0.042   -1.616   -0.290   -0.077   -0.026   -0.086    2.818
 377     8750  4.50   -0.052   -1.548   -0.355   -0.102   -0.035   -0.126    2.764
 378     8750  5.00   -0.064   -1.467   -0.428   -0.139   -0.046   -0.163    2.723
 379     9000  1.50   -0.111   -1.630   -0.275   -0.157   -0.096   -0.053    3.050
 380     9000  2.00   -0.088   -1.706   -0.211   -0.107   -0.075   -0.029    3.035
 381     9000  2.50   -0.081   -1.717   -0.200   -0.090   -0.068   -0.035    2.986
 382     9000  3.00   -0.078   -1.697   -0.216   -0.087   -0.064   -0.053    2.924
 383     9000  3.50   -0.077   -1.660   -0.250   -0.090   -0.062   -0.079    2.857
 384     9000  4.00   -0.079   -1.610   -0.296   -0.100   -0.063   -0.112    2.792
 385     9000  4.50   -0.084   -1.550   -0.354   -0.118   -0.068   -0.149    2.734
 386     9000  5.00   -0.093   -1.479   -0.421   -0.145   -0.076   -0.187    2.687
 387     9250  2.00   -0.138   -1.652   -0.254   -0.156   -0.124   -0.073    3.002
 388     9250  2.50   -0.129   -1.679   -0.235   -0.134   -0.115   -0.074    2.961
 389     9250  3.00   -0.124   -1.673   -0.244   -0.127   -0.111   -0.089    2.901
 390     9250  3.50   -0.122   -1.646   -0.271   -0.127   -0.108   -0.112    2.833
 391     9250  4.00   -0.121   -1.605   -0.311   -0.133   -0.107   -0.142    2.765
 392     9250  4.50   -0.124   -1.553   -0.363   -0.144   -0.108   -0.178    2.703
 393     9250  5.00   -0.130   -1.490   -0.425   -0.164   -0.113   -0.217    2.649
 394     9500  2.00   -0.189   -1.601   -0.300   -0.206   -0.176   -0.120    2.965
 395     9500  2.50   -0.178   -1.643   -0.274   -0.180   -0.165   -0.116    2.931
 396     9500  3.00   -0.173   -1.647   -0.277   -0.171   -0.160   -0.128    2.877
 397     9500  3.50   -0.170   -1.631   -0.298   -0.168   -0.157   -0.149    2.809
 398     9500  4.00   -0.168   -1.599   -0.334   -0.171   -0.154   -0.177    2.738
 399     9500  4.50   -0.168   -1.555   -0.381   -0.178   -0.153   -0.211    2.671
 400     9500  5.00   -0.171   -1.500   -0.439   -0.192   -0.154   -0.249    2.612
 401     9750  2.00   -0.240   -1.555   -0.346   -0.255   -0.227   -0.167    2.925
 402     9750  2.50   -0.228   -1.608   -0.316   -0.228   -0.215   -0.160    2.897
 403     9750  3.00   -0.223   -1.623   -0.315   -0.217   -0.210   -0.169    2.847
 404     9750  3.50   -0.220   -1.616   -0.332   -0.213   -0.206   -0.188    2.783
 405     9750  4.00   -0.217   -1.592   -0.363   -0.213   -0.203   -0.215    2.710
 406     9750  4.50   -0.215   -1.557   -0.405   -0.217   -0.200   -0.247    2.638
 407     9750  5.00   -0.215   -1.509   -0.459   -0.226   -0.199   -0.284    2.576
 408    10000  2.00   -0.292   -1.514   -0.393   -0.305   -0.278   -0.215    2.882
 409    10000  2.50   -0.279   -1.576   -0.360   -0.277   -0.266   -0.206    2.859
 410    10000  3.00   -0.274   -1.601   -0.356   -0.264   -0.261   -0.213    2.814
 411    10000  3.50   -0.270   -1.602   -0.369   -0.259   -0.257   -0.230    2.752
 412    10000  4.00   -0.267   -1.586   -0.396   -0.257   -0.254   -0.255    2.681
 413    10000  4.50   -0.265   -1.557   -0.434   -0.259   -0.250   -0.285    2.608
 414    10000  5.00   -0.263   -1.517   -0.484   -0.265   -0.247   -0.321    2.541
 415    10250  2.00   -0.343   -1.479   -0.439   -0.355   -0.330   -0.263    2.839
 416    10250  2.50   -0.330   -1.547   -0.405   -0.325   -0.317   -0.253    2.819
 417    10250  3.00   -0.325   -1.579   -0.398   -0.312   -0.312   -0.258    2.778
 418    10250  3.50   -0.322   -1.588   -0.409   -0.306   -0.309   -0.274    2.721
 419    10250  4.00   -0.319   -1.579   -0.432   -0.304   -0.306   -0.296    2.652
 420    10250  4.50   -0.316   -1.557   -0.466   -0.304   -0.302   -0.325    2.578
 421    10250  5.00   -0.313   -1.524   -0.511   -0.307   -0.297   -0.359    2.507
 422    10500  2.00   -0.394   -1.451   -0.485   -0.404   -0.381   -0.311    2.795
 423    10500  2.50   -0.380   -1.522   -0.450   -0.374   -0.368   -0.299    2.778
 424    10500  3.00   -0.375   -1.560   -0.442   -0.360   -0.363   -0.304    2.740
 425    10500  3.50   -0.373   -1.575   -0.450   -0.354   -0.360   -0.318    2.686
 426    10500  4.00   -0.371   -1.574   -0.470   -0.352   -0.358   -0.339    2.621
 427    10500  4.50   -0.367   -1.558   -0.501   -0.351   -0.354   -0.366    2.547
 428    10500  5.00   -0.364   -1.530   -0.543   -0.352   -0.349   -0.400    2.473
 429    10750  2.00   -0.445   -1.429   -0.532   -0.453   -0.432   -0.359    2.750
 430    10750  2.50   -0.431   -1.502   -0.495   -0.422   -0.418   -0.346    2.735
 431    10750  3.00   -0.426   -1.543   -0.486   -0.409   -0.414   -0.351    2.700
 432    10750  3.50   -0.424   -1.564   -0.493   -0.403   -0.412   -0.364    2.650
 433    10750  4.00   -0.422   -1.568   -0.511   -0.400   -0.409   -0.383    2.587
 434    10750  4.50   -0.419   -1.558   -0.539   -0.398   -0.406   -0.409    2.515
 435    10750  5.00   -0.415   -1.536   -0.577   -0.398   -0.401   -0.441    2.441
 436    11000  2.00   -0.496   -1.414   -0.578   -0.502   -0.483   -0.407    2.705
 437    11000  2.50   -0.481   -1.486   -0.540   -0.470   -0.468   -0.394    2.692
 438    11000  3.00   -0.476   -1.531   -0.530   -0.457   -0.464   -0.397    2.659
 439    11000  3.50   -0.475   -1.555   -0.536   -0.451   -0.463   -0.409    2.611
 440    11000  4.00   -0.474   -1.564   -0.552   -0.448   -0.461   -0.428    2.552
 441    11000  4.50   -0.471   -1.559   -0.578   -0.446   -0.458   -0.452    2.483
 442    11000  5.00   -0.467   -1.542   -0.613   -0.445   -0.453   -0.482    2.409
 443    11250  2.00   -0.546   -1.403   -0.623   -0.551   -0.534   -0.456    2.660
 444    11250  2.50   -0.531   -1.476   -0.585   -0.518   -0.519   -0.441    2.649
 445    11250  3.00   -0.527   -1.521   -0.575   -0.505   -0.514   -0.444    2.617
 446    11250  3.50   -0.525   -1.549   -0.580   -0.499   -0.513   -0.456    2.571
 447    11250  4.00   -0.525   -1.561   -0.595   -0.496   -0.512   -0.473    2.515
 448    11250  4.50   -0.523   -1.561   -0.619   -0.494   -0.510   -0.496    2.449
 449    11250  5.00   -0.519   -1.548   -0.651   -0.493   -0.505   -0.525    2.376
 450    11500  2.00   -0.597   -1.398   -0.669   -0.599   -0.584   -0.503    2.615
 451    11500  2.50   -0.581   -1.469   -0.630   -0.566   -0.569   -0.488    2.605
 452    11500  3.00   -0.576   -1.515   -0.619   -0.553   -0.564   -0.490    2.575
 453    11500  3.50   -0.576   -1.545   -0.624   -0.547   -0.563   -0.502    2.531
 454    11500  4.00   -0.575   -1.561   -0.638   -0.544   -0.563   -0.519    2.476
 455    11500  4.50   -0.574   -1.564   -0.660   -0.543   -0.561   -0.541    2.413
 456    11500  5.00   -0.571   -1.556   -0.690   -0.541   -0.557   -0.568    2.343
 457    11750  2.00   -0.647   -1.396   -0.714   -0.647   -0.634   -0.551    2.570
 458    11750  2.50   -0.630   -1.466   -0.674   -0.613   -0.618   -0.535    2.562
 459    11750  3.00   -0.626   -1.513   -0.663   -0.600   -0.614   -0.537    2.532
 460    11750  3.50   -0.625   -1.543   -0.668   -0.594   -0.613   -0.548    2.490
 461    11750  4.00   -0.625   -1.562   -0.681   -0.592   -0.613   -0.565    2.437
 462    11750  4.50   -0.625   -1.569   -0.702   -0.591   -0.612   -0.586    2.376
 463    11750  5.00   -0.622   -1.564   -0.731   -0.589   -0.609   -0.612    2.308
 464    12000  2.50   -0.680   -1.467   -0.718   -0.661   -0.668   -0.581    2.518
 465    12000  3.00   -0.675   -1.513   -0.707   -0.647   -0.663   -0.583    2.489
 466    12000  3.50   -0.675   -1.545   -0.711   -0.642   -0.663   -0.594    2.448
 467    12000  4.00   -0.675   -1.565   -0.724   -0.639   -0.663   -0.610    2.397
 468    12000  4.50   -0.675   -1.574   -0.745   -0.638   -0.662   -0.631    2.339
 469    12000  5.00   -0.673   -1.573   -0.772   -0.637   -0.659   -0.656    2.273
 470    12250  2.50   -0.728   -1.471   -0.762   -0.707   -0.716   -0.627    2.474
 471    12250  3.00   -0.724   -1.517   -0.751   -0.694   -0.712   -0.629    2.447
 472    12250  3.50   -0.724   -1.548   -0.755   -0.688   -0.712   -0.640    2.407
 473    12250  4.00   -0.724   -1.570   -0.768   -0.686   -0.712   -0.656    2.357
 474    12250  4.50   -0.724   -1.581   -0.787   -0.685   -0.712   -0.676    2.300
 475    12250  5.00   -0.723   -1.582   -0.813   -0.684   -0.710   -0.700    2.236
 476    12500  2.50   -0.777   -1.477   -0.806   -0.753   -0.765   -0.673    2.431
 477    12500  3.00   -0.772   -1.523   -0.795   -0.740   -0.761   -0.675    2.404
 478    12500  3.50   -0.772   -1.555   -0.798   -0.735   -0.760   -0.685    2.365
 479    12500  4.00   -0.773   -1.576   -0.810   -0.733   -0.761   -0.701    2.317
 480    12500  4.50   -0.773   -1.589   -0.829   -0.732   -0.761   -0.720    2.261
 481    12500  5.00   -0.772   -1.592   -0.854   -0.731   -0.759   -0.744    2.199
 482    12750  2.50   -0.824   -1.486   -0.849   -0.799   -0.813   -0.719    2.388
 483    12750  3.00   -0.820   -1.531   -0.838   -0.786   -0.809   -0.720    2.361
 484    12750  3.50   -0.820   -1.563   -0.841   -0.781   -0.809   -0.730    2.323
 485    12750  4.00   -0.821   -1.584   -0.853   -0.779   -0.809   -0.746    2.276
 486    12750  4.50   -0.822   -1.598   -0.872   -0.778   -0.809   -0.765    2.222
 487    12750  5.00   -0.821   -1.604   -0.896   -0.777   -0.808   -0.788    2.162
 488    13000  2.50   -0.872   -1.496   -0.891   -0.844   -0.860   -0.764    2.345
 489    13000  3.00   -0.868   -1.541   -0.880   -0.831   -0.856   -0.765    2.319
 490    13000  3.50   -0.868   -1.573   -0.884   -0.827   -0.856   -0.775    2.282
 491    13000  4.00   -0.869   -1.594   -0.896   -0.825   -0.857   -0.790    2.236
 492    13000  4.50   -0.870   -1.609   -0.913   -0.824   -0.857   -0.809    2.183
 493    13000  5.00   -0.869   -1.615   -0.937   -0.823   -0.856   -0.831    2.124
 494    14000  2.00   -1.069   -1.460   -1.101   -1.053   -1.057   -0.955    2.183
 495    14000  2.50   -1.053   -1.545   -1.055   -1.018   -1.042   -0.937    2.180
 496    14000  3.00   -1.052   -1.595   -1.046   -1.007   -1.041   -0.940    2.153
 497    14000  3.50   -1.053   -1.626   -1.050   -1.004   -1.042   -0.951    2.118
 498    14000  4.00   -1.055   -1.647   -1.061   -1.003   -1.043   -0.965    2.075
 499    14000  4.50   -1.055   -1.662   -1.078   -1.002   -1.044   -0.982    2.026
 500    14000  5.00   -1.055   -1.670   -1.099   -1.002   -1.043   -1.003    1.972
 501    15000  2.50   -1.223   -1.602   -1.209   -1.181   -1.212   -1.099    2.024
 502    15000  3.00   -1.225   -1.659   -1.202   -1.173   -1.214   -1.105    1.996
 503    15000  3.50   -1.229   -1.693   -1.208   -1.172   -1.218   -1.117    1.960
 504    15000  4.00   -1.231   -1.715   -1.220   -1.172   -1.220   -1.132    1.919
 505    15000  4.50   -1.232   -1.728   -1.236   -1.172   -1.221   -1.148    1.874
 506    15000  5.00   -1.232   -1.736   -1.256   -1.171   -1.220   -1.167    1.823
 507    16000  2.50   -1.381   -1.659   -1.353   -1.333   -1.371   -1.250    1.879
 508    16000  3.00   -1.388   -1.726   -1.349   -1.329   -1.377   -1.260    1.848
 509    16000  3.50   -1.394   -1.766   -1.357   -1.331   -1.384   -1.275    1.811
 510    16000  4.00   -1.399   -1.790   -1.370   -1.333   -1.388   -1.290    1.770
 511    16000  4.50   -1.401   -1.804   -1.387   -1.334   -1.389   -1.307    1.726
 512    16000  5.00   -1.401   -1.811   -1.406   -1.333   -1.389   -1.325    1.679
 513    17000  2.50   -1.528   -1.713   -1.488   -1.475   -1.518   -1.391    1.744
 514    17000  3.00   -1.539   -1.792   -1.486   -1.474   -1.528   -1.404    1.710
 515    17000  3.50   -1.549   -1.839   -1.497   -1.479   -1.539   -1.422    1.670
 516    17000  4.00   -1.556   -1.867   -1.512   -1.484   -1.546   -1.440    1.629
 517    17000  4.50   -1.560   -1.882   -1.529   -1.486   -1.549   -1.457    1.586
 518    17000  5.00   -1.560   -1.890   -1.548   -1.487   -1.549   -1.475    1.540
 519    18000  2.50   -1.665   -1.763   -1.615   -1.607   -1.654   -1.521    1.618
 520    18000  3.00   -1.680   -1.854   -1.614   -1.609   -1.670   -1.539    1.581
 521    18000  3.50   -1.694   -1.909   -1.628   -1.619   -1.684   -1.560    1.539
 522    18000  4.00   -1.704   -1.942   -1.646   -1.626   -1.694   -1.581    1.496
 523    18000  4.50   -1.709   -1.961   -1.664   -1.630   -1.699   -1.599    1.452
 524    18000  5.00   -1.711   -1.970   -1.684   -1.632   -1.700   -1.617    1.408
 525    19000  2.50   -1.791   -1.809   -1.734   -1.732   -1.781   -1.644    1.500
 526    19000  3.00   -1.811   -1.914   -1.733   -1.736   -1.801   -1.664    1.460
 527    19000  3.50   -1.830   -1.976   -1.751   -1.749   -1.820   -1.690    1.415
 528    19000  4.00   -1.843   -2.015   -1.772   -1.760   -1.833   -1.713    1.370
 529    19000  4.50   -1.851   -2.037   -1.791   -1.766   -1.840   -1.733    1.327
 530    19000  5.00   -1.854   -2.048   -1.812   -1.769   -1.843   -1.752    1.282
 531    20000  3.00   -1.933   -1.970   -1.846   -1.854   -1.923   -1.781    1.348
 532    20000  3.50   -1.957   -2.041   -1.867   -1.871   -1.947   -1.811    1.299
 533    20000  4.00   -1.973   -2.084   -1.890   -1.885   -1.963   -1.837    1.253
 534    20000  4.50   -1.983   -2.110   -1.911   -1.894   -1.973   -1.859    1.208
 535    20000  5.00   -1.988   -2.124   -1.932   -1.898   -1.977   -1.879    1.164
 536    21000  3.00   -2.047   -2.022   -1.951   -1.965   -2.037   -1.890    1.243
 537    21000  3.50   -2.076   -2.102   -1.975   -1.986   -2.066   -1.924    1.190
 538    21000  4.00   -2.096   -2.151   -2.000   -2.003   -2.086   -1.953    1.141
 539    21000  4.50   -2.108   -2.181   -2.024   -2.014   -2.098   -1.977    1.096
 540    21000  5.00   -2.115   -2.197   -2.046   -2.020   -2.104   -1.999    1.051
 541    22000  3.00   -2.154   -2.073   -2.051   -2.070   -2.144   -1.993    1.144
 542    22000  3.50   -2.187   -2.159   -2.077   -2.094   -2.177   -2.030    1.088
 543    22000  4.00   -2.211   -2.214   -2.105   -2.114   -2.201   -2.063    1.037
 544    22000  4.50   -2.226   -2.248   -2.130   -2.128   -2.216   -2.089    0.990
 545    22000  5.00   -2.235   -2.267   -2.153   -2.136   -2.224   -2.112    0.945
 546    23000  3.00   -2.256   -2.123   -2.144   -2.169   -2.246   -2.090    1.050
 547    23000  3.50   -2.292   -2.215   -2.173   -2.196   -2.282   -2.130    0.992
 548    23000  4.00   -2.319   -2.275   -2.203   -2.219   -2.309   -2.166    0.938
 549    23000  4.50   -2.337   -2.312   -2.230   -2.235   -2.327   -2.194    0.890
 550    23000  5.00   -2.347   -2.334   -2.255   -2.244   -2.337   -2.218    0.844
 551    24000  3.00   -2.351   -2.172   -2.232   -2.261   -2.341   -2.182    0.962
 552    24000  3.50   -2.391   -2.269   -2.264   -2.292   -2.381   -2.225    0.901
 553    24000  4.00   -2.421   -2.332   -2.296   -2.317   -2.411   -2.263    0.845
 554    24000  4.50   -2.441   -2.373   -2.325   -2.336   -2.432   -2.294    0.795
 555    24000  5.00   -2.454   -2.398   -2.350   -2.347   -2.444   -2.319    0.749
 556    25000  3.00   -2.437   -2.214   -2.311   -2.344   -2.428   -2.264    0.883
 557    25000  3.50   -2.485   -2.322   -2.350   -2.383   -2.476   -2.315    0.814
 558    25000  4.00   -2.517   -2.387   -2.384   -2.411   -2.508   -2.355    0.757
 559    25000  4.50   -2.540   -2.431   -2.414   -2.431   -2.530   -2.387    0.706
 560    25000  5.00   -2.554   -2.458   -2.441   -2.444   -2.544   -2.414    0.659
 561    26000  3.00   -2.513   -2.247   -2.384   -2.420   -2.504   -2.338    0.813
 562    26000  3.50   -2.573   -2.372   -2.429   -2.467   -2.564   -2.399    0.733
 563    26000  4.00   -2.609   -2.441   -2.467   -2.499   -2.600   -2.442    0.674
 564    26000  4.50   -2.633   -2.487   -2.499   -2.521   -2.624   -2.476    0.622
 565    26000  5.00   -2.649   -2.516   -2.526   -2.536   -2.639   -2.504    0.574
 566    27000  3.50   -2.653   -2.416   -2.501   -2.545   -2.645   -2.475    0.660
 567    27000  4.00   -2.695   -2.493   -2.545   -2.582   -2.686   -2.524    0.595
 568    27000  4.50   -2.721   -2.540   -2.578   -2.606   -2.712   -2.559    0.542
 569    27000  5.00   -2.738   -2.570   -2.606   -2.622   -2.729   -2.588    0.494
 570    28000  3.50   -2.726   -2.453   -2.566   -2.614   -2.717   -2.544    0.594
 571    28000  4.00   -2.775   -2.540   -2.616   -2.659   -2.767   -2.600    0.521
 572    28000  4.50   -2.804   -2.590   -2.653   -2.687   -2.796   -2.638    0.466
 573    28000  5.00   -2.822   -2.621   -2.682   -2.703   -2.813   -2.668    0.419
 574    29000  3.50   -2.794   -2.488   -2.628   -2.681   -2.785   -2.608    0.533
 575    29000  4.00   -2.848   -2.581   -2.681   -2.730   -2.840   -2.669    0.455
 576    29000  4.50   -2.882   -2.636   -2.722   -2.761   -2.873   -2.712    0.396
 577    29000  5.00   -2.902   -2.669   -2.752   -2.780   -2.893   -2.742    0.348
 578    30000  3.50   -2.861   -2.526   -2.693   -2.748   -2.852   -2.673    0.472
 579    30000  4.00   -2.916   -2.618   -2.741   -2.795   -2.908   -2.733    0.395
 580    30000  4.50   -2.954   -2.678   -2.785   -2.830   -2.945   -2.779    0.332
 581    30000  5.00   -2.976   -2.713   -2.818   -2.851   -2.967   -2.812    0.282
 582    31000  3.50   -2.933   -2.575   -2.763   -2.820   -2.924   -2.743    0.406
 583    31000  4.00   -2.981   -2.654   -2.800   -2.857   -2.973   -2.794    0.337
 584    31000  4.50   -3.020   -2.716   -2.844   -2.894   -3.012   -2.842    0.273
 585    31000  5.00   -3.045   -2.754   -2.878   -2.917   -3.037   -2.876    0.222
 586    32000  4.00   -3.045   -2.693   -2.859   -2.920   -3.036   -2.855    0.281
 587    32000  4.50   -3.084   -2.754   -2.901   -2.956   -3.076   -2.902    0.217
 588    32000  5.00   -3.110   -2.793   -2.936   -2.980   -3.102   -2.937    0.165
 589    33000  4.00   -3.113   -2.740   -2.923   -2.987   -3.104   -2.919    0.220
 590    33000  4.50   -3.147   -2.792   -2.957   -3.016   -3.138   -2.960    0.163
 591    33000  5.00   -3.173   -2.831   -2.991   -3.041   -3.165   -2.996    0.111
 592    34000  4.00   -3.184   -2.793   -2.991   -3.057   -3.174   -2.987    0.155
 593    34000  4.50   -3.211   -2.835   -3.016   -3.079   -3.202   -3.020    0.106
 594    34000  5.00   -3.235   -2.870   -3.046   -3.101   -3.227   -3.053    0.057
 595    35000  4.00   -3.258   -2.854   -3.063   -3.131   -3.248   -3.060    0.086
 596    35000  4.50   -3.277   -2.884   -3.078   -3.144   -3.268   -3.083    0.047
 597    35000  5.00   -3.298   -2.914   -3.104   -3.163   -3.289   -3.112    0.002
 598    36000  4.00   -3.337   -2.921   -3.139   -3.208   -3.325   -3.136    0.012
 599    36000  4.50   -3.347   -2.939   -3.144   -3.213   -3.337   -3.149   -0.016
 600    36000  5.00   -3.363   -2.962   -3.164   -3.226   -3.354   -3.173   -0.055
 601    37000  4.00   -3.417   -2.992   -3.217   -3.288   -3.406   -3.215   -0.065
 602    37000  4.50   -3.420   -2.999   -3.214   -3.284   -3.409   -3.219   -0.082
 603    37000  5.00   -3.431   -3.016   -3.228   -3.293   -3.421   -3.237   -0.114
 604    38000  4.00   -3.499   -3.065   -3.296   -3.368   -3.487   -3.295   -0.144
 605    38000  4.50   -3.495   -3.064   -3.287   -3.359   -3.483   -3.292   -0.153
 606    38000  5.00   -3.501   -3.074   -3.294   -3.362   -3.490   -3.304   -0.177
 607    39000  4.00   -3.579   -3.139   -3.375   -3.448   -3.567   -3.374   -0.222
 608    39000  4.50   -3.572   -3.132   -3.361   -3.435   -3.560   -3.367   -0.226
 609    39000  5.00   -3.573   -3.136   -3.363   -3.433   -3.562   -3.373   -0.244
 610    40000  4.50   -3.650   -3.203   -3.436   -3.511   -3.638   -3.443   -0.300
 611    40000  5.00   -3.648   -3.202   -3.435   -3.507   -3.636   -3.445   -0.313
 612    41000  4.50   -3.727   -3.273   -3.511   -3.587   -3.715   -3.519   -0.375
 613    41000  5.00   -3.723   -3.269   -3.507   -3.581   -3.711   -3.518   -0.384
 614    42000  4.50   -3.803   -3.343   -3.585   -3.662   -3.791   -3.594   -0.448
 615    42000  5.00   -3.799   -3.338   -3.580   -3.655   -3.786   -3.592   -0.456
 616    43000  4.50   -3.878   -3.412   -3.657   -3.736   -3.865   -3.667   -0.521
 617    43000  5.00   -3.873   -3.407   -3.652   -3.729   -3.861   -3.665   -0.528
 618    44000  4.50   -3.951   -3.480   -3.728   -3.808   -3.938   -3.740   -0.592
 619    44000  5.00   -3.947   -3.475   -3.724   -3.802   -3.934   -3.738   -0.599
 620    45000  4.50   -4.022   -3.546   -3.798   -3.879   -4.010   -3.810   -0.662
 621    45000  5.00   -4.019   -3.542   -3.794   -3.873   -4.006   -3.809   -0.669
 622    46000  4.50   -4.092   -3.612   -3.866   -3.948   -4.079   -3.879   -0.731
 623    46000  5.00   -4.090   -3.608   -3.863   -3.943   -4.077   -3.879   -0.738
 624    47000  4.50   -4.160   -3.676   -3.933   -4.016   -4.148   -3.947   -0.798
