# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
 295      6500  5.00  6.0  3.1     5.923    9.672    8.377    7.434    6.019    7.049    7.101 
 295      6500  5.00  7.0  3.1     6.888   11.274    9.771    8.671    7.021    8.223    8.284 
 295      6500  5.00  8.0  3.1     7.847   12.874   11.166    9.907    8.021    9.396    9.467 
 295      6500  5.00  9.0  3.1     8.800   14.470   12.559   11.142    9.022   10.570   10.651 
 295      6500  5.00 10.0  3.1     9.747   16.064   13.952   12.377   10.021   11.743   11.834 
 296      6750  0.50  1.0  3.1     1.007    1.612    1.397    1.241    1.005    1.176    1.183 
 296      6750  0.50  2.0  3.1     2.007    3.221    2.794    2.482    2.010    2.351    2.367 
 296      6750  0.50  3.0  3.1     3.002    4.826    4.190    3.721    3.014    3.526    3.550 
 296      6750  0.50  4.0  3.1     3.990    6.428    5.586    4.961    4.017    4.701    4.734 
 296      6750  0.50  5.0  3.1     4.972    8.027    6.982    6.199    5.020    5.876    5.917 
 296      6750  0.50  6.0  3.1     5.947    9.623    8.377    7.437    6.022    7.050    7.101 
 296      6750  0.50  7.0  3.1     6.916   11.216    9.771    8.674    7.023    8.224    8.284 
 296      6750  0.50  8.0  3.1     7.879   12.805   11.165    9.910    8.025    9.397    9.468 
 296      6750  0.50  9.0  3.1     8.836   14.391   12.559   11.146    9.025   10.571   10.651 
 296      6750  0.50 10.0  3.1     9.787   15.975   13.952   12.381   10.025   11.744   11.834 
 297      6750  1.00  1.0  3.1     1.007    1.614    1.397    1.241    1.005    1.176    1.184 
 297      6750  1.00  2.0  3.1     2.007    3.224    2.794    2.482    2.009    2.351    2.367 
 297      6750  1.00  3.0  3.1     3.001    4.831    4.191    3.722    3.013    3.526    3.551 
 297      6750  1.00  4.0  3.1     3.989    6.435    5.586    4.961    4.016    4.701    4.734 
 297      6750  1.00  5.0  3.1     4.970    8.036    6.982    6.199    5.019    5.875    5.918 
 297      6750  1.00  6.0  3.1     5.946    9.634    8.377    7.437    6.021    7.049    7.101 
 297      6750  1.00  7.0  3.1     6.914   11.228    9.771    8.674    7.023    8.223    8.284 
 297      6750  1.00  8.0  3.1     7.877   12.819   11.165    9.911    8.024    9.397    9.468 
 297      6750  1.00  9.0  3.1     8.834   14.408   12.559   11.146    9.025   10.570   10.651 
 297      6750  1.00 10.0  3.1     9.784   15.993   13.952   12.381   10.025   11.743   11.835 
 298      6750  1.50  1.0  3.1     1.006    1.614    1.397    1.241    1.005    1.175    1.183 
 298      6750  1.50  2.0  3.1     2.006    3.226    2.794    2.482    2.010    2.351    2.367 
 298      6750  1.50  3.0  3.1     3.000    4.835    4.190    3.722    3.013    3.526    3.551 
 298      6750  1.50  4.0  3.1     3.987    6.440    5.586    4.961    4.017    4.700    4.734 
 298      6750  1.50  5.0  3.1     4.968    8.043    6.981    6.199    5.019    5.875    5.917 
 298      6750  1.50  6.0  3.1     5.943    9.642    8.376    7.437    6.022    7.049    7.101 
 298      6750  1.50  7.0  3.1     6.911   11.238    9.771    8.674    7.023    8.223    8.284 
 298      6750  1.50  8.0  3.1     7.873   12.832   11.165    9.910    8.024    9.396    9.468 
 298      6750  1.50  9.0  3.1     8.829   14.422   12.558   11.146    9.025   10.569   10.651 
 298      6750  1.50 10.0  3.1     9.780   16.009   13.951   12.381   10.025   11.742   11.835 
 299      6750  2.00  1.0  3.1     1.006    1.616    1.397    1.242    1.005    1.176    1.184 
 299      6750  2.00  2.0  3.1     2.005    3.229    2.794    2.482    2.009    2.351    2.367 
 299      6750  2.00  3.0  3.1     2.998    4.839    4.190    3.722    3.013    3.526    3.551 
 299      6750  2.00  4.0  3.1     3.985    6.446    5.586    4.961    4.016    4.701    4.734 
 299      6750  2.00  5.0  3.1     4.966    8.049    6.981    6.199    5.019    5.875    5.918 
 299      6750  2.00  6.0  3.1     5.940    9.650    8.376    7.437    6.021    7.049    7.101 
 299      6750  2.00  7.0  3.1     6.908   11.248    9.771    8.674    7.022    8.223    8.285 
 299      6750  2.00  8.0  3.1     7.870   12.843   11.165    9.910    8.023    9.396    9.468 
 299      6750  2.00  9.0  3.1     8.825   14.435   12.558   11.146    9.024   10.570   10.651 
 299      6750  2.00 10.0  3.1     9.775   16.024   13.951   12.381   10.024   11.743   11.835 
 300      6750  2.50  1.0  3.1     1.005    1.617    1.397    1.241    1.005    1.175    1.184 
 300      6750  2.50  2.0  3.1     2.004    3.231    2.794    2.481    2.009    2.350    2.367 
 300      6750  2.50  3.0  3.1     2.997    4.842    4.190    3.721    3.013    3.525    3.551 
 300      6750  2.50  4.0  3.1     3.983    6.450    5.586    4.960    4.016    4.700    4.734 
 300      6750  2.50  5.0  3.1     4.963    8.055    6.981    6.198    5.019    5.874    5.918 
 300      6750  2.50  6.0  3.1     5.937    9.657    8.376    7.436    6.021    7.048    7.101 
 300      6750  2.50  7.0  3.1     6.905   11.256    9.771    8.673    7.023    8.222    8.285 
 300      6750  2.50  8.0  3.1     7.866   12.853   11.165    9.909    8.024    9.396    9.468 
 300      6750  2.50  9.0  3.1     8.822   14.446   12.558   11.145    9.024   10.569   10.651 
 300      6750  2.50 10.0  3.1     9.771   16.036   13.952   12.380   10.024   11.742   11.835 
 301      6750  3.00  1.0  3.1     1.005    1.618    1.398    1.241    1.005    1.175    1.183 
 301      6750  3.00  2.0  3.1     2.004    3.233    2.794    2.482    2.009    2.350    2.367 
 301      6750  3.00  3.0  3.1     2.996    4.845    4.191    3.721    3.013    3.525    3.550 
 301      6750  3.00  4.0  3.1     3.983    6.454    5.587    4.960    4.016    4.700    4.734 
 301      6750  3.00  5.0  3.1     4.962    8.060    6.982    6.199    5.018    5.874    5.917 
 301      6750  3.00  6.0  3.1     5.936    9.663    8.377    7.436    6.021    7.048    7.100 
 301      6750  3.00  7.0  3.1     6.903   11.264    9.772    8.673    7.022    8.222    8.284 
 301      6750  3.00  8.0  3.1     7.864   12.861   11.166    9.910    8.023    9.395    9.467 
 301      6750  3.00  9.0  3.1     8.819   14.455   12.559   11.145    9.024   10.569   10.651 
 301      6750  3.00 10.0  3.1     9.768   16.047   13.952   12.380   10.023   11.741   11.834 
 302      6750  3.50  1.0  3.1     1.004    1.618    1.397    1.241    1.005    1.175    1.183 
 302      6750  3.50  2.0  3.1     2.003    3.234    2.794    2.481    2.009    2.351    2.367 
 302      6750  3.50  3.0  3.1     2.995    4.847    4.191    3.721    3.013    3.526    3.550 
 302      6750  3.50  4.0  3.1     3.981    6.457    5.586    4.960    4.016    4.700    4.734 
 302      6750  3.50  5.0  3.1     4.960    8.064    6.982    6.198    5.018    5.874    5.917 
 302      6750  3.50  6.0  3.1     5.933    9.668    8.377    7.436    6.020    7.049    7.101 
 302      6750  3.50  7.0  3.1     6.900   11.269    9.772    8.672    7.022    8.222    8.284 
 302      6750  3.50  8.0  3.1     7.861   12.867   11.166    9.909    8.023    9.396    9.467 
 302      6750  3.50  9.0  3.1     8.816   14.463   12.559   11.144    9.023   10.569   10.651 
 302      6750  3.50 10.0  3.1     9.764   16.055   13.952   12.379   10.023   11.742   11.834 
 303      6750  4.00  1.0  3.1     1.004    1.619    1.398    1.241    1.005    1.176    1.183 
 303      6750  4.00  2.0  3.1     2.002    3.235    2.795    2.481    2.009    2.351    2.367 
 303      6750  4.00  3.0  3.1     2.994    4.849    4.191    3.721    3.013    3.526    3.550 
 303      6750  4.00  4.0  3.1     3.980    6.459    5.587    4.960    4.016    4.701    4.734 
 303      6750  4.00  5.0  3.1     4.959    8.067    6.982    6.198    5.018    5.875    5.917 
 303      6750  4.00  6.0  3.1     5.932    9.672    8.378    7.436    6.020    7.049    7.100 
 303      6750  4.00  7.0  3.1     6.898   11.273    9.772    8.673    7.022    8.223    8.284 
 303      6750  4.00  8.0  3.1     7.859   12.872   11.166    9.909    8.023    9.396    9.467 
 303      6750  4.00  9.0  3.1     8.813   14.469   12.560   11.144    9.023   10.569   10.651 
 303      6750  4.00 10.0  3.1     9.762   16.062   13.953   12.379   10.023   11.742   11.834 
 304      6750  4.50  1.0  3.1     1.004    1.620    1.397    1.241    1.005    1.176    1.183 
 304      6750  4.50  2.0  3.1     2.002    3.236    2.794    2.481    2.009    2.351    2.367 
 304      6750  4.50  3.0  3.1     2.993    4.850    4.190    3.721    3.013    3.526    3.550 
 304      6750  4.50  4.0  3.1     3.978    6.461    5.586    4.960    4.016    4.701    4.734 
 304      6750  4.50  5.0  3.1     4.957    8.069    6.982    6.198    5.019    5.875    5.917 
 304      6750  4.50  6.0  3.1     5.930    9.674    8.377    7.436    6.021    7.049    7.100 
 304      6750  4.50  7.0  3.1     6.896   11.277    9.771    8.673    7.022    8.223    8.284 
 304      6750  4.50  8.0  3.1     7.857   12.876   11.166    9.909    8.023    9.396    9.467 
 304      6750  4.50  9.0  3.1     8.811   14.473   12.559   11.144    9.024   10.569   10.651 
 304      6750  4.50 10.0  3.1     9.759   16.067   13.952   12.379   10.023   11.742   11.834 
 305      6750  5.00  1.0  3.1     1.004    1.619    1.398    1.240    1.005    1.176    1.183 
 305      6750  5.00  2.0  3.1     2.001    3.236    2.794    2.481    2.009    2.351    2.367 
 305      6750  5.00  3.0  3.1     2.993    4.850    4.191    3.720    3.013    3.526    3.550 
 305      6750  5.00  4.0  3.1     3.978    6.462    5.587    4.959    4.016    4.700    4.734 
 305      6750  5.00  5.0  3.1     4.956    8.070    6.982    6.197    5.018    5.875    5.917 
 305      6750  5.00  6.0  3.1     5.929    9.676    8.377    7.435    6.020    7.049    7.101 
 305      6750  5.00  7.0  3.1     6.895   11.278    9.772    8.672    7.022    8.223    8.284 
 305      6750  5.00  8.0  3.1     7.855   12.878   11.166    9.908    8.023    9.396    9.467 
 305      6750  5.00  9.0  3.1     8.809   14.475   12.560   11.143    9.023   10.569   10.651 
 305      6750  5.00 10.0  3.1     9.757   16.070   13.953   12.378   10.023   11.742   11.834 
 306      7000  0.50  1.0  3.1     1.008    1.612    1.397    1.241    1.005    1.176    1.183 
 306      7000  0.50  2.0  3.1     2.010    3.221    2.795    2.481    2.010    2.351    2.367 
 306      7000  0.50  3.0  3.1     3.005    4.827    4.192    3.721    3.014    3.526    3.550 
 306      7000  0.50  4.0  3.1     3.995    6.429    5.588    4.961    4.017    4.701    4.734 
 306      7000  0.50  5.0  3.1     4.978    8.027    6.984    6.199    5.020    5.875    5.917 
 306      7000  0.50  6.0  3.1     5.954    9.623    8.379    7.437    6.022    7.049    7.101 
 306      7000  0.50  7.0  3.1     6.925   11.215    9.774    8.674    7.024    8.223    8.284 
 306      7000  0.50  8.0  3.1     7.889   12.804   11.169    9.911    8.025    9.397    9.467 
 306      7000  0.50  9.0  3.1     8.847   14.390   12.563   11.147    9.026   10.570   10.651 
 306      7000  0.50 10.0  3.1     9.799   15.973   13.956   12.382   10.026   11.743   11.834 
 307      7000  1.00  1.0  3.1     1.008    1.613    1.398    1.241    1.005    1.176    1.184 
 307      7000  1.00  2.0  3.1     2.009    3.223    2.795    2.482    2.010    2.351    2.367 
 307      7000  1.00  3.0  3.1     3.005    4.830    4.192    3.722    3.014    3.526    3.551 
 307      7000  1.00  4.0  3.1     3.994    6.434    5.588    4.961    4.017    4.701    4.734 
 307      7000  1.00  5.0  3.1     4.976    8.035    6.984    6.199    5.020    5.875    5.918 
 307      7000  1.00  6.0  3.1     5.953    9.632    8.380    7.437    6.022    7.049    7.101 
 307      7000  1.00  7.0  3.1     6.923   11.227    9.775    8.675    7.024    8.223    8.285 
 307      7000  1.00  8.0  3.1     7.887   12.818   11.169    9.911    8.025    9.397    9.468 
 307      7000  1.00  9.0  3.1     8.845   14.406   12.563   11.147    9.026   10.570   10.652 
 307      7000  1.00 10.0  3.1     9.796   15.990   13.956   12.382   10.026   11.743   11.835 
 308      7000  1.50  1.0  3.1     1.008    1.615    1.397    1.242    1.005    1.175    1.184 
 308      7000  1.50  2.0  3.1     2.009    3.227    2.794    2.482    2.009    2.351    2.367 
 308      7000  1.50  3.0  3.1     3.004    4.835    4.191    3.722    3.013    3.526    3.551 
 308      7000  1.50  4.0  3.1     3.993    6.441    5.587    4.962    4.016    4.700    4.734 
 308      7000  1.50  5.0  3.1     4.975    8.043    6.983    6.200    5.019    5.875    5.918 
 308      7000  1.50  6.0  3.1     5.951    9.643    8.378    7.438    6.021    7.049    7.101 
 308      7000  1.50  7.0  3.1     6.921   11.239    9.773    8.676    7.023    8.223    8.285 
 308      7000  1.50  8.0  3.1     7.884   12.832   11.167    9.912    8.024    9.396    9.468 
 308      7000  1.50  9.0  3.1     8.842   14.422   12.561   11.148    9.025   10.569   10.652 
 308      7000  1.50 10.0  3.1     9.793   16.009   13.955   12.383   10.025   11.742   11.835 
 309      7000  2.00  1.0  3.1     1.007    1.616    1.397    1.241    1.005    1.176    1.184 
 309      7000  2.00  2.0  3.1     2.008    3.229    2.794    2.482    2.009    2.351    2.367 
 309      7000  2.00  3.0  3.1     3.002    4.839    4.191    3.722    3.013    3.526    3.551 
 309      7000  2.00  4.0  3.1     3.991    6.446    5.587    4.961    4.016    4.701    4.734 
 309      7000  2.00  5.0  3.1     4.972    8.050    6.983    6.199    5.019    5.875    5.918 
 309      7000  2.00  6.0  3.1     5.948    9.651    8.378    7.437    6.021    7.049    7.101 
 309      7000  2.00  7.0  3.1     6.917   11.248    9.773    8.675    7.023    8.223    8.285 
 309      7000  2.00  8.0  3.1     7.880   12.843   11.167    9.911    8.024    9.396    9.468 
 309      7000  2.00  9.0  3.1     8.837   14.435   12.561   11.147    9.025   10.570   10.652 
 309      7000  2.00 10.0  3.1     9.788   16.024   13.954   12.382   10.025   11.743   11.835 
 310      7000  2.50  1.0  3.1     1.006    1.617    1.398    1.241    1.005    1.176    1.184 
 310      7000  2.50  2.0  3.1     2.006    3.231    2.795    2.482    2.009    2.351    2.368 
 310      7000  2.50  3.0  3.1     3.000    4.843    4.191    3.722    3.013    3.526    3.551 
 310      7000  2.50  4.0  3.1     3.988    6.451    5.587    4.961    4.016    4.701    4.735 
 310      7000  2.50  5.0  3.1     4.969    8.056    6.983    6.199    5.019    5.875    5.918 
 310      7000  2.50  6.0  3.1     5.944    9.658    8.378    7.437    6.021    7.049    7.102 
 310      7000  2.50  7.0  3.1     6.913   11.257    9.773    8.674    7.023    8.223    8.285 
 310      7000  2.50  8.0  3.1     7.876   12.854   11.167    9.911    8.024    9.396    9.468 
 310      7000  2.50  9.0  3.1     8.832   14.447   12.561   11.147    9.024   10.569   10.652 
 310      7000  2.50 10.0  3.1     9.783   16.037   13.954   12.382   10.024   11.742   11.835 
 311      7000  3.00  1.0  3.1     1.006    1.618    1.398    1.241    1.005    1.176    1.184 
 311      7000  3.00  2.0  3.1     2.006    3.233    2.795    2.481    2.009    2.351    2.367 
 311      7000  3.00  3.0  3.1     3.000    4.845    4.191    3.721    3.013    3.526    3.551 
 311      7000  3.00  4.0  3.1     3.987    6.455    5.587    4.960    4.016    4.700    4.734 
 311      7000  3.00  5.0  3.1     4.968    8.061    6.983    6.199    5.019    5.875    5.918 
 311      7000  3.00  6.0  3.1     5.942    9.664    8.378    7.437    6.021    7.049    7.101 
 311      7000  3.00  7.0  3.1     6.911   11.265    9.773    8.674    7.023    8.222    8.285 
 311      7000  3.00  8.0  3.1     7.873   12.862   11.167    9.910    8.024    9.396    9.468 
 311      7000  3.00  9.0  3.1     8.829   14.457   12.561   11.146    9.024   10.569   10.652 
 311      7000  3.00 10.0  3.1     9.779   16.049   13.954   12.381   10.024   11.742   11.835 
 312      7000  3.50  1.0  3.1     1.006    1.619    1.397    1.241    1.005    1.175    1.184 
 312      7000  3.50  2.0  3.1     2.005    3.235    2.794    2.482    2.010    2.350    2.368 
 312      7000  3.50  3.0  3.1     2.998    4.848    4.191    3.721    3.013    3.525    3.551 
 312      7000  3.50  4.0  3.1     3.985    6.459    5.587    4.961    4.017    4.700    4.735 
 312      7000  3.50  5.0  3.1     4.966    8.066    6.982    6.199    5.019    5.874    5.918 
 312      7000  3.50  6.0  3.1     5.940    9.670    8.378    7.437    6.021    7.048    7.102 
 312      7000  3.50  7.0  3.1     6.908   11.271    9.772    8.674    7.023    8.222    8.285 
 312      7000  3.50  8.0  3.1     7.870   12.870   11.166    9.910    8.024    9.395    9.468 
