# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
 129      2700  4.50 10.0  3.1     5.845    2.845    1.805    1.161 
 130      2700  5.00  1.0  3.1     0.597    0.287    0.182    0.116 
 130      2700  5.00  2.0  3.1     1.192    0.574    0.363    0.232 
 130      2700  5.00  3.0  3.1     1.783    0.860    0.544    0.348 
 130      2700  5.00  4.0  3.1     2.372    1.145    0.725    0.465 
 130      2700  5.00  5.0  3.1     2.957    1.430    0.906    0.581 
 130      2700  5.00  6.0  3.1     3.540    1.714    1.086    0.697 
 130      2700  5.00  7.0  3.1     4.120    1.998    1.267    0.813 
 130      2700  5.00  8.0  3.1     4.697    2.281    1.447    0.929 
 130      2700  5.00  9.0  3.1     5.271    2.564    1.627    1.045 
 130      2700  5.00 10.0  3.1     5.842    2.846    1.807    1.161 
 131      2700  5.50  1.0  3.1     0.597    0.287    0.181    0.116 
 131      2700  5.50  2.0  3.1     1.191    0.574    0.362    0.232 
 131      2700  5.50  3.0  3.1     1.782    0.859    0.544    0.349 
 131      2700  5.50  4.0  3.1     2.370    1.145    0.725    0.465 
 131      2700  5.50  5.0  3.1     2.955    1.430    0.906    0.581 
 131      2700  5.50  6.0  3.1     3.537    1.714    1.086    0.697 
 131      2700  5.50  7.0  3.1     4.116    1.998    1.267    0.813 
 131      2700  5.50  8.0  3.1     4.693    2.281    1.448    0.929 
 131      2700  5.50  9.0  3.1     5.266    2.564    1.628    1.045 
 131      2700  5.50 10.0  3.1     5.838    2.846    1.808    1.161 
 132      2700  6.00  1.0  3.1     0.595    0.287    0.182    0.117 
 132      2700  6.00  2.0  3.1     1.188    0.573    0.363    0.233 
 132      2700  6.00  3.0  3.1     1.778    0.859    0.545    0.350 
 132      2700  6.00  4.0  3.1     2.365    1.144    0.726    0.466 
 132      2700  6.00  5.0  3.1     2.948    1.429    0.907    0.582 
 132      2700  6.00  6.0  3.1     3.529    1.713    1.088    0.699 
 132      2700  6.00  7.0  3.1     4.107    1.997    1.269    0.815 
 132      2700  6.00  8.0  3.1     4.683    2.280    1.449    0.931 
 132      2700  6.00  9.0  3.1     5.256    2.562    1.630    1.047 
 132      2700  6.00 10.0  3.1     5.827    2.844    1.810    1.163 
 133      2800  5.00  1.0  3.1     0.601    0.287    0.181    0.116 
 133      2800  5.00  2.0  3.1     1.198    0.573    0.362    0.233 
 133      2800  5.00  3.0  3.1     1.792    0.859    0.543    0.349 
 133      2800  5.00  4.0  3.1     2.383    1.145    0.724    0.465 
 133      2800  5.00  5.0  3.1     2.971    1.430    0.905    0.581 
 133      2800  5.00  6.0  3.1     3.555    1.714    1.086    0.698 
 133      2800  5.00  7.0  3.1     4.137    1.998    1.266    0.814 
 133      2800  5.00  8.0  3.1     4.716    2.281    1.446    0.930 
 133      2800  5.00  9.0  3.1     5.292    2.564    1.626    1.046 
 133      2800  5.00 10.0  3.1     5.866    2.846    1.806    1.162 
 134      2800  5.50  1.0  3.1     0.600    0.288    0.182    0.116 
 134      2800  5.50  2.0  3.1     1.197    0.574    0.363    0.233 
 134      2800  5.50  3.0  3.1     1.790    0.860    0.544    0.349 
 134      2800  5.50  4.0  3.1     2.381    1.146    0.725    0.465 
 134      2800  5.50  5.0  3.1     2.968    1.431    0.906    0.581 
 134      2800  5.50  6.0  3.1     3.552    1.715    1.087    0.698 
 134      2800  5.50  7.0  3.1     4.134    1.999    1.268    0.814 
 134      2800  5.50  8.0  3.1     4.713    2.282    1.448    0.930 
 134      2800  5.50  9.0  3.1     5.288    2.565    1.628    1.046 
 134      2800  5.50 10.0  3.1     5.862    2.847    1.808    1.162 
 135      2900  5.00  1.0  3.1     0.602    0.287    0.181    0.116 
 135      2900  5.00  2.0  3.1     1.201    0.574    0.362    0.233 
 135      2900  5.00  3.0  3.1     1.797    0.860    0.543    0.349 
 135      2900  5.00  4.0  3.1     2.390    1.145    0.724    0.465 
 135      2900  5.00  5.0  3.1     2.980    1.430    0.905    0.582 
 135      2900  5.00  6.0  3.1     3.567    1.714    1.086    0.698 
 135      2900  5.00  7.0  3.1     4.150    1.998    1.266    0.814 
 135      2900  5.00  8.0  3.1     4.731    2.282    1.446    0.931 
 135      2900  5.00  9.0  3.1     5.309    2.565    1.626    1.047 
 135      2900  5.00 10.0  3.1     5.884    2.847    1.806    1.163 
 136      2900  5.50  1.0  3.1     0.603    0.287    0.182    0.116 
 136      2900  5.50  2.0  3.1     1.202    0.573    0.363    0.233 
 136      2900  5.50  3.0  3.1     1.798    0.859    0.544    0.349 
 136      2900  5.50  4.0  3.1     2.390    1.145    0.725    0.466 
 136      2900  5.50  5.0  3.1     2.980    1.430    0.906    0.582 
 136      2900  5.50  6.0  3.1     3.566    1.714    1.087    0.698 
 136      2900  5.50  7.0  3.1     4.150    1.998    1.267    0.815 
 136      2900  5.50  8.0  3.1     4.730    2.281    1.448    0.931 
 136      2900  5.50  9.0  3.1     5.308    2.564    1.628    1.047 
 136      2900  5.50 10.0  3.1     5.882    2.846    1.808    1.163 
 137      3000  5.00  1.0  3.1     0.604    0.287    0.181    0.116 
 137      3000  5.00  2.0  3.1     1.205    0.574    0.363    0.233 
 137      3000  5.00  3.0  3.1     1.803    0.860    0.544    0.350 
 137      3000  5.00  4.0  3.1     2.397    1.145    0.725    0.466 
 137      3000  5.00  5.0  3.1     2.989    1.430    0.906    0.583 
 137      3000  5.00  6.0  3.1     3.577    1.714    1.086    0.699 
 137      3000  5.00  7.0  3.1     4.162    1.998    1.267    0.815 
 137      3000  5.00  8.0  3.1     4.744    2.282    1.447    0.931 
 137      3000  5.00  9.0  3.1     5.323    2.565    1.627    1.048 
 137      3000  5.00 10.0  3.1     5.899    2.847    1.807    1.164 
 138      3000  5.50  1.0  3.1     0.605    0.287    0.182    0.116 
 138      3000  5.50  2.0  3.1     1.205    0.574    0.363    0.233 
 138      3000  5.50  3.0  3.1     1.803    0.860    0.544    0.350 
 138      3000  5.50  4.0  3.1     2.397    1.145    0.725    0.466 
 138      3000  5.50  5.0  3.1     2.989    1.430    0.906    0.583 
 138      3000  5.50  6.0  3.1     3.577    1.715    1.087    0.699 
 138      3000  5.50  7.0  3.1     4.162    1.999    1.268    0.815 
 138      3000  5.50  8.0  3.1     4.744    2.282    1.448    0.932 
 138      3000  5.50  9.0  3.1     5.323    2.565    1.628    1.048 
 138      3000  5.50 10.0  3.1     5.899    2.847    1.808    1.164 
 139      3100  5.00  1.0  3.1     0.605    0.288    0.181    0.117 
 139      3100  5.00  2.0  3.1     1.208    0.574    0.362    0.233 
 139      3100  5.00  3.0  3.1     1.807    0.860    0.543    0.350 
 139      3100  5.00  4.0  3.1     2.403    1.146    0.724    0.467 
 139      3100  5.00  5.0  3.1     2.995    1.431    0.905    0.583 
 139      3100  5.00  6.0  3.1     3.585    1.715    1.086    0.700 
 139      3100  5.00  7.0  3.1     4.171    1.999    1.266    0.816 
 139      3100  5.00  8.0  3.1     4.755    2.283    1.446    0.932 
 139      3100  5.00  9.0  3.1     5.335    2.566    1.627    1.049 
 139      3100  5.00 10.0  3.1     5.912    2.848    1.807    1.165 
 140      3100  5.50  1.0  3.1     0.606    0.287    0.181    0.116 
 140      3100  5.50  2.0  3.1     1.208    0.574    0.363    0.233 
 140      3100  5.50  3.0  3.1     1.807    0.860    0.544    0.350 
 140      3100  5.50  4.0  3.1     2.403    1.146    0.725    0.466 
 140      3100  5.50  5.0  3.1     2.996    1.431    0.906    0.583 
 140      3100  5.50  6.0  3.1     3.586    1.715    1.087    0.699 
 140      3100  5.50  7.0  3.1     4.172    1.999    1.267    0.816 
 140      3100  5.50  8.0  3.1     4.755    2.282    1.448    0.932 
 140      3100  5.50  9.0  3.1     5.336    2.565    1.628    1.048 
 140      3100  5.50 10.0  3.1     5.913    2.848    1.808    1.165 
 141      3200  5.00  1.0  3.1     0.607    0.288    0.181    0.117 
 141      3200  5.00  2.0  3.1     1.211    0.574    0.362    0.233 
 141      3200  5.00  3.0  3.1     1.811    0.861    0.543    0.350 
 141      3200  5.00  4.0  3.1     2.408    1.146    0.724    0.467 
 141      3200  5.00  5.0  3.1     3.002    1.431    0.905    0.583 
 141      3200  5.00  6.0  3.1     3.593    1.716    1.086    0.700 
 141      3200  5.00  7.0  3.1     4.180    2.000    1.266    0.816 
 141      3200  5.00  8.0  3.1     4.764    2.283    1.447    0.933 
 141      3200  5.00  9.0  3.1     5.346    2.566    1.627    1.049 
 141      3200  5.00 10.0  3.1     5.924    2.848    1.807    1.166 
 142      3200  5.50  1.0  3.1     0.607    0.288    0.181    0.117 
 142      3200  5.50  2.0  3.1     1.211    0.574    0.362    0.233 
 142      3200  5.50  3.0  3.1     1.811    0.861    0.544    0.350 
 142      3200  5.50  4.0  3.1     2.408    1.146    0.725    0.467 
 142      3200  5.50  5.0  3.1     3.002    1.431    0.906    0.584 
 142      3200  5.50  6.0  3.1     3.593    1.716    1.086    0.700 
 142      3200  5.50  7.0  3.1     4.181    2.000    1.267    0.817 
 142      3200  5.50  8.0  3.1     4.766    2.283    1.447    0.933 
 142      3200  5.50  9.0  3.1     5.347    2.566    1.627    1.050 
 142      3200  5.50 10.0  3.1     5.926    2.848    1.808    1.166 
 143      3300  5.00  1.0  3.1     0.608    0.287    0.182    0.117 
 143      3300  5.00  2.0  3.1     1.212    0.574    0.363    0.234 
 143      3300  5.00  3.0  3.1     1.814    0.860    0.544    0.351 
 143      3300  5.00  4.0  3.1     2.412    1.145    0.725    0.468 
 143      3300  5.00  5.0  3.1     3.006    1.431    0.906    0.584 
 143      3300  5.00  6.0  3.1     3.598    1.715    1.087    0.701 
 143      3300  5.00  7.0  3.1     4.186    1.999    1.267    0.817 
 143      3300  5.00  8.0  3.1     4.772    2.282    1.447    0.934 
 143      3300  5.00  9.0  3.1     5.354    2.565    1.627    1.050 
 143      3300  5.00 10.0  3.1     5.933    2.848    1.807    1.167 
 144      3300  5.50  1.0  3.1     0.608    0.287    0.181    0.116 
 144      3300  5.50  2.0  3.1     1.213    0.574    0.363    0.233 
 144      3300  5.50  3.0  3.1     1.815    0.860    0.544    0.350 
 144      3300  5.50  4.0  3.1     2.413    1.146    0.725    0.467 
 144      3300  5.50  5.0  3.1     3.008    1.431    0.906    0.584 
 144      3300  5.50  6.0  3.1     3.600    1.715    1.087    0.700 
 144      3300  5.50  7.0  3.1     4.189    1.999    1.267    0.817 
 144      3300  5.50  8.0  3.1     4.774    2.283    1.448    0.933 
 144      3300  5.50  9.0  3.1     5.357    2.565    1.628    1.050 
 144      3300  5.50 10.0  3.1     5.937    2.848    1.808    1.166 
 145      3400  5.00  1.0  3.1     0.608    0.288    0.181    0.117 
 145      3400  5.00  2.0  3.1     1.214    0.575    0.362    0.234 
 145      3400  5.00  3.0  3.1     1.816    0.861    0.543    0.351 
 145      3400  5.00  4.0  3.1     2.415    1.146    0.724    0.468 
 145      3400  5.00  5.0  3.1     3.011    1.431    0.905    0.584 
 145      3400  5.00  6.0  3.1     3.603    1.716    1.086    0.701 
 145      3400  5.00  7.0  3.1     4.193    2.000    1.266    0.818 
 145      3400  5.00  8.0  3.1     4.779    2.283    1.447    0.934 
 145      3400  5.00  9.0  3.1     5.362    2.566    1.627    1.051 
 145      3400  5.00 10.0  3.1     5.942    2.849    1.807    1.167 
 146      3400  5.50  1.0  3.1     0.610    0.288    0.181    0.117 
 146      3400  5.50  2.0  3.1     1.215    0.574    0.363    0.234 
 146      3400  5.50  3.0  3.1     1.818    0.861    0.544    0.350 
 146      3400  5.50  4.0  3.1     2.417    1.146    0.725    0.467 
 146      3400  5.50  5.0  3.1     3.014    1.431    0.906    0.584 
 146      3400  5.50  6.0  3.1     3.606    1.716    1.087    0.701 
 146      3400  5.50  7.0  3.1     4.196    2.000    1.267    0.818 
 146      3400  5.50  8.0  3.1     4.782    2.283    1.447    0.934 
 146      3400  5.50  9.0  3.1     5.366    2.566    1.628    1.051 
 146      3400  5.50 10.0  3.1     5.946    2.849    1.808    1.167 
 147      3500  5.00  1.0  3.1     0.609    0.287    0.182    0.117 
 147      3500  5.00  2.0  3.1     1.216    0.574    0.363    0.234 
 147      3500  5.00  3.0  3.1     1.819    0.860    0.544    0.351 
 147      3500  5.00  4.0  3.1     2.419    1.146    0.725    0.468 
 147      3500  5.00  5.0  3.1     3.015    1.431    0.906    0.585 
 147      3500  5.00  6.0  3.1     3.609    1.715    1.087    0.702 
 147      3500  5.00  7.0  3.1     4.199    1.999    1.267    0.819 
 147      3500  5.00  8.0  3.1     4.786    2.283    1.448    0.935 
 147      3500  5.00  9.0  3.1     5.370    2.566    1.628    1.052 
 147      3500  5.00 10.0  3.1     5.950    2.848    1.808    1.169 
 148      3500  5.50  1.0  3.1     0.610    0.288    0.181    0.117 
 148      3500  5.50  2.0  3.1     1.217    0.574    0.363    0.234 
 148      3500  5.50  3.0  3.1     1.820    0.861    0.544    0.351 
 148      3500  5.50  4.0  3.1     2.420    1.146    0.725    0.468 
 148      3500  5.50  5.0  3.1     3.017    1.431    0.906    0.585 
 148      3500  5.50  6.0  3.1     3.611    1.716    1.086    0.702 
 148      3500  5.50  7.0  3.1     4.201    2.000    1.267    0.819 
 148      3500  5.50  8.0  3.1     4.789    2.284    1.447    0.935 
 148      3500  5.50  9.0  3.1     5.373    2.567    1.628    1.052 
 148      3500  5.50 10.0  3.1     5.954    2.849    1.808    1.169 
 149      3600  5.00  1.0  3.1     0.611    0.287    0.181    0.117 
 149      3600  5.00  2.0  3.1     1.218    0.574    0.363    0.234 
 149      3600  5.00  3.0  3.1     1.822    0.860    0.544    0.351 
 149      3600  5.00  4.0  3.1     2.423    1.146    0.725    0.469 
 149      3600  5.00  5.0  3.1     3.020    1.431    0.906    0.586 
 149      3600  5.00  6.0  3.1     3.614    1.716    1.086    0.703 
 149      3600  5.00  7.0  3.1     4.205    2.000    1.267    0.819 
 149      3600  5.00  8.0  3.1     4.792    2.283    1.447    0.936 
 149      3600  5.00  9.0  3.1     5.377    2.566    1.627    1.053 
 149      3600  5.00 10.0  3.1     5.958    2.849    1.807    1.170 
 150      3600  5.50  1.0  3.1     0.611    0.287    0.182    0.117 
 150      3600  5.50  2.0  3.1     1.218    0.574    0.363    0.234 
 150      3600  5.50  3.0  3.1     1.823    0.860    0.545    0.351 
 150      3600  5.50  4.0  3.1     2.423    1.146    0.726    0.468 
 150      3600  5.50  5.0  3.1     3.021    1.431    0.907    0.585 
 150      3600  5.50  6.0  3.1     3.616    1.716    1.087    0.702 
 150      3600  5.50  7.0  3.1     4.207    2.000    1.268    0.819 
 150      3600  5.50  8.0  3.1     4.795    2.284    1.448    0.936 
 150      3600  5.50  9.0  3.1     5.380    2.567    1.628    1.052 
 150      3600  5.50 10.0  3.1     5.961    2.849    1.808    1.169 
 151      3700  5.00  1.0  3.1     0.611    0.288    0.181    0.117 
 151      3700  5.00  2.0  3.1     1.219    0.575    0.363    0.235 
 151      3700  5.00  3.0  3.1     1.823    0.861    0.544    0.352 
 151      3700  5.00  4.0  3.1     2.425    1.147    0.725    0.469 
 151      3700  5.00  5.0  3.1     3.023    1.432    0.905    0.586 
 151      3700  5.00  6.0  3.1     3.617    1.716    1.086    0.703 
 151      3700  5.00  7.0  3.1     4.209    2.000    1.267    0.820 
 151      3700  5.00  8.0  3.1     4.797    2.284    1.447    0.937 
 151      3700  5.00  9.0  3.1     5.382    2.567    1.627    1.054 
 151      3700  5.00 10.0  3.1     5.964    2.849    1.807    1.171 
 152      3700  5.50  1.0  3.1     0.611    0.288    0.182    0.118 
 152      3700  5.50  2.0  3.1     1.220    0.575    0.363    0.235 
 152      3700  5.50  3.0  3.1     1.824    0.861    0.544    0.352 
 152      3700  5.50  4.0  3.1     2.426    1.147    0.725    0.469 
 152      3700  5.50  5.0  3.1     3.024    1.432    0.906    0.586 
 152      3700  5.50  6.0  3.1     3.619    1.717    1.087    0.703 
 152      3700  5.50  7.0  3.1     4.211    2.001    1.267    0.820 
 152      3700  5.50  8.0  3.1     4.800    2.284    1.448    0.937 
 152      3700  5.50  9.0  3.1     5.385    2.567    1.628    1.054 
 152      3700  5.50 10.0  3.1     5.968    2.850    1.808    1.171 
 153      3800  5.00  1.0  3.1     0.612    0.287    0.182    0.117 
 153      3800  5.00  2.0  3.1     1.220    0.574    0.363    0.235 
 153      3800  5.00  3.0  3.1     1.826    0.860    0.544    0.352 
 153      3800  5.00  4.0  3.1     2.428    1.146    0.725    0.469 
 153      3800  5.00  5.0  3.1     3.026    1.431    0.906    0.587 
 153      3800  5.00  6.0  3.1     3.622    1.716    1.087    0.704 
 153      3800  5.00  7.0  3.1     4.214    2.000    1.267    0.821 
 153      3800  5.00  8.0  3.1     4.803    2.283    1.447    0.938 
 153      3800  5.00  9.0  3.1     5.388    2.566    1.628    1.055 
 153      3800  5.00 10.0  3.1     5.971    2.849    1.808    1.172 
 154      3800  5.50  1.0  3.1     0.612    0.288    0.182    0.118 
 154      3800  5.50  2.0  3.1     1.221    0.575    0.364    0.235 
 154      3800  5.50  3.0  3.1     1.826    0.861    0.545    0.352 
 154      3800  5.50  4.0  3.1     2.428    1.147    0.726    0.469 
 154      3800  5.50  5.0  3.1     3.027    1.432    0.907    0.587 
 154      3800  5.50  6.0  3.1     3.623    1.717    1.087    0.704 
 154      3800  5.50  7.0  3.1     4.215    2.001    1.268    0.821 
 154      3800  5.50  8.0  3.1     4.805    2.285    1.448    0.938 
 154      3800  5.50  9.0  3.1     5.391    2.568    1.629    1.055 
 154      3800  5.50 10.0  3.1     5.974    2.850    1.809    1.172 
 155      3500  0.00  1.0  3.1     0.610    0.286    0.181    0.118 
 155      3500  0.00  2.0  3.1     1.216    0.572    0.362    0.235 
 155      3500  0.00  3.0  3.1     1.820    0.857    0.542    0.353 
 155      3500  0.00  4.0  3.1     2.419    1.141    0.723    0.470 
