# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 120     2500  6.00   -0.296    2.086    2.740    2.915
 121     2600  3.50   -0.217    2.066    2.549    2.898
 122     2600  4.00   -0.174    2.061    2.566    2.908
 123     2600  4.50   -0.166    2.080    2.595    2.911
 124     2600  5.00   -0.124    2.089    2.634    2.923
 125     2600  5.50   -0.101    2.088    2.674    2.923
 126     2600  6.00   -0.116    2.068    2.703    2.889
 127     2700  3.50   -0.090    2.025    2.507    2.840
 128     2700  4.00   -0.032    2.021    2.525    2.853
 129     2700  4.50   -0.014    2.043    2.556    2.859
 130     2700  5.00    0.023    2.051    2.590    2.872
 131     2700  5.50    0.049    2.055    2.631    2.879
 132     2700  6.00    0.047    2.046    2.665    2.860
 133     2800  5.00    0.156    2.015    2.552    2.826
 134     2800  5.50    0.174    2.018    2.588    2.833
 135     2900  5.00    0.251    1.973    2.509    2.776
 136     2900  5.50    0.277    1.978    2.545    2.788
 137     3000  5.00    0.329    1.933    2.471    2.728
 138     3000  5.50    0.357    1.939    2.504    2.742
 139     3100  5.00    0.395    1.898    2.436    2.684
 140     3100  5.50    0.421    1.899    2.461    2.696
 141     3200  5.00    0.452    1.866    2.408    2.646
 142     3200  5.50    0.476    1.863    2.423    2.654
 143     3300  5.00    0.500    1.836    2.387    2.615
 144     3300  5.50    0.523    1.829    2.389    2.614
 145     3400  5.00    0.541    1.809    2.370    2.590
 146     3400  5.50    0.563    1.799    2.358    2.578
 147     3500  5.00    0.569    1.770    2.344    2.563
 148     3500  5.50    0.592    1.764    2.324    2.543
 149     3600  5.00    0.598    1.742    2.329    2.542
 150     3600  5.50    0.619    1.734    2.298    2.511
 151     3700  5.00    0.618    1.712    2.312    2.517
 152     3700  5.50    0.640    1.704    2.271    2.480
 153     3800  5.00    0.634    1.681    2.298    2.490
 154     3800  5.50    0.657    1.673    2.245    2.447
 155     3500  0.00    0.237    1.721    2.678    2.917
 156     3500  0.50    0.233    1.727    2.695    2.914
 157     3500  1.00    0.235    1.739    2.706    2.904
 158     3500  1.50    0.248    1.755    2.710    2.885
 159     3500  2.00    0.274    1.775    2.705    2.856
 160     3500  2.50    0.314    1.797    2.689    2.815
 161     3500  3.00    0.370    1.820    2.659    2.761
 162     3500  3.50    0.445    1.840    2.600    2.691
 163     3500  4.00    0.535    1.850    2.500    2.606
 164     3500  4.50    0.604    1.844    2.405    2.535
 165     3500  5.00    0.643    1.833    2.345    2.489
 166     3750  0.00    0.428    1.660    2.520    2.726
 167     3750  0.50    0.425    1.653    2.538    2.729
 168     3750  1.00    0.425    1.650    2.552    2.729
 169     3750  1.50    0.429    1.653    2.562    2.726
 170     3750  2.00    0.437    1.661    2.568    2.718
 171     3750  2.50    0.450    1.672    2.568    2.702
 172     3750  3.00    0.470    1.687    2.561    2.678
 173     3750  3.50    0.503    1.706    2.538    2.640
 174     3750  4.00    0.555    1.721    2.481    2.581
 175     3750  4.50    0.612    1.725    2.392    2.512
 176     3750  5.00    0.656    1.725    2.315    2.453
 177     4000  0.00    0.541    1.620    2.368    2.539
 178     4000  0.50    0.535    1.607    2.385    2.543
 179     4000  1.00    0.531    1.597    2.398    2.546
 180     4000  1.50    0.530    1.590    2.408    2.548
 181     4000  2.00    0.530    1.586    2.415    2.547
 182     4000  2.50    0.532    1.585    2.421    2.545
 183     4000  3.00    0.538    1.588    2.424    2.539
 184     4000  3.50    0.550    1.597    2.421    2.528
 185     4000  4.00    0.575    1.609    2.403    2.503
 186     4000  4.50    0.616    1.619    2.349    2.455
 187     4000  5.00    0.658    1.622    2.274    2.398
 188     4250  0.00    0.621    1.572    2.222    2.361
 189     4250  0.50    0.612    1.560    2.235    2.366
 190     4250  1.00    0.607    1.549    2.245    2.369
 191     4250  1.50    0.603    1.541    2.254    2.371
 192     4250  2.00    0.601    1.533    2.261    2.371
 193     4250  2.50    0.598    1.527    2.267    2.372
 194     4250  3.00    0.598    1.523    2.272    2.372
 195     4250  3.50    0.600    1.523    2.275    2.371
 196     4250  4.00    0.607    1.526    2.275    2.368
 197     4250  4.50    0.624    1.532    2.261    2.354
 198     4250  5.00    0.655    1.537    2.217    2.318
 199     4500  0.00    0.680    1.515    2.079    2.192
 200     4500  0.50    0.669    1.503    2.089    2.197
 201     4500  1.00    0.662    1.494    2.097    2.199
 202     4500  1.50    0.657    1.486    2.103    2.201
 203     4500  2.00    0.653    1.479    2.109    2.202
 204     4500  2.50    0.650    1.473    2.113    2.203
 205     4500  3.00    0.648    1.468    2.118    2.203
 206     4500  3.50    0.647    1.465    2.122    2.204
 207     4500  4.00    0.650    1.465    2.125    2.205
 208     4500  4.50    0.655    1.467    2.126    2.205
 209     4500  5.00    0.667    1.471    2.118    2.197
 210     4750  0.00    0.719    1.447    1.939    2.030
 211     4750  0.50    0.707    1.436    1.948    2.035
 212     4750  1.00    0.698    1.428    1.953    2.038
 213     4750  1.50    0.692    1.421    1.958    2.039
 214     4750  2.00    0.687    1.416    1.962    2.040
 215     4750  2.50    0.682    1.410    1.965    2.041
 216     4750  3.00    0.678    1.405    1.969    2.041
 217     4750  3.50    0.676    1.401    1.973    2.042
 218     4750  4.00    0.677    1.400    1.976    2.043
 219     4750  4.50    0.680    1.401    1.979    2.045
 220     4750  5.00    0.685    1.403    1.981    2.047
 221     5000  0.00    0.738    1.371    1.798    1.871
 222     5000  0.50    0.725    1.362    1.808    1.878
 223     5000  1.00    0.715    1.354    1.814    1.882
 224     5000  1.50    0.707    1.348    1.818    1.884
 225     5000  2.00    0.701    1.343    1.821    1.885
 226     5000  2.50    0.696    1.338    1.824    1.886
 227     5000  3.00    0.691    1.333    1.826    1.887
 228     5000  3.50    0.688    1.330    1.829    1.887
 229     5000  4.00    0.687    1.328    1.832    1.888
 230     5000  4.50    0.689    1.328    1.835    1.890
 231     5000  5.00    0.693    1.330    1.837    1.893
 232     5250  0.00    0.734    1.288    1.653    1.715
 233     5250  0.50    0.723    1.281    1.666    1.725
 234     5250  1.00    0.713    1.275    1.674    1.731
 235     5250  1.50    0.705    1.269    1.679    1.734
 236     5250  2.00    0.699    1.264    1.683    1.736
 237     5250  2.50    0.693    1.259    1.685    1.737
 238     5250  3.00    0.688    1.256    1.688    1.738
 239     5250  3.50    0.685    1.253    1.690    1.739
 240     5250  4.00    0.684    1.252    1.693    1.740
 241     5250  4.50    0.685    1.252    1.696    1.742
 242     5250  5.00    0.688    1.253    1.698    1.744
 243     5500  0.00    0.710    1.196    1.505    1.560
 244     5500  0.50    0.702    1.194    1.523    1.575
 245     5500  1.00    0.694    1.190    1.534    1.583
 246     5500  1.50    0.688    1.186    1.541    1.588
 247     5500  2.00    0.682    1.181    1.546    1.591
 248     5500  2.50    0.676    1.177    1.550    1.593
 249     5500  3.00    0.672    1.174    1.553    1.595
 250     5500  3.50    0.669    1.172    1.556    1.596
 251     5500  4.00    0.668    1.171    1.559    1.597
 252     5500  4.50    0.669    1.171    1.562    1.599
 253     5500  5.00    0.672    1.172    1.564    1.602
 254     5750  0.00    0.671    1.097    1.356    1.406
 255     5750  0.50    0.667    1.101    1.380    1.426
 256     5750  1.00    0.663    1.101    1.395    1.438
 257     5750  1.50    0.658    1.099    1.405    1.446
 258     5750  2.00    0.654    1.096    1.411    1.451
 259     5750  2.50    0.649    1.093    1.417    1.454
 260     5750  3.00    0.645    1.090    1.421    1.456
 261     5750  3.50    0.643    1.088    1.425    1.458
 262     5750  4.00    0.642    1.087    1.428    1.460
 263     5750  4.50    0.642    1.087    1.432    1.462
 264     5750  5.00    0.646    1.089    1.435    1.464
 265     6000  0.00    0.620    0.993    1.208    1.254
 266     6000  0.50    0.623    1.004    1.238    1.279
 267     6000  1.00    0.622    1.008    1.257    1.295
 268     6000  1.50    0.620    1.009    1.270    1.306
 269     6000  2.00    0.618    1.008    1.279    1.313
 270     6000  2.50    0.615    1.006    1.286    1.318
 271     6000  3.00    0.612    1.004    1.292    1.322
 272     6000  3.50    0.610    1.003    1.296    1.325
 273     6000  4.00    0.608    1.001    1.301    1.327
 274     6000  4.50    0.609    1.002    1.305    1.329
 275     6000  5.00    0.612    1.003    1.309    1.332
 276     6250  0.50    0.569    0.903    1.098    1.136
 277     6250  1.00    0.574    0.913    1.122    1.156
 278     6250  1.50    0.576    0.918    1.137    1.170
 279     6250  2.00    0.576    0.919    1.149    1.180
 280     6250  2.50    0.575    0.919    1.158    1.187
 281     6250  3.00    0.573    0.918    1.165    1.192
 282     6250  3.50    0.571    0.917    1.171    1.195
 283     6250  4.00    0.570    0.916    1.177    1.198
 284     6250  4.50    0.570    0.916    1.182    1.201
 285     6250  5.00    0.573    0.917    1.187    1.204
 286     6500  0.50    0.509    0.800    0.962    0.996
 287     6500  1.00    0.518    0.815    0.989    1.019
 288     6500  1.50    0.526    0.825    1.008    1.037
 289     6500  2.00    0.529    0.830    1.022    1.049
 290     6500  2.50    0.531    0.832    1.032    1.058
 291     6500  3.00    0.530    0.832    1.041    1.065
 292     6500  3.50    0.529    0.831    1.049    1.070
 293     6500  4.00    0.528    0.830    1.055    1.074
 294     6500  4.50    0.528    0.830    1.062    1.077
 295     6500  5.00    0.530    0.831    1.068    1.080
 296     6750  0.50    0.449    0.700    0.834    0.863
 297     6750  1.00    0.458    0.716    0.860    0.887
 298     6750  1.50    0.469    0.730    0.881    0.907
 299     6750  2.00    0.478    0.739    0.898    0.922
 300     6750  2.50    0.482    0.744    0.910    0.933
 301     6750  3.00    0.484    0.746    0.920    0.942
 302     6750  3.50    0.484    0.746    0.929    0.948
 303     6750  4.00    0.483    0.745    0.937    0.953
 304     6750  4.50    0.482    0.745    0.944    0.957
 305     6750  5.00    0.483    0.745    0.951    0.960
 306     7000  0.50    0.391    0.603    0.714    0.738
 307     7000  1.00    0.399    0.621    0.739    0.762
 308     7000  1.50    0.408    0.634    0.759    0.781
 309     7000  2.00    0.420    0.647    0.776    0.798
 310     7000  2.50    0.430    0.655    0.791    0.811
 311     7000  3.00    0.434    0.660    0.803    0.822
 312     7000  3.50    0.436    0.661    0.812    0.829
 313     7000  4.00    0.436    0.661    0.822    0.835
 314     7000  4.50    0.435    0.661    0.830    0.840
 315     7000  5.00    0.435    0.660    0.838    0.844
 316     7250  0.50    0.339    0.513    0.604    0.623
 317     7250  1.00    0.341    0.528    0.625    0.643
 318     7250  1.50    0.350    0.542    0.643    0.661
 319     7250  2.00    0.359    0.554    0.659    0.677
 320     7250  2.50    0.372    0.565    0.674    0.692
 321     7250  3.00    0.381    0.573    0.688    0.705
 322     7250  3.50    0.386    0.577    0.699    0.714
 323     7250  4.00    0.387    0.578    0.709    0.721
 324     7250  4.50    0.387    0.577    0.718    0.727
 325     7250  5.00    0.387    0.577    0.727    0.731
 326     7500  0.50    0.303    0.434    0.508    0.521
 327     7500  1.00    0.286    0.440    0.518    0.532
 328     7500  1.50    0.292    0.453    0.534    0.548
 329     7500  2.00    0.301    0.464    0.548    0.563
 330     7500  2.50    0.311    0.474    0.561    0.577
 331     7500  3.00    0.324    0.485    0.575    0.591
 332     7500  3.50    0.332    0.492    0.588    0.602
 333     7500  4.00    0.336    0.495    0.599    0.610
 334     7500  4.50    0.337    0.495    0.609    0.617
 335     7500  5.00    0.337    0.495    0.619    0.622
 336     7750  1.00    0.236    0.356    0.420    0.428
 337     7750  1.50    0.237    0.367    0.431    0.441
 338     7750  2.00    0.244    0.378    0.444    0.455
 339     7750  2.50    0.253    0.388    0.455    0.468
 340     7750  3.00    0.263    0.397    0.467    0.480
 341     7750  3.50    0.275    0.406    0.480    0.492
 342     7750  4.00    0.283    0.412    0.492    0.502
 343     7750  4.50    0.286    0.414    0.503    0.510
 344     7750  5.00    0.287    0.414    0.514    0.516
 345     8000  1.00    0.192    0.278    0.330    0.333
 346     8000  1.50    0.182    0.283    0.335    0.340
 347     8000  2.00    0.187    0.293    0.345    0.352
 348     8000  2.50    0.196    0.303    0.355    0.364
 349     8000  3.00    0.205    0.312    0.364    0.375
 350     8000  3.50    0.215    0.320    0.375    0.386
 351     8000  4.00    0.226    0.328    0.387    0.397
 352     8000  4.50    0.233    0.332    0.400    0.405
 353     8000  5.00    0.235    0.334    0.411    0.412
 354     8250  1.00    0.149    0.201    0.247    0.246
 355     8250  1.50    0.129    0.202    0.244    0.245
 356     8250  2.00    0.129    0.210    0.250    0.254
 357     8250  2.50    0.137    0.220    0.258    0.264
 358     8250  3.00    0.146    0.229    0.266    0.275
 359     8250  3.50    0.155    0.236    0.276    0.285
 360     8250  4.00    0.165    0.243    0.286    0.294
 361     8250  4.50    0.176    0.251    0.299    0.304
 362     8250  5.00    0.182    0.254    0.311    0.311
 363     8500  1.50    0.076    0.123    0.158    0.154
 364     8500  2.00    0.072    0.129    0.160    0.159
 365     8500  2.50    0.077    0.137    0.166    0.168
 366     8500  3.00    0.086    0.146    0.173    0.178
 367     8500  3.50    0.095    0.154    0.180    0.187
 368     8500  4.00    0.105    0.160    0.189    0.196
 369     8500  4.50    0.116    0.168    0.200    0.205
 370     8500  5.00    0.126    0.174    0.213    0.213
 371     8750  1.50    0.024    0.046    0.075    0.067
 372     8750  2.00    0.015    0.049    0.074    0.068
 373     8750  2.50    0.017    0.056    0.077    0.075
 374     8750  3.00    0.024    0.064    0.082    0.084
 375     8750  3.50    0.033    0.072    0.088    0.092
 376     8750  4.00    0.043    0.079    0.096    0.101
 377     8750  4.50    0.053    0.085    0.105    0.109
 378     8750  5.00    0.066    0.093    0.118    0.118
 379     9000  1.50   -0.030   -0.030   -0.006   -0.017
 380     9000  2.00   -0.042   -0.028   -0.009   -0.019
 381     9000  2.50   -0.044   -0.024   -0.009   -0.015
 382     9000  3.00   -0.039   -0.017   -0.006   -0.008
 383     9000  3.50   -0.030   -0.010   -0.001    0.000
 384     9000  4.00   -0.020   -0.002    0.006    0.008
 385     9000  4.50   -0.009    0.005    0.014    0.016
 386     9000  5.00    0.002    0.011    0.024    0.024
 387     9250  2.00   -0.097   -0.103   -0.090   -0.103
 388     9250  2.50   -0.103   -0.101   -0.092   -0.102
 389     9250  3.00   -0.101   -0.097   -0.091   -0.097
 390     9250  3.50   -0.094   -0.090   -0.087   -0.090
 391     9250  4.00   -0.084   -0.083   -0.082   -0.082
 392     9250  4.50   -0.073   -0.076   -0.075   -0.074
 393     9250  5.00   -0.062   -0.069   -0.065   -0.067
 394     9500  2.00   -0.153   -0.177   -0.167   -0.184
 395     9500  2.50   -0.161   -0.176   -0.172   -0.185
 396     9500  3.00   -0.162   -0.174   -0.173   -0.183
 397     9500  3.50   -0.158   -0.169   -0.172   -0.177
 398     9500  4.00   -0.149   -0.163   -0.168   -0.171
 399     9500  4.50   -0.138   -0.156   -0.161   -0.163
 400     9500  5.00   -0.126   -0.149   -0.153   -0.156
 401     9750  2.00   -0.208   -0.248   -0.243   -0.262
 402     9750  2.50   -0.217   -0.249   -0.249   -0.266
 403     9750  3.00   -0.222   -0.249   -0.253   -0.266
 404     9750  3.50   -0.220   -0.246   -0.253   -0.262
 405     9750  4.00   -0.214   -0.241   -0.251   -0.257
 406     9750  4.50   -0.204   -0.235   -0.245   -0.250
 407     9750  5.00   -0.192   -0.228   -0.238   -0.243
 408    10000  2.00   -0.262   -0.318   -0.317   -0.338
 409    10000  2.50   -0.273   -0.321   -0.324   -0.344
 410    10000  3.00   -0.279   -0.322   -0.329   -0.346
 411    10000  3.50   -0.281   -0.321   -0.332   -0.344
 412    10000  4.00   -0.277   -0.317   -0.331   -0.340
 413    10000  4.50   -0.268   -0.312   -0.327   -0.335
 414    10000  5.00   -0.257   -0.306   -0.321   -0.328
 415    10250  2.00   -0.317   -0.387   -0.389   -0.413
 416    10250  2.50   -0.328   -0.390   -0.397   -0.420
 417    10250  3.00   -0.336   -0.393   -0.404   -0.423
 418    10250  3.50   -0.340   -0.393   -0.408   -0.424
 419    10250  4.00   -0.338   -0.391   -0.409   -0.421
 420    10250  4.50   -0.332   -0.388   -0.407   -0.417
 421    10250  5.00   -0.322   -0.382   -0.402   -0.411
 422    10500  2.00   -0.372   -0.455   -0.461   -0.485
 423    10500  2.50   -0.383   -0.458   -0.469   -0.493
 424    10500  3.00   -0.392   -0.462   -0.476   -0.499
 425    10500  3.50   -0.397   -0.464   -0.482   -0.501
 426    10500  4.00   -0.398   -0.464   -0.484   -0.500
 427    10500  4.50   -0.394   -0.461   -0.484   -0.497
 428    10500  5.00   -0.385   -0.457   -0.480   -0.492
 429    10750  2.00   -0.427   -0.522   -0.530   -0.557
 430    10750  2.50   -0.437   -0.524   -0.538   -0.565
 431    10750  3.00   -0.447   -0.529   -0.547   -0.572
 432    10750  3.50   -0.454   -0.532   -0.554   -0.575
 433    10750  4.00   -0.456   -0.534   -0.558   -0.576
 434    10750  4.50   -0.454   -0.533   -0.559   -0.574
 435    10750  5.00   -0.447   -0.529   -0.556   -0.571
 436    11000  2.00   -0.482   -0.588   -0.599   -0.627
 437    11000  2.50   -0.491   -0.590   -0.607   -0.635
 438    11000  3.00   -0.501   -0.595   -0.616   -0.643
 439    11000  3.50   -0.509   -0.599   -0.624   -0.648
 440    11000  4.00   -0.513   -0.602   -0.629   -0.650
 441    11000  4.50   -0.513   -0.602   -0.631   -0.650
 442    11000  5.00   -0.508   -0.600   -0.630   -0.647
 443    11250  2.00   -0.536   -0.653   -0.667   -0.696
 444    11250  2.50   -0.545   -0.654   -0.674   -0.704
 445    11250  3.00   -0.555   -0.660   -0.683   -0.712
 446    11250  3.50   -0.564   -0.665   -0.692   -0.718
 447    11250  4.00   -0.569   -0.669   -0.698   -0.722
 448    11250  4.50   -0.570   -0.670   -0.702   -0.723
 449    11250  5.00   -0.567   -0.669   -0.702   -0.722
 450    11500  2.00   -0.591   -0.718   -0.734   -0.765
 451    11500  2.50   -0.599   -0.718   -0.741   -0.772
 452    11500  3.00   -0.609   -0.723   -0.750   -0.780
 453    11500  3.50   -0.618   -0.729   -0.759   -0.787
 454    11500  4.00   -0.624   -0.733   -0.766   -0.792
 455    11500  4.50   -0.627   -0.736   -0.771   -0.794
 456    11500  5.00   -0.625   -0.736   -0.772   -0.794
 457    11750  2.00   -0.646   -0.781   -0.801   -0.832
 458    11750  2.50   -0.652   -0.781   -0.806   -0.839
 459    11750  3.00   -0.662   -0.786   -0.815   -0.847
 460    11750  3.50   -0.671   -0.792   -0.824   -0.854
 461    11750  4.00   -0.678   -0.797   -0.832   -0.860
 462    11750  4.50   -0.682   -0.801   -0.837   -0.863
 463    11750  5.00   -0.681   -0.802   -0.840   -0.864
 464    12000  2.50   -0.705   -0.844   -0.871   -0.905
 465    12000  3.00   -0.714   -0.848   -0.879   -0.913
 466    12000  3.50   -0.723   -0.854   -0.888   -0.920
 467    12000  4.00   -0.731   -0.859   -0.896   -0.926
 468    12000  4.50   -0.735   -0.864   -0.903   -0.930
 469    12000  5.00   -0.736   -0.866   -0.906   -0.933
 470    12250  2.50   -0.758   -0.905   -0.935   -0.971
 471    12250  3.00   -0.767   -0.909   -0.943   -0.978
 472    12250  3.50   -0.776   -0.915   -0.951   -0.985
 473    12250  4.00   -0.783   -0.920   -0.960   -0.991
 474    12250  4.50   -0.788   -0.925   -0.967   -0.996
 475    12250  5.00   -0.791   -0.929   -0.971   -0.999
 476    12500  2.50   -0.811   -0.966   -0.998   -1.035
 477    12500  3.00   -0.819   -0.969   -1.005   -1.042
 478    12500  3.50   -0.828   -0.975   -1.014   -1.049
 479    12500  4.00   -0.835   -0.981   -1.022   -1.055
 480    12500  4.50   -0.841   -0.986   -1.029   -1.061
 481    12500  5.00   -0.844   -0.990   -1.034   -1.065
 482    12750  2.50   -0.863   -1.025   -1.059   -1.098
 483    12750  3.00   -0.871   -1.029   -1.067   -1.105
 484    12750  3.50   -0.879   -1.034   -1.075   -1.111
 485    12750  4.00   -0.886   -1.040   -1.083   -1.118
 486    12750  4.50   -0.892   -1.045   -1.091   -1.124
 487    12750  5.00   -0.896   -1.050   -1.096   -1.128
 488    13000  2.50   -0.914   -1.084   -1.120   -1.160
 489    13000  3.00   -0.922   -1.088   -1.128   -1.167
 490    13000  3.50   -0.930   -1.093   -1.136   -1.173
 491    13000  4.00   -0.937   -1.098   -1.144   -1.180
 492    13000  4.50   -0.943   -1.104   -1.151   -1.186
 493    13000  5.00   -0.947   -1.109   -1.157   -1.191
 494    14000  2.00   -1.105   -1.308   -1.346   -1.390
 495    14000  2.50   -1.113   -1.310   -1.354   -1.399
 496    14000  3.00   -1.122   -1.314   -1.362   -1.406
 497    14000  3.50   -1.130   -1.319   -1.369   -1.412
 498    14000  4.00   -1.137   -1.324   -1.377   -1.418
 499    14000  4.50   -1.142   -1.329   -1.383   -1.424
 500    14000  5.00   -1.146   -1.334   -1.390   -1.429
 501    15000  2.50   -1.299   -1.519   -1.571   -1.621
 502    15000  3.00   -1.312   -1.527   -1.581   -1.630
 503    15000  3.50   -1.320   -1.533   -1.589   -1.637
 504    15000  4.00   -1.327   -1.538   -1.596   -1.643
 505    15000  4.50   -1.333   -1.543   -1.603   -1.648
 506    15000  5.00   -1.336   -1.547   -1.608   -1.653
