# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 499    14000  4.50   -1.202   -1.377   -1.427   -1.464
 500    14000  5.00   -1.202   -1.378   -1.430   -1.466
 501    15000  2.50   -1.364   -1.571   -1.618   -1.665
 502    15000  3.00   -1.378   -1.579   -1.629   -1.675
 503    15000  3.50   -1.387   -1.586   -1.638   -1.682
 504    15000  4.00   -1.393   -1.590   -1.644   -1.687
 505    15000  4.50   -1.395   -1.592   -1.649   -1.691
 506    15000  5.00   -1.395   -1.594   -1.652   -1.694
 507    16000  2.50   -1.538   -1.767   -1.820   -1.872
 508    16000  3.00   -1.556   -1.779   -1.835   -1.885
 509    16000  3.50   -1.567   -1.787   -1.845   -1.894
 510    16000  4.00   -1.574   -1.792   -1.852   -1.900
 511    16000  4.50   -1.577   -1.795   -1.857   -1.904
 512    16000  5.00   -1.578   -1.797   -1.860   -1.907
 513    17000  2.50   -1.700   -1.948   -2.008   -2.064
 514    17000  3.00   -1.721   -1.964   -2.026   -2.081
 515    17000  3.50   -1.736   -1.975   -2.039   -2.092
 516    17000  4.00   -1.745   -1.982   -2.048   -2.100
 517    17000  4.50   -1.749   -1.986   -2.053   -2.104
 518    17000  5.00   -1.750   -1.988   -2.056   -2.107
 519    18000  2.50   -1.850   -2.116   -2.182   -2.242
 520    18000  3.00   -1.876   -2.136   -2.204   -2.263
 521    18000  3.50   -1.894   -2.150   -2.220   -2.277
 522    18000  4.00   -1.906   -2.159   -2.230   -2.287
 523    18000  4.50   -1.911   -2.165   -2.237   -2.292
 524    18000  5.00   -1.913   -2.167   -2.240   -2.296
 525    19000  2.50   -1.989   -2.272   -2.343   -2.407
 526    19000  3.00   -2.021   -2.297   -2.370   -2.433
 527    19000  3.50   -2.042   -2.314   -2.389   -2.450
 528    19000  4.00   -2.056   -2.326   -2.401   -2.462
 529    19000  4.50   -2.064   -2.333   -2.409   -2.469
 530    19000  5.00   -2.066   -2.336   -2.414   -2.473
 531    20000  3.00   -2.156   -2.448   -2.526   -2.592
 532    20000  3.50   -2.181   -2.468   -2.547   -2.612
 533    20000  4.00   -2.198   -2.482   -2.562   -2.626
 534    20000  4.50   -2.207   -2.490   -2.571   -2.634
 535    20000  5.00   -2.211   -2.495   -2.577   -2.640
 536    21000  3.00   -2.282   -2.588   -2.671   -2.741
 537    21000  3.50   -2.312   -2.613   -2.696   -2.765
 538    21000  4.00   -2.331   -2.629   -2.713   -2.780
 539    21000  4.50   -2.342   -2.639   -2.724   -2.791
 540    21000  5.00   -2.347   -2.645   -2.730   -2.797
 541    22000  3.00   -2.399   -2.718   -2.805   -2.880
 542    22000  3.50   -2.435   -2.749   -2.837   -2.909
 543    22000  4.00   -2.457   -2.767   -2.856   -2.927
 544    22000  4.50   -2.470   -2.779   -2.868   -2.938
 545    22000  5.00   -2.477   -2.786   -2.876   -2.946
 546    23000  3.00   -2.509   -2.840   -2.931   -3.009
 547    23000  3.50   -2.550   -2.876   -2.968   -3.044
 548    23000  4.00   -2.576   -2.898   -2.991   -3.065
 549    23000  4.50   -2.591   -2.912   -3.005   -3.079
 550    23000  5.00   -2.599   -2.920   -3.013   -3.087
 551    24000  3.00   -2.611   -2.953   -3.049   -3.130
 552    24000  3.50   -2.658   -2.996   -3.092   -3.172
 553    24000  4.00   -2.688   -3.022   -3.118   -3.196
 554    24000  4.50   -2.705   -3.038   -3.134   -3.212
 555    24000  5.00   -2.715   -3.047   -3.144   -3.221
 556    25000  3.00   -2.703   -3.057   -3.157   -3.241
 557    25000  3.50   -2.761   -3.109   -3.209   -3.292
 558    25000  4.00   -2.793   -3.138   -3.238   -3.320
 559    25000  4.50   -2.813   -3.156   -3.257   -3.338
 560    25000  5.00   -2.825   -3.168   -3.268   -3.349
 561    26000  3.00   -2.779   -3.145   -3.248   -3.336
 562    26000  3.50   -2.856   -3.215   -3.319   -3.405
 563    26000  4.00   -2.893   -3.248   -3.352   -3.437
 564    26000  4.50   -2.915   -3.269   -3.373   -3.457
 565    26000  5.00   -2.928   -3.281   -3.386   -3.470
 566    27000  3.50   -2.944   -3.313   -3.421   -3.511
 567    27000  4.00   -2.987   -3.352   -3.460   -3.547
 568    27000  4.50   -3.012   -3.374   -3.482   -3.570
 569    27000  5.00   -3.026   -3.389   -3.497   -3.584
 570    28000  3.50   -3.021   -3.401   -3.512   -3.605
 571    28000  4.00   -3.074   -3.449   -3.560   -3.651
 572    28000  4.50   -3.102   -3.474   -3.586   -3.676
 573    28000  5.00   -3.118   -3.490   -3.601   -3.691
 574    29000  3.50   -3.090   -3.477   -3.592   -3.686
 575    29000  4.00   -3.154   -3.538   -3.653   -3.746
 576    29000  4.50   -3.186   -3.568   -3.683   -3.775
 577    29000  5.00   -3.204   -3.585   -3.700   -3.792
 578    30000  3.50   -3.155   -3.549   -3.664   -3.760
 579    30000  4.00   -3.226   -3.618   -3.736   -3.832
 580    30000  4.50   -3.264   -3.654   -3.772   -3.867
 581    30000  5.00   -3.284   -3.674   -3.791   -3.886
 582    31000  3.50   -3.221   -3.619   -3.735   -3.832
 583    31000  4.00   -3.292   -3.692   -3.812   -3.910
 584    31000  4.50   -3.335   -3.734   -3.854   -3.951
 585    31000  5.00   -3.359   -3.756   -3.876   -3.974
 586    32000  4.00   -3.356   -3.761   -3.882   -3.982
 587    32000  4.50   -3.402   -3.807   -3.929   -4.028
 588    32000  5.00   -3.428   -3.833   -3.955   -4.054
 589    33000  4.00   -3.421   -3.831   -3.952   -4.053
 590    33000  4.50   -3.465   -3.876   -3.999   -4.100
 591    33000  5.00   -3.493   -3.904   -4.028   -4.129
 592    34000  4.00   -3.489   -3.901   -4.023   -4.124
 593    34000  4.50   -3.529   -3.944   -4.068   -4.170
 594    34000  5.00   -3.556   -3.972   -4.097   -4.199
 595    35000  4.00   -3.559   -3.972   -4.094   -4.195
 596    35000  4.50   -3.594   -4.012   -4.137   -4.239
 597    35000  5.00   -3.620   -4.040   -4.165   -4.268
 598    36000  4.00   -3.634   -4.046   -4.168   -4.269
 599    36000  4.50   -3.661   -4.081   -4.206   -4.308
 600    36000  5.00   -3.684   -4.107   -4.233   -4.337
 601    37000  4.00   -3.713   -4.125   -4.245   -4.346
 602    37000  4.50   -3.730   -4.151   -4.275   -4.378
 603    37000  5.00   -3.750   -4.174   -4.301   -4.404
 604    38000  4.00   -3.794   -4.206   -4.326   -4.427
 605    38000  4.50   -3.804   -4.223   -4.348   -4.451
 606    38000  5.00   -3.818   -4.243   -4.369   -4.473
 607    39000  4.00   -3.876   -4.288   -4.409   -4.510
 608    39000  4.50   -3.880   -4.299   -4.423   -4.526
 609    39000  5.00   -3.888   -4.313   -4.439   -4.543
 610    40000  4.50   -3.958   -4.377   -4.501   -4.605
 611    40000  5.00   -3.962   -4.386   -4.512   -4.616
 612    41000  4.50   -4.036   -4.457   -4.580   -4.684
 613    41000  5.00   -4.037   -4.462   -4.587   -4.692
 614    42000  4.50   -4.114   -4.536   -4.660   -4.764
 615    42000  5.00   -4.114   -4.538   -4.664   -4.769
 616    43000  4.50   -4.191   -4.614   -4.738   -4.843
 617    43000  5.00   -4.190   -4.615   -4.741   -4.846
 618    44000  4.50   -4.267   -4.690   -4.815   -4.920
 619    44000  5.00   -4.266   -4.692   -4.817   -4.923
 620    45000  4.50   -4.340   -4.765   -4.890   -4.996
 621    45000  5.00   -4.340   -4.767   -4.893   -5.000
 622    46000  4.50   -4.412   -4.839   -4.964   -5.071
 623    46000  5.00   -4.413   -4.841   -4.968   -5.075
 624    47000  4.50   -4.483   -4.910   -5.036   -5.143
 625    47000  5.00   -4.485   -4.914   -5.041   -5.148
 626    48000  4.50   -4.552   -4.981   -5.107   -5.215
 627    48000  5.00   -4.555   -4.986   -5.113   -5.221
 628    49000  4.50   -4.619   -5.049   -5.176   -5.284
 629    49000  5.00   -4.624   -5.055   -5.183   -5.291
 630    50000  5.00   -4.691   -5.124   -5.252   -5.360
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
