# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 588    32000  5.00   -1.637   -2.746   -3.015   -3.157   -3.340   -3.741   -3.871   -3.982
 589    33000  4.00   -1.614   -2.752   -3.035   -3.172   -3.352   -3.754   -3.887   -4.000
 590    33000  4.50   -1.651   -2.778   -3.059   -3.201   -3.386   -3.792   -3.925   -4.038
 591    33000  5.00   -1.688   -2.809   -3.084   -3.228   -3.413   -3.819   -3.951   -4.064
 592    34000  4.00   -1.683   -2.829   -3.115   -3.252   -3.432   -3.834   -3.967   -4.081
 593    34000  4.50   -1.710   -2.846   -3.132   -3.275   -3.461   -3.869   -4.003   -4.118
 594    34000  5.00   -1.743   -2.874   -3.154   -3.299   -3.486   -3.896   -4.030   -4.143
 595    35000  4.00   -1.756   -2.908   -3.198   -3.335   -3.514   -3.916   -4.049   -4.163
 596    35000  4.50   -1.774   -2.917   -3.207   -3.351   -3.536   -3.946   -4.081   -4.196
 597    35000  5.00   -1.800   -2.940   -3.225   -3.372   -3.559   -3.972   -4.106   -4.221
 598    36000  4.00   -1.832   -2.989   -3.282   -3.419   -3.598   -4.000   -4.132   -4.246
 599    36000  4.50   -1.841   -2.991   -3.284   -3.429   -3.613   -4.023   -4.159   -4.275
 600    36000  5.00   -1.861   -3.008   -3.297   -3.445   -3.632   -4.047   -4.182   -4.298
 601    37000  4.00   -1.908   -3.069   -3.366   -3.503   -3.682   -4.085   -4.217   -4.331
 602    37000  4.50   -1.911   -3.066   -3.363   -3.508   -3.693   -4.102   -4.238   -4.353
 603    37000  5.00   -1.925   -3.078   -3.371   -3.520   -3.707   -4.122   -4.258   -4.374
 604    38000  4.00   -1.984   -3.149   -3.448   -3.587   -3.766   -4.169   -4.302   -4.416
 605    38000  4.50   -1.983   -3.142   -3.443   -3.588   -3.773   -4.182   -4.318   -4.434
 606    38000  5.00   -1.993   -3.150   -3.447   -3.596   -3.783   -4.198   -4.334   -4.451
 607    39000  4.00   -2.059   -3.227   -3.529   -3.668   -3.849   -4.253   -4.385   -4.500
 608    39000  4.50   -2.056   -3.217   -3.523   -3.669   -3.854   -4.263   -4.399   -4.515
 609    39000  5.00   -2.062   -3.223   -3.524   -3.673   -3.861   -4.275   -4.411   -4.528
 610    40000  4.50   -2.128   -3.293   -3.601   -3.748   -3.934   -4.344   -4.480   -4.597
 611    40000  5.00   -2.132   -3.296   -3.601   -3.751   -3.939   -4.353   -4.489   -4.607
 612    41000  4.50   -2.199   -3.367   -3.678   -3.826   -4.012   -4.424   -4.560   -4.677
 613    41000  5.00   -2.203   -3.369   -3.678   -3.829   -4.017   -4.431   -4.568   -4.686
 614    42000  4.50   -2.268   -3.439   -3.753   -3.902   -4.089   -4.502   -4.639   -4.757
 615    42000  5.00   -2.272   -3.442   -3.754   -3.905   -4.094   -4.509   -4.646   -4.764
 616    43000  4.50   -2.336   -3.510   -3.826   -3.975   -4.164   -4.578   -4.715   -4.834
 617    43000  5.00   -2.340   -3.512   -3.828   -3.980   -4.169   -4.585   -4.723   -4.842
 618    44000  4.50   -2.402   -3.579   -3.898   -4.047   -4.237   -4.651   -4.790   -4.909
 619    44000  5.00   -2.407   -3.582   -3.900   -4.053   -4.243   -4.660   -4.798   -4.918
 620    45000  4.50   -2.467   -3.647   -3.967   -4.117   -4.307   -4.724   -4.863   -4.982
 621    45000  5.00   -2.473   -3.650   -3.970   -4.124   -4.315   -4.733   -4.872   -4.992
 622    46000  4.50   -2.531   -3.713   -4.036   -4.186   -4.377   -4.794   -4.934   -5.054
 623    46000  5.00   -2.537   -3.716   -4.039   -4.193   -4.385   -4.804   -4.944   -5.064
 624    47000  4.50   -2.594   -3.779   -4.103   -4.253   -4.445   -4.864   -5.004   -5.124
 625    47000  5.00   -2.599   -3.782   -4.106   -4.261   -4.454   -4.874   -5.014   -5.135
 626    48000  4.50   -2.655   -3.843   -4.168   -4.319   -4.511   -4.932   -5.072   -5.193
 627    48000  5.00   -2.661   -3.846   -4.172   -4.327   -4.520   -4.942   -5.082   -5.204
 628    49000  4.50   -2.716   -3.906   -4.232   -4.383   -4.577   -4.999   -5.140   -5.262
 629    49000  5.00   -2.722   -3.909   -4.236   -4.392   -4.586   -5.009   -5.150   -5.272
 630    50000  5.00   -2.781   -3.970   -4.300   -4.456   -4.651   -5.075   -5.216   -5.339
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
