# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 298     6750  1.50   -0.571   -0.224    0.135    0.343    0.515    0.751    0.885    0.918
 299     6750  2.00   -0.566   -0.261    0.127    0.348    0.525    0.762    0.902    0.933
 300     6750  2.50   -0.546   -0.292    0.115    0.347    0.531    0.768    0.915    0.944
 301     6750  3.00   -0.518   -0.320    0.101    0.343    0.534    0.771    0.926    0.953
 302     6750  3.50   -0.488   -0.346    0.086    0.337    0.536    0.772    0.936    0.960
 303     6750  4.00   -0.459   -0.373    0.072    0.331    0.537    0.773    0.945    0.965
 304     6750  4.50   -0.432   -0.398    0.060    0.327    0.539    0.774    0.953    0.970
 305     6750  5.00   -0.411   -0.420    0.049    0.324    0.541    0.775    0.960    0.974
 306     7000  0.50   -0.378   -0.089    0.158    0.304    0.439    0.625    0.722    0.753
 307     7000  1.00   -0.415   -0.104    0.151    0.307    0.445    0.642    0.746    0.775
 308     7000  1.50   -0.440   -0.128    0.145    0.312    0.454    0.656    0.765    0.793
 309     7000  2.00   -0.451   -0.162    0.138    0.317    0.464    0.667    0.782    0.809
 310     7000  2.50   -0.446   -0.204    0.129    0.322    0.475    0.678    0.797    0.823
 311     7000  3.00   -0.428   -0.239    0.116    0.321    0.482    0.684    0.810    0.834
 312     7000  3.50   -0.403   -0.271    0.100    0.316    0.486    0.687    0.821    0.842
 313     7000  4.00   -0.375   -0.303    0.085    0.310    0.488    0.688    0.831    0.849
 314     7000  4.50   -0.346   -0.332    0.069    0.305    0.490    0.689    0.840    0.855
 315     7000  5.00   -0.320   -0.359    0.057    0.300    0.493    0.690    0.849    0.860
 316     7250  0.50   -0.251   -0.036    0.159    0.275    0.386    0.534    0.614    0.638
 317     7250  1.00   -0.286   -0.033    0.152    0.273    0.386    0.549    0.633    0.657
 318     7250  1.50   -0.324   -0.053    0.147    0.279    0.394    0.563    0.651    0.675
 319     7250  2.00   -0.348   -0.081    0.141    0.284    0.402    0.575    0.666    0.690
 320     7250  2.50   -0.360   -0.121    0.134    0.290    0.414    0.586    0.682    0.705
 321     7250  3.00   -0.355   -0.167    0.124    0.294    0.425    0.595    0.696    0.718
 322     7250  3.50   -0.337   -0.206    0.109    0.292    0.432    0.601    0.709    0.728
 323     7250  4.00   -0.313   -0.242    0.093    0.286    0.436    0.604    0.719    0.736
 324     7250  4.50   -0.284   -0.277    0.075    0.280    0.439    0.605    0.730    0.742
 325     7250  5.00   -0.254   -0.308    0.060    0.274    0.442    0.607    0.740    0.748
 326     7500  0.50   -0.159   -0.041    0.148    0.257    0.350    0.457    0.521    0.537
 327     7500  1.00   -0.174    0.016    0.144    0.238    0.329    0.459    0.527    0.545
 328     7500  1.50   -0.218    0.004    0.142    0.243    0.334    0.473    0.543    0.561
 329     7500  2.00   -0.257   -0.021    0.139    0.249    0.342    0.485    0.557    0.576
 330     7500  2.50   -0.282   -0.054    0.133    0.253    0.351    0.495    0.570    0.590
 331     7500  3.00   -0.292   -0.099    0.124    0.259    0.363    0.505    0.585    0.604
 332     7500  3.50   -0.284   -0.148    0.113    0.262    0.375    0.514    0.599    0.616
 333     7500  4.00   -0.266   -0.191    0.096    0.259    0.382    0.519    0.611    0.625
 334     7500  4.50   -0.239   -0.230    0.078    0.253    0.386    0.522    0.622    0.633
 335     7500  5.00   -0.208   -0.266    0.060    0.246    0.390    0.523    0.633    0.639
 336     7750  1.00   -0.084    0.035    0.129    0.204    0.277    0.375    0.430    0.442
 337     7750  1.50   -0.126    0.042    0.129    0.205    0.275    0.385    0.440    0.454
 338     7750  2.00   -0.173    0.022    0.128    0.211    0.282    0.397    0.453    0.468
 339     7750  2.50   -0.210   -0.007    0.125    0.217    0.291    0.407    0.465    0.481
 340     7750  3.00   -0.234   -0.045    0.118    0.221    0.300    0.416    0.477    0.493
 341     7750  3.50   -0.240   -0.095    0.109    0.226    0.313    0.426    0.491    0.506
 342     7750  4.00   -0.229   -0.146    0.095    0.227    0.324    0.434    0.504    0.517
 343     7750  4.50   -0.208   -0.191    0.077    0.223    0.331    0.438    0.517    0.526
 344     7750  5.00   -0.178   -0.232    0.057    0.216    0.336    0.440    0.529    0.533
 345     8000  1.00   -0.015    0.020    0.101    0.170    0.232    0.297    0.341    0.347
 346     8000  1.50   -0.046    0.059    0.108    0.165    0.220    0.301    0.345    0.353
 347     8000  2.00   -0.095    0.049    0.109    0.170    0.224    0.312    0.355    0.365
 348     8000  2.50   -0.142    0.023    0.109    0.177    0.232    0.322    0.365    0.377
 349     8000  3.00   -0.178   -0.011    0.104    0.182    0.240    0.331    0.376    0.389
 350     8000  3.50   -0.199   -0.053    0.097    0.185    0.249    0.339    0.387    0.400
 351     8000  4.00   -0.199   -0.107    0.087    0.190    0.262    0.348    0.400    0.411
 352     8000  4.50   -0.184   -0.158    0.071    0.189    0.273    0.355    0.414    0.421
 353     8000  5.00   -0.158   -0.204    0.051    0.183    0.279    0.358    0.426    0.429
 354     8250  1.00    0.038   -0.028    0.053    0.128    0.188    0.222    0.260    0.260
 355     8250  1.50    0.014    0.054    0.078    0.123    0.166    0.220    0.254    0.257
 356     8250  2.00   -0.031    0.059    0.083    0.126    0.165    0.228    0.260    0.266
 357     8250  2.50   -0.082    0.040    0.085    0.133    0.171    0.238    0.269    0.277
 358     8250  3.00   -0.127    0.009    0.084    0.139    0.179    0.247    0.278    0.288
 359     8250  3.50   -0.157   -0.029    0.079    0.144    0.188    0.255    0.288    0.299
 360     8250  4.00   -0.172   -0.075    0.070    0.147    0.199    0.262    0.299    0.309
 361     8250  4.50   -0.166   -0.131    0.059    0.150    0.212    0.271    0.313    0.319
 362     8250  5.00   -0.145   -0.182    0.041    0.148    0.222    0.276    0.326    0.328
 363     8500  1.50    0.058    0.029    0.040    0.079    0.114    0.143    0.169    0.166
 364     8500  2.00    0.020    0.052    0.049    0.080    0.107    0.147    0.171    0.171
 365     8500  2.50   -0.030    0.042    0.053    0.085    0.110    0.155    0.177    0.180
 366     8500  3.00   -0.078    0.017    0.055    0.092    0.117    0.164    0.185    0.191
 367     8500  3.50   -0.118   -0.017    0.054    0.098    0.126    0.172    0.193    0.201
 368     8500  4.00   -0.144   -0.059    0.048    0.102    0.136    0.179    0.203    0.210
 369     8500  4.50   -0.152   -0.110    0.039    0.106    0.147    0.186    0.214    0.220
 370     8500  5.00   -0.136   -0.165    0.027    0.108    0.161    0.194    0.229    0.229
 371     8750  1.50    0.089   -0.008   -0.006    0.032    0.061    0.067    0.088    0.080
 372     8750  2.00    0.056    0.031    0.010    0.032    0.050    0.068    0.085    0.080
 373     8750  2.50    0.010    0.031    0.016    0.035    0.049    0.074    0.088    0.087
 374     8750  3.00   -0.039    0.012    0.019    0.042    0.055    0.082    0.094    0.096
 375     8750  3.50   -0.084   -0.018    0.020    0.049    0.063    0.090    0.102    0.106
 376     8750  4.00   -0.118   -0.056    0.019    0.055    0.073    0.097    0.110    0.115
 377     8750  4.50   -0.136   -0.101    0.013    0.058    0.083    0.103    0.120    0.124
 378     8750  5.00   -0.131   -0.153    0.004    0.062    0.097    0.111    0.133    0.133
 379     9000  1.50    0.112   -0.052   -0.055   -0.017    0.008   -0.007    0.009   -0.003
 380     9000  2.00    0.078    0.000   -0.034   -0.017   -0.006   -0.008    0.003   -0.007
 381     9000  2.50    0.036    0.008   -0.027   -0.016   -0.011   -0.005    0.003   -0.003
 382     9000  3.00   -0.012   -0.004   -0.022   -0.011   -0.008    0.001    0.007    0.005
 383     9000  3.50   -0.058   -0.029   -0.020   -0.004   -0.001    0.008    0.013    0.013
 384     9000  4.00   -0.095   -0.063   -0.018    0.003    0.008    0.015    0.021    0.022
 385     9000  4.50   -0.120   -0.103   -0.020    0.008    0.019    0.022    0.030    0.031
 386     9000  5.00   -0.127   -0.151   -0.027    0.012    0.031    0.028    0.040    0.039
 387     9250  2.00    0.094   -0.036   -0.080   -0.066   -0.061   -0.081   -0.076   -0.090
 388     9250  2.50    0.053   -0.022   -0.072   -0.067   -0.069   -0.081   -0.079   -0.089
 389     9250  3.00    0.006   -0.030   -0.068   -0.065   -0.070   -0.078   -0.078   -0.084
 390     9250  3.50   -0.040   -0.051   -0.065   -0.060   -0.066   -0.072   -0.074   -0.077
 391     9250  4.00   -0.080   -0.080   -0.062   -0.053   -0.057   -0.066   -0.067   -0.068
 392     9250  4.50   -0.109   -0.117   -0.060   -0.046   -0.047   -0.059   -0.059   -0.060
 393     9250  5.00   -0.123   -0.160   -0.063   -0.040   -0.035   -0.052   -0.049   -0.052
 394     9500  2.00    0.106   -0.076   -0.127   -0.115   -0.115   -0.153   -0.152   -0.170
 395     9500  2.50    0.063   -0.057   -0.118   -0.118   -0.126   -0.155   -0.158   -0.173
 396     9500  3.00    0.017   -0.061   -0.114   -0.118   -0.131   -0.154   -0.160   -0.170
 397     9500  3.50   -0.031   -0.079   -0.112   -0.115   -0.130   -0.151   -0.158   -0.164
 398     9500  4.00   -0.072   -0.105   -0.109   -0.109   -0.123   -0.145   -0.153   -0.157
 399     9500  4.50   -0.105   -0.139   -0.106   -0.102   -0.113   -0.139   -0.145   -0.149
 400     9500  5.00   -0.123   -0.178   -0.105   -0.095   -0.101   -0.132   -0.136   -0.141
 401     9750  2.00    0.115   -0.118   -0.175   -0.165   -0.169   -0.222   -0.226   -0.247
 402     9750  2.50    0.070   -0.095   -0.165   -0.168   -0.182   -0.226   -0.234   -0.253
 403     9750  3.00    0.022   -0.096   -0.162   -0.170   -0.190   -0.228   -0.238   -0.253
 404     9750  3.50   -0.026   -0.111   -0.160   -0.170   -0.192   -0.227   -0.239   -0.249
 405     9750  4.00   -0.070   -0.136   -0.158   -0.166   -0.188   -0.223   -0.236   -0.243
 406     9750  4.50   -0.104   -0.167   -0.155   -0.160   -0.179   -0.218   -0.230   -0.236
 407     9750  5.00   -0.125   -0.203   -0.152   -0.153   -0.167   -0.211   -0.221   -0.228
 408    10000  2.00    0.121   -0.160   -0.223   -0.214   -0.223   -0.291   -0.298   -0.321
 409    10000  2.50    0.074   -0.134   -0.212   -0.218   -0.237   -0.296   -0.307   -0.329
 410    10000  3.00    0.025   -0.133   -0.210   -0.222   -0.247   -0.300   -0.314   -0.332
 411    10000  3.50   -0.024   -0.147   -0.209   -0.224   -0.252   -0.301   -0.317   -0.331
 412    10000  4.00   -0.070   -0.169   -0.208   -0.223   -0.251   -0.299   -0.316   -0.327
 413    10000  4.50   -0.108   -0.199   -0.205   -0.218   -0.245   -0.295   -0.312   -0.321
 414    10000  5.00   -0.133   -0.233   -0.202   -0.211   -0.234   -0.289   -0.304   -0.314
 415    10250  2.00    0.123   -0.203   -0.272   -0.264   -0.277   -0.358   -0.369   -0.394
 416    10250  2.50    0.076   -0.175   -0.260   -0.267   -0.291   -0.363   -0.379   -0.404
 417    10250  3.00    0.026   -0.173   -0.257   -0.273   -0.303   -0.369   -0.387   -0.409
 418    10250  3.50   -0.025   -0.184   -0.258   -0.277   -0.310   -0.372   -0.392   -0.410
 419    10250  4.00   -0.072   -0.205   -0.258   -0.278   -0.312   -0.373   -0.394   -0.408
 420    10250  4.50   -0.113   -0.233   -0.256   -0.275   -0.308   -0.370   -0.391   -0.404
 421    10250  5.00   -0.142   -0.267   -0.253   -0.270   -0.300   -0.366   -0.385   -0.397
 422    10500  2.00    0.122   -0.247   -0.320   -0.315   -0.331   -0.424   -0.438   -0.465
 423    10500  2.50    0.075   -0.217   -0.307   -0.317   -0.344   -0.429   -0.449   -0.476
 424    10500  3.00    0.025   -0.213   -0.305   -0.323   -0.357   -0.436   -0.458   -0.483
 425    10500  3.50   -0.027   -0.223   -0.306   -0.329   -0.367   -0.441   -0.465   -0.487
 426    10500  4.00   -0.076   -0.243   -0.307   -0.332   -0.371   -0.444   -0.469   -0.487
 427    10500  4.50   -0.119   -0.270   -0.307   -0.331   -0.370   -0.443   -0.468   -0.484
 428    10500  5.00   -0.152   -0.302   -0.304   -0.327   -0.364   -0.440   -0.464   -0.478
 429    10750  2.00    0.118   -0.291   -0.369   -0.366   -0.386   -0.490   -0.507   -0.536
 430    10750  2.50    0.072   -0.259   -0.355   -0.366   -0.398   -0.495   -0.517   -0.546
 431    10750  3.00    0.021   -0.254   -0.352   -0.373   -0.411   -0.502   -0.528   -0.555
 432    10750  3.50   -0.031   -0.263   -0.354   -0.379   -0.422   -0.509   -0.536   -0.560
 433    10750  4.00   -0.081   -0.282   -0.356   -0.384   -0.429   -0.513   -0.541   -0.563
 434    10750  4.50   -0.127   -0.308   -0.357   -0.386   -0.430   -0.514   -0.543   -0.561
 435    10750  5.00   -0.163   -0.339   -0.356   -0.384   -0.426   -0.513   -0.540   -0.558
 436    11000  2.00    0.109   -0.336   -0.418   -0.418   -0.441   -0.556   -0.576   -0.606
 437    11000  2.50    0.066   -0.302   -0.403   -0.416   -0.451   -0.559   -0.584   -0.616
 438    11000  3.00    0.016   -0.296   -0.400   -0.422   -0.464   -0.566   -0.595   -0.625
 439    11000  3.50   -0.036   -0.304   -0.402   -0.430   -0.476   -0.574   -0.605   -0.632
 440    11000  4.00   -0.087   -0.322   -0.405   -0.436   -0.485   -0.580   -0.612   -0.636
 441    11000  4.50   -0.134   -0.346   -0.407   -0.439   -0.489   -0.583   -0.615   -0.636
 442    11000  5.00   -0.173   -0.377   -0.407   -0.439   -0.487   -0.583   -0.614   -0.634
 443    11250  2.00    0.098   -0.381   -0.468   -0.469   -0.496   -0.621   -0.643   -0.675
 444    11250  2.50    0.057   -0.345   -0.451   -0.466   -0.505   -0.623   -0.651   -0.684
 445    11250  3.00    0.008   -0.338   -0.447   -0.472   -0.517   -0.630   -0.661   -0.693
 446    11250  3.50   -0.043   -0.345   -0.449   -0.479   -0.530   -0.638   -0.672   -0.701
 447    11250  4.00   -0.094   -0.362   -0.453   -0.487   -0.540   -0.645   -0.680   -0.707
 448    11250  4.50   -0.142   -0.386   -0.456   -0.492   -0.545   -0.650   -0.685   -0.709
 449    11250  5.00   -0.184   -0.415   -0.457   -0.493   -0.545   -0.652   -0.686   -0.708
 450    11500  2.00    0.084   -0.425   -0.516   -0.521   -0.551   -0.685   -0.710   -0.743
 451    11500  2.50    0.045   -0.388   -0.498   -0.516   -0.558   -0.686   -0.716   -0.751
 452    11500  3.00   -0.002   -0.380   -0.495   -0.521   -0.570   -0.692   -0.727   -0.761
 453    11500  3.50   -0.052   -0.386   -0.497   -0.529   -0.583   -0.701   -0.737   -0.769
 454    11500  4.00   -0.103   -0.403   -0.501   -0.537   -0.593   -0.708   -0.746   -0.776
 455    11500  4.50   -0.151   -0.426   -0.504   -0.543   -0.600   -0.714   -0.753   -0.780
 456    11500  5.00   -0.194   -0.454   -0.506   -0.546   -0.603   -0.718   -0.755   -0.781
 457    11750  2.00    0.069   -0.470   -0.565   -0.572   -0.606   -0.748   -0.775   -0.811
 458    11750  2.50    0.032   -0.431   -0.546   -0.567   -0.612   -0.748   -0.781   -0.818
 459    11750  3.00   -0.013   -0.422   -0.542   -0.570   -0.623   -0.754   -0.791   -0.827
 460    11750  3.50   -0.062   -0.428   -0.544   -0.578   -0.635   -0.762   -0.802   -0.836
 461    11750  4.00   -0.113   -0.443   -0.548   -0.586   -0.646   -0.771   -0.811   -0.843
 462    11750  4.50   -0.161   -0.466   -0.552   -0.593   -0.654   -0.778   -0.819   -0.848
 463    11750  5.00   -0.205   -0.494   -0.555   -0.598   -0.658   -0.782   -0.822   -0.850
 464    12000  2.50    0.016   -0.474   -0.594   -0.616   -0.665   -0.810   -0.845   -0.884
 465    12000  3.00   -0.027   -0.464   -0.589   -0.620   -0.675   -0.815   -0.854   -0.892
 466    12000  3.50   -0.074   -0.469   -0.590   -0.626   -0.687   -0.823   -0.865   -0.901
 467    12000  4.00   -0.124   -0.484   -0.594   -0.635   -0.698   -0.831   -0.875   -0.909
 468    12000  4.50   -0.172   -0.506   -0.599   -0.642   -0.707   -0.839   -0.883   -0.915
 469    12000  5.00   -0.217   -0.534   -0.603   -0.648   -0.712   -0.845   -0.888   -0.918
 470    12250  2.50   -0.001   -0.517   -0.641   -0.666   -0.718   -0.870   -0.909   -0.948
 471    12250  3.00   -0.042   -0.506   -0.636   -0.669   -0.727   -0.875   -0.917   -0.956
 472    12250  3.50   -0.088   -0.511   -0.637   -0.675   -0.738   -0.883   -0.927   -0.965
 473    12250  4.00   -0.136   -0.525   -0.641   -0.683   -0.749   -0.891   -0.937   -0.973
 474    12250  4.50   -0.184   -0.546   -0.646   -0.691   -0.759   -0.900   -0.946   -0.980
 475    12250  5.00   -0.229   -0.573   -0.650   -0.698   -0.765   -0.907   -0.952   -0.985
 476    12500  2.50   -0.020   -0.560   -0.687   -0.715   -0.770   -0.930   -0.971   -1.012
 477    12500  3.00   -0.060   -0.548   -0.682   -0.717   -0.779   -0.935   -0.979   -1.020
 478    12500  3.50   -0.103   -0.552   -0.683   -0.723   -0.789   -0.942   -0.988   -1.028
 479    12500  4.00   -0.149   -0.566   -0.687   -0.731   -0.800   -0.950   -0.998   -1.036
 480    12500  4.50   -0.196   -0.586   -0.692   -0.739   -0.810   -0.959   -1.007   -1.043
 481    12500  5.00   -0.241   -0.613   -0.697   -0.747   -0.817   -0.966   -1.014   -1.049
 482    12750  2.50   -0.039   -0.602   -0.734   -0.764   -0.822   -0.989   -1.032   -1.075
 483    12750  3.00   -0.078   -0.590   -0.728   -0.766   -0.830   -0.994   -1.040   -1.082
 484    12750  3.50   -0.120   -0.593   -0.729   -0.771   -0.840   -1.000   -1.049   -1.090
 485    12750  4.00   -0.164   -0.606   -0.732   -0.778   -0.850   -1.008   -1.058   -1.098
 486    12750  4.50   -0.210   -0.626   -0.737   -0.786   -0.860   -1.017   -1.067   -1.105
 487    12750  5.00   -0.254   -0.653   -0.743   -0.794   -0.868   -1.025   -1.075   -1.112
 488    13000  2.50   -0.059   -0.644   -0.779   -0.812   -0.873   -1.047   -1.092   -1.137
 489    13000  3.00   -0.097   -0.632   -0.774   -0.814   -0.881   -1.052   -1.100   -1.144
 490    13000  3.50   -0.138   -0.634   -0.774   -0.819   -0.891   -1.058   -1.108   -1.151
 491    13000  4.00   -0.180   -0.646   -0.777   -0.826   -0.900   -1.065   -1.117   -1.159
 492    13000  4.50   -0.224   -0.666   -0.782   -0.833   -0.910   -1.074   -1.126   -1.166
 493    13000  5.00   -0.268   -0.692   -0.788   -0.842   -0.918   -1.082   -1.134   -1.173
 494    14000  2.00   -0.102   -0.856   -0.976   -1.003   -1.063   -1.269   -1.315   -1.363
 495    14000  2.50   -0.143   -0.808   -0.956   -0.997   -1.069   -1.270   -1.322   -1.372
 496    14000  3.00   -0.181   -0.794   -0.951   -1.000   -1.078   -1.275   -1.330   -1.380
 497    14000  3.50   -0.218   -0.795   -0.952   -1.005   -1.087   -1.280   -1.338   -1.387
 498    14000  4.00   -0.254   -0.805   -0.954   -1.010   -1.095   -1.287   -1.346   -1.393
 499    14000  4.50   -0.292   -0.822   -0.958   -1.017   -1.103   -1.293   -1.354   -1.400
 500    14000  5.00   -0.332   -0.847   -0.964   -1.025   -1.111   -1.302   -1.361   -1.407
 501    15000  2.50   -0.228   -0.963   -1.121   -1.172   -1.254   -1.477   -1.536   -1.592
 502    15000  3.00   -0.269   -0.950   -1.119   -1.177   -1.265   -1.484   -1.546   -1.601
 503    15000  3.50   -0.305   -0.949   -1.120   -1.182   -1.274   -1.490   -1.555   -1.609
 504    15000  4.00   -0.338   -0.956   -1.122   -1.187   -1.282   -1.496   -1.562   -1.614
 505    15000  4.50   -0.371   -0.972   -1.125   -1.192   -1.288   -1.502   -1.568   -1.620
 506    15000  5.00   -0.407   -0.997   -1.132   -1.200   -1.295   -1.509   -1.575   -1.626
 507    16000  2.50   -0.310   -1.107   -1.275   -1.333   -1.426   -1.669   -1.735   -1.796
 508    16000  3.00   -0.358   -1.097   -1.277   -1.343   -1.441   -1.679   -1.748   -1.808
 509    16000  3.50   -0.394   -1.097   -1.279   -1.349   -1.451   -1.687   -1.757   -1.817
 510    16000  4.00   -0.425   -1.102   -1.281   -1.354   -1.458   -1.693   -1.765   -1.823
 511    16000  4.50   -0.455   -1.116   -1.284   -1.359   -1.465   -1.698   -1.770   -1.828
 512    16000  5.00   -0.489   -1.140   -1.291   -1.367   -1.471   -1.705   -1.777   -1.833
 513    17000  2.50   -0.387   -1.243   -1.417   -1.482   -1.583   -1.846   -1.919   -1.986
 514    17000  3.00   -0.444   -1.236   -1.426   -1.499   -1.606   -1.862   -1.937   -2.002
 515    17000  3.50   -0.482   -1.237   -1.430   -1.507   -1.617   -1.871   -1.948   -2.012
 516    17000  4.00   -0.511   -1.241   -1.431   -1.512   -1.625   -1.877   -1.955   -2.018
 517    17000  4.50   -0.539   -1.251   -1.433   -1.516   -1.630   -1.883   -1.961   -2.023
 518    17000  5.00   -0.571   -1.275   -1.440   -1.524   -1.637   -1.889   -1.967   -2.028
 519    18000  2.50   -0.457   -1.372   -1.549   -1.618   -1.726   -2.006   -2.087   -2.159
 520    18000  3.00   -0.526   -1.367   -1.564   -1.644   -1.759   -2.032   -2.114   -2.184
 521    18000  3.50   -0.568   -1.370   -1.571   -1.656   -1.774   -2.044   -2.127   -2.195
 522    18000  4.00   -0.596   -1.374   -1.573   -1.660   -1.782   -2.051   -2.134   -2.202
 523    18000  4.50   -0.621   -1.382   -1.574   -1.664   -1.787   -2.056   -2.140   -2.207
 524    18000  5.00   -0.650   -1.403   -1.581   -1.671   -1.793   -2.063   -2.146   -2.212
 525    19000  2.50   -0.522   -1.495   -1.674   -1.744   -1.855   -2.150   -2.236   -2.314
 526    19000  3.00   -0.602   -1.489   -1.692   -1.777   -1.900   -2.190   -2.277   -2.352
 527    19000  3.50   -0.652   -1.497   -1.705   -1.795   -1.921   -2.207   -2.295   -2.368
 528    19000  4.00   -0.680   -1.501   -1.708   -1.801   -1.930   -2.214   -2.303   -2.375
 529    19000  4.50   -0.701   -1.508   -1.708   -1.803   -1.934   -2.219   -2.308   -2.380
 530    19000  5.00   -0.727   -1.525   -1.713   -1.810   -1.940   -2.225   -2.314   -2.385
 531    20000  3.00   -0.672   -1.604   -1.811   -1.900   -2.029   -2.333   -2.427   -2.507
 532    20000  3.50   -0.731   -1.617   -1.831   -1.926   -2.059   -2.358   -2.452   -2.530
 533    20000  4.00   -0.762   -1.624   -1.837   -1.935   -2.070   -2.368   -2.462   -2.539
 534    20000  4.50   -0.781   -1.629   -1.837   -1.937   -2.073   -2.372   -2.467   -2.544
 535    20000  5.00   -0.802   -1.643   -1.840   -1.941   -2.077   -2.377   -2.471   -2.548
 536    21000  3.00   -0.739   -1.712   -1.923   -2.015   -2.148   -2.465   -2.564   -2.649
 537    21000  3.50   -0.806   -1.730   -1.949   -2.048   -2.186   -2.500   -2.598   -2.681
 538    21000  4.00   -0.843   -1.741   -1.960   -2.062   -2.202   -2.513   -2.612   -2.693
 539    21000  4.50   -0.862   -1.747   -1.961   -2.065   -2.206   -2.517   -2.617   -2.698
 540    21000  5.00   -0.878   -1.758   -1.962   -2.066   -2.208   -2.520   -2.620   -2.701
 541    22000  3.00   -0.807   -1.816   -2.031   -2.126   -2.262   -2.590   -2.691   -2.780
 542    22000  3.50   -0.878   -1.836   -2.060   -2.163   -2.306   -2.631   -2.734   -2.821
 543    22000  4.00   -0.921   -1.853   -2.077   -2.183   -2.327   -2.650   -2.753   -2.839
 544    22000  4.50   -0.943   -1.861   -2.081   -2.188   -2.333   -2.656   -2.759   -2.844
 545    22000  5.00   -0.957   -1.871   -2.082   -2.189   -2.334   -2.658   -2.761   -2.846
 546    23000  3.00   -0.876   -1.915   -2.135   -2.234   -2.374   -2.711   -2.815   -2.906
 547    23000  3.50   -0.947   -1.937   -2.166   -2.272   -2.418   -2.754   -2.861   -2.951
 548    23000  4.00   -0.997   -1.959   -2.188   -2.297   -2.446   -2.779   -2.886   -2.975
 549    23000  4.50   -1.023   -1.971   -2.196   -2.306   -2.456   -2.788   -2.895   -2.984
 550    23000  5.00   -1.038   -1.981   -2.198   -2.309   -2.458   -2.791   -2.897   -2.985
 551    24000  3.00   -0.943   -2.008   -2.233   -2.336   -2.480   -2.827   -2.934   -3.027
 552    24000  3.50   -1.016   -2.033   -2.267   -2.377   -2.527   -2.872   -2.982   -3.075
 553    24000  4.00   -1.070   -2.059   -2.293   -2.405   -2.558   -2.901   -3.011   -3.104
 554    24000  4.50   -1.101   -2.076   -2.306   -2.419   -2.573   -2.915   -3.025   -3.117
 555    24000  5.00   -1.119   -2.088   -2.310   -2.424   -2.577   -2.919   -3.028   -3.120
 556    25000  3.00   -1.006   -2.096   -2.325   -2.430   -2.577   -2.934   -3.044   -3.140
 557    25000  3.50   -1.083   -2.123   -2.364   -2.477   -2.632   -2.986   -3.099   -3.195
 558    25000  4.00   -1.140   -2.154   -2.393   -2.509   -2.665   -3.017   -3.130   -3.226
 559    25000  4.50   -1.177   -2.175   -2.410   -2.527   -2.684   -3.034   -3.148   -3.243
 560    25000  5.00   -1.198   -2.190   -2.417   -2.535   -2.692   -3.042   -3.154   -3.249
 561    26000  3.00   -1.071   -2.186   -2.416   -2.519   -2.666   -3.029   -3.141   -3.240
 562    26000  3.50   -1.146   -2.207   -2.453   -2.572   -2.731   -3.094   -3.210   -3.309
 563    26000  4.00   -1.208   -2.243   -2.488   -2.608   -2.768   -3.128   -3.244   -3.342
 564    26000  4.50   -1.249   -2.268   -2.509   -2.629   -2.790   -3.149   -3.265   -3.362
 565    26000  5.00   -1.273   -2.286   -2.520   -2.640   -2.801   -3.159   -3.274   -3.372
 566    27000  3.50   -1.203   -2.284   -2.536   -2.658   -2.823   -3.195   -3.314   -3.416
 567    27000  4.00   -1.272   -2.325   -2.577   -2.701   -2.866   -3.234   -3.354   -3.454
 568    27000  4.50   -1.317   -2.355   -2.602   -2.726   -2.891   -3.257   -3.376   -3.476
 569    27000  5.00   -1.345   -2.377   -2.616   -2.740   -2.905   -3.271   -3.388   -3.488
 570    28000  3.50   -1.258   -2.357   -2.614   -2.739   -2.907   -3.286   -3.409   -3.514
 571    28000  4.00   -1.330   -2.401   -2.659   -2.787   -2.957   -3.334   -3.457   -3.560
 572    28000  4.50   -1.380   -2.436   -2.689   -2.817   -2.986   -3.361   -3.482   -3.585
 573    28000  5.00   -1.412   -2.462   -2.707   -2.835   -3.003   -3.376   -3.497   -3.599
 574    29000  3.50   -1.315   -2.431   -2.692   -2.818   -2.987   -3.372   -3.497   -3.605
 575    29000  4.00   -1.383   -2.471   -2.735   -2.868   -3.042   -3.427   -3.552   -3.658
 576    29000  4.50   -1.438   -2.511   -2.770   -2.902   -3.076   -3.458   -3.582   -3.687
 577    29000  5.00   -1.475   -2.540   -2.792   -2.923   -3.096   -3.476   -3.600   -3.704
 578    30000  3.50   -1.379   -2.509   -2.773   -2.898   -3.067   -3.456   -3.582   -3.691
 579    30000  4.00   -1.436   -2.539   -2.809   -2.944   -3.121   -3.513   -3.641   -3.749
 580    30000  4.50   -1.492   -2.580   -2.845   -2.981   -3.159   -3.548   -3.676   -3.783
 581    30000  5.00   -1.532   -2.613   -2.870   -3.006   -3.182   -3.570   -3.696   -3.803
 582    31000  3.50   -1.452   -2.593   -2.860   -2.983   -3.151   -3.540   -3.667   -3.776
 583    31000  4.00   -1.490   -2.607   -2.882   -3.018   -3.197   -3.594   -3.725   -3.835
 584    31000  4.50   -1.543   -2.646   -2.917   -3.056   -3.237   -3.633   -3.763   -3.872
 585    31000  5.00   -1.585   -2.681   -2.944   -3.083   -3.263   -3.658   -3.786   -3.895
 586    32000  4.00   -1.550   -2.678   -2.957   -3.094   -3.274   -3.674   -3.806   -3.918
 587    32000  4.50   -1.595   -2.711   -2.987   -3.129   -3.312   -3.713   -3.845   -3.956
