# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.295   -0.281   -0.016    0.190    0.407    0.682    0.878    0.901
 301     6750  3.00   -0.281   -0.335   -0.048    0.172    0.397    0.677    0.885    0.905
 302     6750  3.50   -0.260   -0.387   -0.080    0.151    0.387    0.670    0.890    0.907
 303     6750  4.00   -0.233   -0.435   -0.110    0.131    0.376    0.662    0.893    0.908
 304     6750  4.50   -0.203   -0.475   -0.135    0.115    0.367    0.655    0.896    0.908
 305     6750  5.00   -0.172   -0.505   -0.152    0.105    0.363    0.652    0.899    0.909
 306     7000  0.50   -0.168   -0.020    0.078    0.195    0.353    0.564    0.684    0.712
 307     7000  1.00   -0.202   -0.046    0.065    0.192    0.356    0.579    0.710    0.736
 308     7000  1.50   -0.235   -0.092    0.050    0.192    0.360    0.591    0.731    0.755
 309     7000  2.00   -0.258   -0.153    0.033    0.190    0.364    0.599    0.748    0.771
 310     7000  2.50   -0.263   -0.211    0.007    0.179    0.363    0.601    0.761    0.781
 311     7000  3.00   -0.257   -0.269   -0.024    0.162    0.356    0.598    0.770    0.788
 312     7000  3.50   -0.242   -0.325   -0.058    0.142    0.347    0.592    0.776    0.792
 313     7000  4.00   -0.218   -0.379   -0.091    0.121    0.336    0.585    0.781    0.793
 314     7000  4.50   -0.188   -0.427   -0.121    0.102    0.326    0.578    0.785    0.794
 315     7000  5.00   -0.154   -0.466   -0.145    0.087    0.319    0.572    0.789    0.795
 316     7250  0.50   -0.108    0.010    0.082    0.173    0.304    0.476    0.571    0.595
 317     7250  1.00   -0.141    0.001    0.071    0.169    0.303    0.491    0.595    0.617
 318     7250  1.50   -0.179   -0.031    0.059    0.167    0.306    0.502    0.614    0.636
 319     7250  2.00   -0.213   -0.082    0.043    0.166    0.311    0.512    0.631    0.652
 320     7250  2.50   -0.233   -0.147    0.024    0.162    0.314    0.518    0.646    0.665
 321     7250  3.00   -0.237   -0.208   -0.005    0.149    0.312    0.519    0.657    0.674
 322     7250  3.50   -0.228   -0.269   -0.038    0.131    0.305    0.515    0.665    0.679
 323     7250  4.00   -0.209   -0.327   -0.073    0.110    0.296    0.509    0.672    0.682
 324     7250  4.50   -0.181   -0.381   -0.107    0.088    0.286    0.502    0.677    0.684
 325     7250  5.00   -0.147   -0.428   -0.137    0.069    0.277    0.495    0.682    0.685
 326     7500  0.50   -0.073   -0.003    0.075    0.154    0.263    0.395    0.471    0.490
 327     7500  1.00   -0.088    0.026    0.068    0.142    0.252    0.405    0.487    0.505
 328     7500  1.50   -0.130    0.006    0.059    0.140    0.253    0.416    0.504    0.522
 329     7500  2.00   -0.169   -0.032    0.046    0.138    0.256    0.425    0.519    0.537
 330     7500  2.50   -0.200   -0.087    0.029    0.136    0.261    0.433    0.533    0.551
 331     7500  3.00   -0.216   -0.153    0.008    0.131    0.264    0.438    0.546    0.562
 332     7500  3.50   -0.216   -0.216   -0.022    0.117    0.261    0.438    0.556    0.570
 333     7500  4.00   -0.203   -0.279   -0.058    0.097    0.254    0.433    0.564    0.574
 334     7500  4.50   -0.179   -0.338   -0.094    0.075    0.245    0.427    0.571    0.577
 335     7500  5.00   -0.147   -0.391   -0.128    0.053    0.235    0.419    0.577    0.578
 336     7750  1.00   -0.048    0.024    0.053    0.112    0.203    0.322    0.387    0.401
 337     7750  1.50   -0.086    0.023    0.049    0.109    0.200    0.332    0.401    0.415
 338     7750  2.00   -0.131   -0.005    0.040    0.109    0.202    0.341    0.414    0.429
 339     7750  2.50   -0.170   -0.047    0.027    0.106    0.205    0.348    0.426    0.441
 340     7750  3.00   -0.196   -0.104    0.010    0.104    0.210    0.355    0.438    0.453
 341     7750  3.50   -0.205   -0.170   -0.013    0.097    0.213    0.359    0.450    0.463
 342     7750  4.00   -0.199   -0.235   -0.045    0.081    0.210    0.358    0.460    0.469
 343     7750  4.50   -0.181   -0.298   -0.082    0.060    0.203    0.353    0.468    0.473
 344     7750  5.00   -0.151   -0.356   -0.118    0.037    0.193    0.346    0.475    0.475
 345     8000  1.00   -0.023   -0.011    0.024    0.078    0.156    0.243    0.296    0.305
 346     8000  1.50   -0.051    0.020    0.028    0.073    0.146    0.250    0.303    0.313
 347     8000  2.00   -0.098    0.005    0.024    0.073    0.147    0.258    0.314    0.325
 348     8000  2.50   -0.141   -0.028    0.015    0.073    0.149    0.265    0.324    0.337
 349     8000  3.00   -0.176   -0.073    0.001    0.070    0.153    0.271    0.334    0.347
 350     8000  3.50   -0.195   -0.132   -0.015    0.068    0.158    0.277    0.346    0.358
 351     8000  4.00   -0.196   -0.197   -0.039    0.060    0.161    0.280    0.357    0.366
 352     8000  4.50   -0.183   -0.262   -0.073    0.042    0.158    0.278    0.367    0.372
 353     8000  5.00   -0.158   -0.324   -0.111    0.020    0.151    0.273    0.375    0.375
 354     8250  1.00   -0.012   -0.081   -0.026    0.036    0.108    0.164    0.210    0.215
 355     8250  1.50   -0.023   -0.003   -0.004    0.032    0.093    0.169    0.211    0.217
 356     8250  2.00   -0.067   -0.001   -0.003    0.033    0.090    0.176    0.218    0.226
 357     8250  2.50   -0.116   -0.025   -0.007    0.033    0.092    0.183    0.227    0.236
 358     8250  3.00   -0.158   -0.062   -0.016    0.033    0.095    0.189    0.235    0.246
 359     8250  3.50   -0.186   -0.110   -0.030    0.030    0.099    0.194    0.245    0.256
 360     8250  4.00   -0.195   -0.168   -0.045    0.029    0.106    0.200    0.256    0.265
 361     8250  4.50   -0.187   -0.232   -0.070    0.019    0.110    0.203    0.268    0.273
 362     8250  5.00   -0.166   -0.296   -0.105    0.000    0.106    0.200    0.278    0.277
 363     8500  1.50   -0.008   -0.046   -0.047   -0.013    0.039    0.089    0.124    0.126
 364     8500  2.00   -0.044   -0.024   -0.039   -0.012    0.033    0.095    0.128    0.132
 365     8500  2.50   -0.095   -0.036   -0.038   -0.010    0.033    0.102    0.133    0.140
 366     8500  3.00   -0.142   -0.065   -0.043   -0.010    0.036    0.107    0.140    0.148
 367     8500  3.50   -0.177   -0.105   -0.052   -0.011    0.040    0.113    0.148    0.157
 368     8500  4.00   -0.196   -0.154   -0.065   -0.013    0.046    0.118    0.158    0.166
 369     8500  4.50   -0.192   -0.212   -0.079   -0.012    0.055    0.124    0.170    0.175
 370     8500  5.00   -0.176   -0.274   -0.106   -0.024    0.058    0.126    0.182    0.182
 371     8750  1.50    0.000   -0.099   -0.100   -0.065   -0.018    0.009    0.039    0.038
 372     8750  2.00   -0.030   -0.059   -0.083   -0.062   -0.025    0.015    0.041    0.040
 373     8750  2.50   -0.077   -0.060   -0.078   -0.059   -0.027    0.021    0.044    0.046
 374     8750  3.00   -0.126   -0.080   -0.078   -0.057   -0.025    0.026    0.049    0.054
 375     8750  3.50   -0.169   -0.113   -0.083   -0.056   -0.021    0.031    0.055    0.062
 376     8750  4.00   -0.196   -0.156   -0.092   -0.056   -0.016    0.036    0.063    0.070
 377     8750  4.50   -0.203   -0.206   -0.102   -0.056   -0.007    0.043    0.074    0.079
 378     8750  5.00   -0.188   -0.261   -0.116   -0.056    0.004    0.049    0.088    0.088
 379     9000  1.50    0.001   -0.156   -0.157   -0.121   -0.078   -0.070   -0.045   -0.049
 380     9000  2.00   -0.025   -0.103   -0.132   -0.115   -0.085   -0.064   -0.044   -0.048
 381     9000  2.50   -0.067   -0.094   -0.124   -0.112   -0.087   -0.060   -0.043   -0.044
 382     9000  3.00   -0.117   -0.106   -0.121   -0.108   -0.087   -0.054   -0.040   -0.038
 383     9000  3.50   -0.163   -0.132   -0.121   -0.105   -0.083   -0.049   -0.035   -0.031
 384     9000  4.00   -0.197   -0.169   -0.125   -0.104   -0.078   -0.044   -0.028   -0.023
 385     9000  4.50   -0.214   -0.213   -0.134   -0.104   -0.070   -0.039   -0.019   -0.015
 386     9000  5.00   -0.204   -0.261   -0.141   -0.099   -0.057   -0.031   -0.006   -0.006
 387     9250  2.00   -0.026   -0.151   -0.185   -0.170   -0.145   -0.143   -0.127   -0.134
 388     9250  2.50   -0.065   -0.134   -0.174   -0.166   -0.149   -0.138   -0.127   -0.132
 389     9250  3.00   -0.113   -0.140   -0.168   -0.162   -0.149   -0.134   -0.125   -0.127
 390     9250  3.50   -0.160   -0.160   -0.165   -0.158   -0.146   -0.129   -0.122   -0.121
 391     9250  4.00   -0.197   -0.190   -0.166   -0.155   -0.141   -0.124   -0.116   -0.114
 392     9250  4.50   -0.220   -0.229   -0.170   -0.153   -0.133   -0.119   -0.108   -0.106
 393     9250  5.00   -0.223   -0.274   -0.177   -0.151   -0.123   -0.113   -0.098   -0.098
 394     9500  2.00   -0.032   -0.202   -0.240   -0.226   -0.206   -0.220   -0.208   -0.218
 395     9500  2.50   -0.068   -0.179   -0.226   -0.222   -0.211   -0.216   -0.209   -0.217
 396     9500  3.00   -0.113   -0.179   -0.219   -0.218   -0.212   -0.212   -0.209   -0.214
 397     9500  3.50   -0.159   -0.194   -0.214   -0.213   -0.210   -0.208   -0.206   -0.209
 398     9500  4.00   -0.199   -0.218   -0.211   -0.209   -0.204   -0.203   -0.202   -0.202
 399     9500  4.50   -0.228   -0.252   -0.212   -0.205   -0.197   -0.197   -0.195   -0.195
 400     9500  5.00   -0.239   -0.294   -0.215   -0.202   -0.187   -0.192   -0.186   -0.187
 401     9750  2.00   -0.042   -0.252   -0.294   -0.283   -0.268   -0.296   -0.288   -0.300
 402     9750  2.50   -0.076   -0.226   -0.280   -0.279   -0.272   -0.293   -0.289   -0.300
 403     9750  3.00   -0.118   -0.222   -0.271   -0.275   -0.274   -0.289   -0.290   -0.298
 404     9750  3.50   -0.163   -0.232   -0.265   -0.270   -0.273   -0.286   -0.289   -0.294
 405     9750  4.00   -0.205   -0.253   -0.261   -0.264   -0.269   -0.281   -0.285   -0.288
 406     9750  4.50   -0.237   -0.281   -0.257   -0.259   -0.261   -0.275   -0.279   -0.282
 407     9750  5.00   -0.253   -0.319   -0.258   -0.254   -0.251   -0.270   -0.271   -0.274
 408    10000  2.00   -0.053   -0.302   -0.349   -0.339   -0.329   -0.370   -0.366   -0.380
 409    10000  2.50   -0.087   -0.275   -0.334   -0.335   -0.334   -0.367   -0.368   -0.381
 410    10000  3.00   -0.127   -0.268   -0.325   -0.332   -0.336   -0.365   -0.369   -0.380
 411    10000  3.50   -0.171   -0.275   -0.318   -0.327   -0.336   -0.362   -0.369   -0.377
 412    10000  4.00   -0.213   -0.291   -0.312   -0.321   -0.332   -0.357   -0.367   -0.373
 413    10000  4.50   -0.246   -0.316   -0.307   -0.315   -0.325   -0.352   -0.361   -0.366
 414    10000  5.00   -0.266   -0.348   -0.304   -0.309   -0.315   -0.347   -0.354   -0.359
 415    10250  2.00   -0.067   -0.352   -0.403   -0.395   -0.389   -0.443   -0.442   -0.459
 416    10250  2.50   -0.101   -0.323   -0.387   -0.391   -0.395   -0.441   -0.444   -0.461
 417    10250  3.00   -0.140   -0.315   -0.379   -0.389   -0.398   -0.439   -0.447   -0.461
 418    10250  3.50   -0.182   -0.319   -0.372   -0.385   -0.399   -0.437   -0.447   -0.459
 419    10250  4.00   -0.223   -0.333   -0.365   -0.379   -0.396   -0.433   -0.446   -0.455
 420    10250  4.50   -0.257   -0.354   -0.359   -0.372   -0.389   -0.428   -0.442   -0.449
 421    10250  5.00   -0.279   -0.382   -0.353   -0.365   -0.378   -0.422   -0.435   -0.443
 422    10500  2.00   -0.082   -0.401   -0.456   -0.451   -0.449   -0.514   -0.516   -0.535
 423    10500  2.50   -0.116   -0.372   -0.441   -0.447   -0.455   -0.513   -0.519   -0.538
 424    10500  3.00   -0.154   -0.362   -0.432   -0.445   -0.459   -0.512   -0.522   -0.539
 425    10500  3.50   -0.195   -0.365   -0.426   -0.442   -0.460   -0.510   -0.524   -0.538
 426    10500  4.00   -0.235   -0.376   -0.419   -0.436   -0.458   -0.507   -0.523   -0.535
 427    10500  4.50   -0.270   -0.394   -0.411   -0.429   -0.452   -0.502   -0.520   -0.530
 428    10500  5.00   -0.294   -0.419   -0.404   -0.421   -0.442   -0.497   -0.514   -0.524
 429    10750  2.00   -0.098   -0.449   -0.508   -0.505   -0.508   -0.584   -0.589   -0.610
 430    10750  2.50   -0.133   -0.420   -0.494   -0.502   -0.514   -0.583   -0.593   -0.614
 431    10750  3.00   -0.171   -0.410   -0.486   -0.501   -0.519   -0.583   -0.596   -0.615
 432    10750  3.50   -0.210   -0.411   -0.479   -0.498   -0.521   -0.582   -0.598   -0.615
 433    10750  4.00   -0.248   -0.421   -0.472   -0.493   -0.520   -0.579   -0.598   -0.613
 434    10750  4.50   -0.283   -0.436   -0.465   -0.487   -0.514   -0.575   -0.596   -0.609
 435    10750  5.00   -0.310   -0.459   -0.456   -0.478   -0.505   -0.570   -0.591   -0.603
 436    11000  2.00   -0.115   -0.497   -0.560   -0.559   -0.567   -0.653   -0.661   -0.683
 437    11000  2.50   -0.151   -0.467   -0.546   -0.557   -0.573   -0.652   -0.665   -0.688
 438    11000  3.00   -0.189   -0.458   -0.538   -0.556   -0.578   -0.652   -0.669   -0.690
 439    11000  3.50   -0.226   -0.458   -0.532   -0.554   -0.581   -0.652   -0.671   -0.691
 440    11000  4.00   -0.264   -0.466   -0.526   -0.550   -0.580   -0.650   -0.672   -0.689
 441    11000  4.50   -0.299   -0.480   -0.518   -0.544   -0.576   -0.647   -0.671   -0.686
 442    11000  5.00   -0.326   -0.500   -0.509   -0.535   -0.567   -0.642   -0.666   -0.681
 443    11250  2.00   -0.133   -0.545   -0.612   -0.613   -0.624   -0.720   -0.731   -0.755
 444    11250  2.50   -0.170   -0.514   -0.597   -0.611   -0.631   -0.720   -0.736   -0.760
 445    11250  3.00   -0.208   -0.505   -0.591   -0.611   -0.637   -0.721   -0.740   -0.763
 446    11250  3.50   -0.245   -0.505   -0.585   -0.609   -0.640   -0.721   -0.743   -0.764
 447    11250  4.00   -0.281   -0.512   -0.579   -0.606   -0.640   -0.719   -0.744   -0.763
 448    11250  4.50   -0.315   -0.524   -0.571   -0.600   -0.636   -0.717   -0.743   -0.761
 449    11250  5.00   -0.343   -0.543   -0.562   -0.592   -0.628   -0.712   -0.740   -0.757
 450    11500  2.00   -0.152   -0.591   -0.662   -0.666   -0.681   -0.786   -0.800   -0.825
 451    11500  2.50   -0.190   -0.561   -0.648   -0.664   -0.688   -0.786   -0.805   -0.831
 452    11500  3.00   -0.228   -0.552   -0.642   -0.665   -0.695   -0.788   -0.809   -0.835
 453    11500  3.50   -0.264   -0.552   -0.637   -0.664   -0.698   -0.788   -0.813   -0.836
 454    11500  4.00   -0.300   -0.558   -0.631   -0.661   -0.698   -0.787   -0.815   -0.836
 455    11500  4.50   -0.333   -0.569   -0.624   -0.655   -0.695   -0.785   -0.814   -0.834
 456    11500  5.00   -0.360   -0.586   -0.615   -0.648   -0.688   -0.781   -0.811   -0.831
 457    11750  2.00   -0.172   -0.637   -0.713   -0.718   -0.737   -0.851   -0.867   -0.894
 458    11750  2.50   -0.210   -0.607   -0.699   -0.717   -0.745   -0.851   -0.872   -0.900
 459    11750  3.00   -0.249   -0.598   -0.693   -0.718   -0.752   -0.853   -0.878   -0.905
 460    11750  3.50   -0.285   -0.598   -0.688   -0.717   -0.756   -0.854   -0.881   -0.907
 461    11750  4.00   -0.319   -0.604   -0.683   -0.715   -0.756   -0.854   -0.884   -0.907
 462    11750  4.50   -0.351   -0.614   -0.676   -0.710   -0.754   -0.852   -0.884   -0.906
 463    11750  5.00   -0.378   -0.629   -0.668   -0.703   -0.747   -0.849   -0.881   -0.903
 464    12000  2.50   -0.232   -0.652   -0.748   -0.769   -0.800   -0.915   -0.939   -0.969
 465    12000  3.00   -0.270   -0.643   -0.743   -0.770   -0.808   -0.918   -0.945   -0.973
 466    12000  3.50   -0.306   -0.644   -0.739   -0.770   -0.812   -0.919   -0.949   -0.976
 467    12000  4.00   -0.340   -0.649   -0.734   -0.768   -0.813   -0.919   -0.951   -0.977
 468    12000  4.50   -0.371   -0.659   -0.728   -0.764   -0.811   -0.918   -0.952   -0.976
 469    12000  5.00   -0.398   -0.673   -0.719   -0.758   -0.806   -0.915   -0.950   -0.973
 470    12250  2.50   -0.253   -0.697   -0.797   -0.820   -0.855   -0.978   -1.004   -1.035
 471    12250  3.00   -0.292   -0.689   -0.793   -0.822   -0.863   -0.981   -1.010   -1.041
 472    12250  3.50   -0.328   -0.689   -0.789   -0.823   -0.868   -0.983   -1.015   -1.044
 473    12250  4.00   -0.361   -0.695   -0.785   -0.821   -0.869   -0.983   -1.017   -1.045
 474    12250  4.50   -0.391   -0.704   -0.778   -0.817   -0.868   -0.982   -1.018   -1.044
 475    12250  5.00   -0.417   -0.717   -0.770   -0.811   -0.862   -0.980   -1.017   -1.042
 476    12500  2.50   -0.275   -0.741   -0.846   -0.871   -0.909   -1.040   -1.068   -1.101
 477    12500  3.00   -0.315   -0.733   -0.842   -0.873   -0.917   -1.043   -1.075   -1.107
 478    12500  3.50   -0.351   -0.734   -0.838   -0.874   -0.923   -1.045   -1.079   -1.110
 479    12500  4.00   -0.383   -0.739   -0.834   -0.873   -0.924   -1.046   -1.082   -1.112
 480    12500  4.50   -0.412   -0.748   -0.828   -0.869   -0.923   -1.045   -1.083   -1.111
 481    12500  5.00   -0.438   -0.761   -0.821   -0.864   -0.918   -1.043   -1.082   -1.110
 482    12750  2.50   -0.298   -0.785   -0.893   -0.920   -0.962   -1.100   -1.131   -1.166
 483    12750  3.00   -0.337   -0.777   -0.890   -0.923   -0.971   -1.104   -1.138   -1.171
 484    12750  3.50   -0.374   -0.778   -0.887   -0.925   -0.977   -1.107   -1.143   -1.175
 485    12750  4.00   -0.406   -0.784   -0.883   -0.924   -0.979   -1.108   -1.146   -1.177
 486    12750  4.50   -0.434   -0.792   -0.878   -0.921   -0.978   -1.107   -1.147   -1.177
 487    12750  5.00   -0.458   -0.804   -0.871   -0.916   -0.973   -1.106   -1.146   -1.176
 488    13000  2.50   -0.320   -0.828   -0.940   -0.970   -1.015   -1.160   -1.193   -1.229
 489    13000  3.00   -0.361   -0.820   -0.937   -0.973   -1.024   -1.164   -1.200   -1.235
 490    13000  3.50   -0.397   -0.822   -0.935   -0.975   -1.030   -1.167   -1.205   -1.239
 491    13000  4.00   -0.429   -0.827   -0.932   -0.975   -1.032   -1.168   -1.209   -1.241
 492    13000  4.50   -0.457   -0.836   -0.926   -0.972   -1.032   -1.168   -1.210   -1.242
 493    13000  5.00   -0.480   -0.847   -0.919   -0.967   -1.028   -1.167   -1.209   -1.241
 494    14000  2.00   -0.362   -1.027   -1.133   -1.156   -1.204   -1.382   -1.419   -1.459
 495    14000  2.50   -0.411   -0.994   -1.121   -1.158   -1.216   -1.387   -1.428   -1.470
 496    14000  3.00   -0.454   -0.988   -1.120   -1.164   -1.227   -1.393   -1.437   -1.478
 497    14000  3.50   -0.491   -0.991   -1.120   -1.168   -1.235   -1.397   -1.444   -1.484
 498    14000  4.00   -0.522   -0.997   -1.118   -1.169   -1.238   -1.400   -1.448   -1.486
 499    14000  4.50   -0.548   -1.006   -1.114   -1.167   -1.238   -1.400   -1.450   -1.488
 500    14000  5.00   -0.570   -1.016   -1.108   -1.163   -1.235   -1.399   -1.450   -1.487
 501    15000  2.50   -0.500   -1.150   -1.290   -1.335   -1.404   -1.598   -1.647   -1.694
 502    15000  3.00   -0.547   -1.145   -1.292   -1.344   -1.418   -1.606   -1.658   -1.704
 503    15000  3.50   -0.586   -1.150   -1.294   -1.350   -1.427   -1.612   -1.666   -1.711
 504    15000  4.00   -0.617   -1.157   -1.294   -1.352   -1.432   -1.615   -1.671   -1.715
 505    15000  4.50   -0.642   -1.166   -1.291   -1.351   -1.433   -1.617   -1.673   -1.716
 506    15000  5.00   -0.662   -1.177   -1.286   -1.348   -1.430   -1.616   -1.674   -1.717
 507    16000  2.50   -0.586   -1.297   -1.448   -1.500   -1.579   -1.793   -1.849   -1.902
 508    16000  3.00   -0.638   -1.294   -1.453   -1.512   -1.595   -1.805   -1.863   -1.915
 509    16000  3.50   -0.679   -1.300   -1.457   -1.520   -1.607   -1.813   -1.873   -1.923
 510    16000  4.00   -0.711   -1.309   -1.459   -1.524   -1.613   -1.817   -1.879   -1.928
 511    16000  4.50   -0.736   -1.318   -1.457   -1.525   -1.615   -1.819   -1.882   -1.930
 512    16000  5.00   -0.755   -1.329   -1.453   -1.522   -1.613   -1.819   -1.883   -1.931
 513    17000  2.50   -0.668   -1.435   -1.598   -1.655   -1.742   -1.975   -2.038   -2.095
 514    17000  3.00   -0.724   -1.433   -1.604   -1.669   -1.762   -1.990   -2.054   -2.111
 515    17000  3.50   -0.768   -1.441   -1.611   -1.680   -1.776   -2.000   -2.066   -2.121
 516    17000  4.00   -0.801   -1.451   -1.614   -1.686   -1.784   -2.006   -2.073   -2.127
 517    17000  4.50   -0.827   -1.462   -1.614   -1.688   -1.787   -2.009   -2.077   -2.130
 518    17000  5.00   -0.845   -1.473   -1.611   -1.686   -1.786   -2.010   -2.078   -2.131
 519    18000  2.50   -0.747   -1.567   -1.738   -1.801   -1.895   -2.146   -2.213   -2.275
 520    18000  3.00   -0.806   -1.565   -1.746   -1.817   -1.918   -2.163   -2.233   -2.294
 521    18000  3.50   -0.853   -1.574   -1.755   -1.831   -1.934   -2.175   -2.247   -2.306
 522    18000  4.00   -0.889   -1.586   -1.761   -1.838   -1.944   -2.183   -2.255   -2.314
 523    18000  4.50   -0.915   -1.597   -1.762   -1.842   -1.948   -2.187   -2.260   -2.318
 524    18000  5.00   -0.933   -1.608   -1.760   -1.841   -1.948   -2.188   -2.262   -2.320
 525    19000  2.50   -0.823   -1.691   -1.871   -1.938   -2.039   -2.305   -2.378   -2.443
 526    19000  3.00   -0.885   -1.689   -1.880   -1.957   -2.064   -2.324   -2.400   -2.465
 527    19000  3.50   -0.935   -1.700   -1.892   -1.972   -2.082   -2.339   -2.416   -2.480
 528    19000  4.00   -0.972   -1.713   -1.899   -1.982   -2.094   -2.349   -2.426   -2.489
 529    19000  4.50   -0.999   -1.725   -1.902   -1.986   -2.100   -2.354   -2.432   -2.494
 530    19000  5.00   -1.018   -1.737   -1.900   -1.987   -2.101   -2.356   -2.435   -2.497
 531    20000  3.00   -0.962   -1.806   -2.007   -2.088   -2.203   -2.477   -2.557   -2.626
 532    20000  3.50   -1.013   -1.819   -2.020   -2.106   -2.223   -2.494   -2.575   -2.642
 533    20000  4.00   -1.052   -1.834   -2.029   -2.117   -2.236   -2.505   -2.587   -2.653
 534    20000  4.50   -1.080   -1.847   -2.033   -2.123   -2.243   -2.511   -2.594   -2.660
 535    20000  5.00   -1.099   -1.859   -2.033   -2.125   -2.245   -2.514   -2.597   -2.663
 536    21000  3.00   -1.036   -1.916   -2.126   -2.212   -2.333   -2.621   -2.706   -2.778
 537    21000  3.50   -1.090   -1.932   -2.142   -2.232   -2.356   -2.639   -2.725   -2.796
 538    21000  4.00   -1.129   -1.948   -2.153   -2.245   -2.370   -2.652   -2.738   -2.809
 539    21000  4.50   -1.158   -1.961   -2.158   -2.252   -2.378   -2.659   -2.746   -2.816
 540    21000  5.00   -1.177   -1.974   -2.159   -2.255   -2.381   -2.664   -2.750   -2.821
 541    22000  3.00   -1.105   -2.019   -2.238   -2.329   -2.455   -2.756   -2.845   -2.922
 542    22000  3.50   -1.163   -2.038   -2.258   -2.352   -2.482   -2.778   -2.867   -2.943
 543    22000  4.00   -1.204   -2.056   -2.270   -2.367   -2.498   -2.791   -2.882   -2.956
 544    22000  4.50   -1.233   -2.070   -2.277   -2.375   -2.506   -2.800   -2.890   -2.964
 545    22000  5.00   -1.253   -2.083   -2.278   -2.379   -2.510   -2.805   -2.895   -2.969
 546    23000  3.00   -1.168   -2.115   -2.342   -2.437   -2.570   -2.882   -2.976   -3.056
 547    23000  3.50   -1.233   -2.138   -2.366   -2.465   -2.601   -2.908   -3.002   -3.081
 548    23000  4.00   -1.276   -2.158   -2.381   -2.483   -2.619   -2.924   -3.018   -3.096
 549    23000  4.50   -1.306   -2.174   -2.389   -2.492   -2.629   -2.933   -3.028   -3.105
 550    23000  5.00   -1.326   -2.187   -2.392   -2.496   -2.633   -2.938   -3.033   -3.110
 551    24000  3.00   -1.223   -2.201   -2.436   -2.535   -2.674   -2.998   -3.097   -3.181
 552    24000  3.50   -1.299   -2.232   -2.468   -2.572   -2.712   -3.031   -3.129   -3.212
 553    24000  4.00   -1.345   -2.255   -2.487   -2.592   -2.733   -3.049   -3.148   -3.229
 554    24000  4.50   -1.376   -2.272   -2.496   -2.603   -2.745   -3.060   -3.158   -3.239
 555    24000  5.00   -1.396   -2.286   -2.500   -2.608   -2.750   -3.066   -3.164   -3.245
 556    25000  3.00   -1.266   -2.276   -2.517   -2.620   -2.765   -3.101   -3.205   -3.293
 557    25000  3.50   -1.359   -2.319   -2.563   -2.670   -2.817   -3.146   -3.249   -3.335
 558    25000  4.00   -1.410   -2.345   -2.585   -2.695   -2.842   -3.168   -3.270   -3.355
 559    25000  4.50   -1.443   -2.365   -2.597   -2.708   -2.855   -3.180   -3.282   -3.367
 560    25000  5.00   -1.464   -2.380   -2.602   -2.714   -2.861   -3.187   -3.289   -3.373
 561    26000  3.00   -1.290   -2.337   -2.582   -2.687   -2.835   -3.183   -3.292   -3.385
 562    26000  3.50   -1.412   -2.398   -2.650   -2.761   -2.913   -3.253   -3.360   -3.450
 563    26000  4.00   -1.470   -2.430   -2.678   -2.791   -2.943   -3.279   -3.386   -3.475
 564    26000  4.50   -1.506   -2.452   -2.692   -2.807   -2.959   -3.294   -3.400   -3.488
 565    26000  5.00   -1.528   -2.468   -2.699   -2.814   -2.966   -3.302   -3.408   -3.496
 566    27000  3.50   -1.455   -2.467   -2.726   -2.842   -2.999   -3.349   -3.461   -3.555
 567    27000  4.00   -1.525   -2.508   -2.763   -2.881   -3.037   -3.384   -3.494   -3.586
 568    27000  4.50   -1.564   -2.533   -2.781   -2.900   -3.056   -3.401   -3.511   -3.603
 569    27000  5.00   -1.588   -2.550   -2.789   -2.909   -3.065   -3.410   -3.520   -3.611
 570    28000  3.50   -1.488   -2.527   -2.792   -2.911   -3.072   -3.433   -3.548   -3.645
 571    28000  4.00   -1.572   -2.578   -2.841   -2.962   -3.124   -3.480   -3.594   -3.690
 572    28000  4.50   -1.617   -2.608   -2.864   -2.986   -3.147   -3.501   -3.615   -3.710
 573    28000  5.00   -1.643   -2.627   -2.874   -2.997   -3.158   -3.512   -3.626   -3.720
 574    29000  3.50   -1.513   -2.580   -2.850   -2.970   -3.133   -3.503   -3.621   -3.721
 575    29000  4.00   -1.611   -2.641   -2.911   -3.035   -3.201   -3.566   -3.684   -3.783
 576    29000  4.50   -1.664   -2.676   -2.940   -3.065   -3.231   -3.594   -3.711   -3.809
 577    29000  5.00   -1.693   -2.698   -2.953   -3.079   -3.245   -3.608   -3.724   -3.822
 578    30000  3.50   -1.543   -2.635   -2.907   -3.027   -3.191   -3.567   -3.686   -3.787
 579    30000  4.00   -1.644   -2.697   -2.972   -3.099   -3.269   -3.643   -3.764   -3.865
 580    30000  4.50   -1.704   -2.738   -3.008   -3.136   -3.306   -3.678   -3.798   -3.899
 581    30000  5.00   -1.737   -2.763   -3.025   -3.154   -3.324   -3.695   -3.815   -3.915
 582    31000  3.50   -1.582   -2.695   -2.967   -3.087   -3.251   -3.631   -3.750   -3.852
 583    31000  4.00   -1.674   -2.749   -3.030   -3.158   -3.330   -3.712   -3.834   -3.937
 584    31000  4.50   -1.739   -2.794   -3.070   -3.201   -3.375   -3.754   -3.877   -3.980
 585    31000  5.00   -1.776   -2.822   -3.091   -3.223   -3.396   -3.776   -3.898   -4.001
 586    32000  4.00   -1.706   -2.801   -3.085   -3.215   -3.389   -3.776   -3.900   -4.004
